,rpm,DutyCycle_1,DutyCycle_2,DutyCycle_3,DutyCycle_4,DutyCycle_5
0,262800.0,4534.27097395323,7817.460317460318,7817.460317460318,9120.37037037037,7817.460317460318
1,277400.0,2256.909019285444,7324.414592223764,7817.460317460318,9120.37037037037,7817.460317460318
2,292000.0,1003.8029425534075,4239.911462046077,7817.460317460318,9120.37037037037,7817.460317460318
