Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	1.0000	24.383	0.041012	404.49	445.50	2.0920	0.67082	0.98697	230.61	19.047	1.2356e-05	0.013141	vapor
-20.000	1.0000	23.032	0.043418	411.80	455.21	2.1312	0.66623	0.95811	237.05	17.000	1.2844e-05	0.013794	vapor
-10.000	1.0000	21.864	0.045738	418.96	464.70	2.1679	0.66579	0.94025	243.03	15.280	1.3332e-05	0.014485	vapor
0.0000	1.0000	20.837	0.047992	426.05	474.04	2.2028	0.66817	0.92960	248.65	13.817	1.3818e-05	0.015205	vapor
10.000	1.0000	19.922	0.050196	433.11	483.31	2.2361	0.67241	0.92375	253.98	12.559	1.4303e-05	0.015950	vapor
20.000	1.0000	19.099	0.052360	440.17	492.53	2.2681	0.67790	0.92122	259.06	11.468	1.4785e-05	0.016715	vapor
30.000	1.0000	18.352	0.054491	447.25	501.74	2.2990	0.68423	0.92104	263.95	10.515	1.5265e-05	0.017496	vapor
40.000	1.0000	17.669	0.056596	454.36	510.96	2.3289	0.69111	0.92255	268.66	9.6763	1.5743e-05	0.018290	vapor
50.000	1.0000	17.042	0.058677	461.52	520.19	2.3579	0.69836	0.92531	273.23	8.9350	1.6217e-05	0.019095	vapor
60.000	1.0000	16.464	0.060740	468.73	529.47	2.3862	0.70588	0.92903	277.66	8.2762	1.6689e-05	0.019909	vapor
70.000	1.0000	15.927	0.062786	475.99	538.78	2.4137	0.71355	0.93346	281.97	7.6879	1.7157e-05	0.020730	vapor
80.000	1.0000	15.428	0.064818	483.32	548.14	2.4406	0.72130	0.93842	286.18	7.1602	1.7623e-05	0.021556	vapor
90.000	1.0000	14.962	0.066838	490.71	557.55	2.4669	0.72909	0.94379	290.29	6.6850	1.8085e-05	0.022385	vapor
100.00	1.0000	14.525	0.068847	498.17	567.01	2.4926	0.73687	0.94944	294.31	6.2555	1.8543e-05	0.023217	vapor
110.00	1.0000	14.115	0.070847	505.69	576.54	2.5178	0.74461	0.95532	298.25	5.8659	1.8999e-05	0.024051	vapor
120.00	1.0000	13.729	0.072838	513.28	586.12	2.5425	0.75229	0.96135	302.12	5.5113	1.9451e-05	0.024886	vapor
130.00	1.0000	13.365	0.074822	520.94	595.76	2.5667	0.75989	0.96749	305.91	5.1875	1.9899e-05	0.025721	vapor
140.00	1.0000	13.021	0.076799	528.67	605.47	2.5905	0.76741	0.97370	309.64	4.8910	2.0344e-05	0.026555	vapor
150.00	1.0000	12.695	0.078771	536.47	615.24	2.6138	0.77483	0.97995	313.31	4.6187	2.0786e-05	0.027389	vapor
160.00	1.0000	12.386	0.080736	544.33	625.07	2.6368	0.78215	0.98621	316.93	4.3679	2.1224e-05	0.028222	vapor
170.00	1.0000	12.092	0.082698	552.26	634.96	2.6594	0.78936	0.99246	320.48	4.1365	2.1659e-05	0.029052	vapor
180.00	1.0000	11.813	0.084654	560.26	644.92	2.6816	0.79646	0.99869	323.99	3.9222	2.2090e-05	0.029881	vapor
190.00	1.0000	11.546	0.086607	568.33	654.94	2.7035	0.80345	1.0049	327.45	3.7236	2.2518e-05	0.030708	vapor
