Vane,RPM corr [1/min],ER [ - ],M corr [kg/s],eta [fraction]
0.6,40105.3,1.398146,0.163965,0.758629
0.6,40105.3,1.440658,0.17035,0.752163
0.6,40105.3,1.495924,0.17744,0.741943
0.6,40105.3,1.56777,0.185035,0.727427
0.6,40105.3,1.66117,0.192794,0.708252
0.6,40105.3,1.782589,0.200201,0.684132
0.6,40105.3,1.940435,0.206542,0.654636
0.6,40105.3,2.145634,0.210914,0.618944
0.6,40105.3,2.412393,0.212324,0.575797
0.6,40105.3,2.759179,0.210045,0.523984
0.6,40105.3,3.210002,0.204627,0.46384
0.6,40105.3,3.796071,0.200774,0.400453
0.6,40105.3,4,0.200849,0.383063
0.6,43789.5,1.077571,0.001,0.01
0.6,43789.5,1.107571,0.043688,0.01
0.6,43789.5,1.137571,0.070789,0.275119
0.6,43789.5,1.167571,0.090252,0.481741
0.6,43789.5,1.197571,0.105283,0.597338
0.6,43789.5,1.227571,0.117442,0.665713
0.6,43789.5,1.259493,0.128193,0.709473
0.6,43789.5,1.291415,0.137294,0.735639
0.6,43789.5,1.323338,0.145142,0.751053
0.6,43789.5,1.35526,0.152002,0.759639
0.6,43789.5,1.387182,0.158062,0.763754
0.6,43789.5,1.419104,0.163457,0.764877
0.6,43789.5,1.460603,0.169643,0.763384
0.6,43789.5,1.514552,0.176538,0.758351
0.6,43789.5,1.584685,0.183952,0.748939
0.6,43789.5,1.675858,0.191561,0.734461
0.6,43789.5,1.794384,0.198869,0.714338
0.6,43789.5,1.948466,0.20519,0.687923
0.6,43789.5,2.148774,0.209649,0.654273
0.6,43789.5,2.409174,0.211276,0.612077
0.6,43789.5,2.747694,0.209333,0.560086
0.6,43789.5,3.187769,0.204245,0.498584
0.6,43789.5,3.759868,0.200266,0.432584
0.6,43789.5,4,0.200397,0.410712
0.6,47473.7,1.092046,0.001,0.01
0.6,47473.7,1.122046,0.040732,0.01
0.6,47473.7,1.152046,0.067214,0.167481
0.6,47473.7,1.182046,0.086676,0.390072
0.6,47473.7,1.212046,0.101878,0.52332
0.6,47473.7,1.242046,0.114248,0.607356
0.6,47473.7,1.282254,0.127769,0.676362
0.6,47473.7,1.322462,0.138812,0.716727
0.6,47473.7,1.362669,0.148058,0.740583
0.6,47473.7,1.402877,0.155938,0.754399
0.6,47473.7,1.443085,0.162741,0.761849
0.6,47473.7,1.483293,0.168671,0.765129
0.6,47473.7,1.535563,0.175313,0.765341
0.6,47473.7,1.603514,0.182497,0.761384
0.6,47473.7,1.69185,0.189919,0.752242
0.6,47473.7,1.806687,0.197112,0.736998
0.6,47473.7,1.955976,0.20342,0.714727
0.6,47473.7,2.150051,0.208003,0.684303
0.6,47473.7,2.402349,0.209918,0.644317
0.6,47473.7,2.730335,0.208409,0.593453
0.6,47473.7,3.156718,0.203748,0.531851
0.6,47473.7,3.711016,0.199618,0.464219
0.6,47473.7,4,0.199792,0.436326
0.6,51157.9,1.108017,0.001,0.01
0.6,51157.9,1.138017,0.037913,0.01
0.6,51157.9,1.168017,0.063588,0.063056
0.6,51157.9,1.198017,0.082888,0.295176
0.6,51157.9,1.228017,0.098154,0.442075
0.6,51157.9,1.258017,0.110666,0.539485
0.6,51157.9,1.308411,0.127458,0.639908
0.6,51157.9,1.358805,0.140628,0.696389
0.6,51157.9,1.4092,0.151302,0.729117
0.6,51157.9,1.459594,0.160145,0.748052
0.6,51157.9,1.509988,0.167586,0.758528
0.6,51157.9,1.560383,0.173913,0.763588
0.6,51157.9,1.625895,0.180805,0.764977
0.6,51157.9,1.711062,0.187986,0.761387
0.6,51157.9,1.821778,0.195019,0.751555
0.6,51157.9,1.96571,0.201286,0.734228
0.6,51157.9,2.15282,0.205986,0.708032
0.6,51157.9,2.396064,0.208207,0.6714
0.6,51157.9,2.712281,0.207179,0.622899
0.6,51157.9,3.123364,0.203021,0.562467
0.6,51157.9,3.657771,0.19884,0.494363
0.6,51157.9,4,0.199014,0.459728
0.6,54842.1,1.125571,0.001,0.01
0.6,54842.1,1.155571,0.035242,0.01
0.6,54842.1,1.185571,0.059967,0.01
0.6,54842.1,1.215571,0.078958,0.199566
0.6,54842.1,1.245571,0.094178,0.356214
0.6,54842.1,1.275571,0.106755,0.464483
0.6,54842.1,1.347912,0.129934,0.616652
0.6,54842.1,1.420252,0.1467,0.691406
0.6,54842.1,1.492593,0.159457,0.730146
0.6,54842.1,1.564933,0.169461,0.750101
0.6,54842.1,1.637274,0.17745,0.759406
0.6,54842.1,1.709614,0.183896,0.76227
0.6,54842.1,1.803657,0.190487,0.760075
0.6,54842.1,1.925913,0.196743,0.751243
0.6,54842.1,2.084845,0.202,0.73412
0.6,54842.1,2.291457,0.205438,0.706931
0.6,54842.1,2.560052,0.206207,0.667891
0.6,54842.1,2.909226,0.203835,0.615875
0.6,54842.1,3.363152,0.199366,0.552277
0.6,54842.1,3.953256,0.197983,0.485067
0.6,54842.1,4,0.198045,0.480737
0.6,58526.3,1.144811,0.001,0.01
0.6,58526.3,1.174811,0.032723,0.01
0.6,58526.3,1.204811,0.056391,0.01
0.6,58526.3,1.234811,0.074946,0.105134
0.6,58526.3,1.264811,0.090014,0.26792
0.6,58526.3,1.294811,0.102576,0.384483
0.6,58526.3,1.357042,0.123119,0.53893
0.6,58526.3,1.419274,0.138653,0.627379
0.6,58526.3,1.481506,0.150857,0.680715
0.6,58526.3,1.543738,0.160685,0.713735
0.6,58526.3,1.605969,0.168731,0.734226
0.6,58526.3,1.668201,0.17539,0.746585
0.6,58526.3,1.749102,0.182415,0.754688
0.6,58526.3,1.854274,0.18941,0.756654
0.6,58526.3,1.990997,0.195803,0.750562
0.6,58526.3,2.168736,0.200845,0.734442
0.6,58526.3,2.399798,0.203669,0.706286
0.6,58526.3,2.700179,0.203506,0.664341
0.6,58526.3,3.090673,0.20032,0.608223
0.6,58526.3,3.598316,0.196569,0.541655
0.6,58526.3,4,0.196866,0.499177
0.6,62210.5,1.165849,0.001,0.01
0.6,62210.5,1.195849,0.030353,0.01
0.6,62210.5,1.225849,0.052893,0.01
0.6,62210.5,1.255849,0.070902,0.013261
0.6,62210.5,1.285849,0.085719,0.178969
0.6,62210.5,1.315849,0.098184,0.301345
0.6,62210.5,1.410141,0.127316,0.528331
0.6,62210.5,1.504433,0.147121,0.637512
0.6,62210.5,1.598724,0.161429,0.694625
0.6,62210.5,1.693016,0.172114,0.725203
0.6,62210.5,1.787308,0.180228,0.740814
0.6,62210.5,1.881599,0.186426,0.747305
0.6,62210.5,2.004178,0.19232,0.747218
0.6,62210.5,2.163531,0.197275,0.738283
0.6,62210.5,2.37069,0.200516,0.71815
0.6,62210.5,2.639996,0.201266,0.684648
0.6,62210.5,2.990095,0.199192,0.636581
0.6,62210.5,3.445222,0.195607,0.575786
0.6,62210.5,4,0.19546,0.514868
0.6,65894.7,1.188817,0.001,0.01
0.6,65894.7,1.218817,0.028127,0.01
0.6,65894.7,1.248817,0.049492,0.01
0.6,65894.7,1.278817,0.066866,0.01
0.6,65894.7,1.308817,0.081343,0.09077
0.6,65894.7,1.338817,0.093634,0.216653
0.6,65894.7,1.4122,0.117223,0.420297
0.6,65894.7,1.485583,0.134633,0.539331
0.6,65894.7,1.558966,0.148007,0.61319
0.6,65894.7,1.632349,0.158545,0.660683
0.6,65894.7,1.705733,0.166984,0.691715
0.6,65894.7,1.779116,0.173807,0.711902
0.6,65894.7,1.874514,0.180801,0.727329
0.6,65894.7,1.998531,0.187474,0.735486
0.6,65894.7,2.159754,0.193158,0.733752
0.6,65894.7,2.369344,0.197045,0.719506
0.6,65894.7,2.64181,0.198342,0.690402
0.6,65894.7,2.996017,0.19672,0.645211
0.6,65894.7,3.456485,0.19356,0.585995
0.6,65894.7,4,0.193806,0.527633
0.6,69578.9,1.21386,0.001,0.01
0.6,69578.9,1.24386,0.026038,0.01
0.6,69578.9,1.27386,0.046204,0.01
0.6,69578.9,1.30386,0.062872,0.01
0.6,69578.9,1.33386,0.076929,0.01
0.6,69578.9,1.36386,0.088974,0.13172
0.6,69578.9,1.478893,0.122801,0.425795
0.6,69578.9,1.593926,0.144811,0.567649
0.6,69578.9,1.708959,0.160087,0.643136
0.6,69578.9,1.823992,0.171033,0.684783
0.6,69578.9,1.939026,0.178974,0.707179
0.6,69578.9,2.054059,0.184723,0.7177
0.6,69578.9,2.203602,0.189781,0.720149
0.6,69578.9,2.398008,0.193447,0.711637
0.6,69578.9,2.650736,0.194989,0.689439
0.6,69578.9,2.979282,0.194019,0.651769
0.6,69578.9,3.406392,0.191478,0.599608
0.6,69578.9,3.961635,0.191763,0.540682
0.6,69578.9,4,0.191888,0.537293
0.6,73263.2,1.241145,0.001,0.01
0.6,73263.2,1.271145,0.024079,0.01
0.6,73263.2,1.301145,0.043039,0.01
0.6,73263.2,1.331145,0.058946,0.01
0.6,73263.2,1.361145,0.072515,0.01
0.6,73263.2,1.391145,0.084247,0.047624
0.6,73263.2,1.472252,0.109304,0.284203
0.6,73263.2,1.553358,0.127711,0.428175
0.6,73263.2,1.634464,0.141746,0.521008
0.6,73263.2,1.71557,0.152703,0.583126
0.6,73263.2,1.796676,0.161383,0.625568
0.6,73263.2,1.877782,0.168318,0.654749
0.6,73263.2,1.98322,0.175316,0.679166
0.6,73263.2,2.120289,0.181834,0.695703
0.6,73263.2,2.29848,0.187163,0.701087
0.6,73263.2,2.530127,0.190513,0.692163
0.6,73263.2,2.831268,0.191254,0.666456
0.6,73263.2,3.222752,0.189615,0.623556
0.6,73263.2,3.731681,0.1886,0.568239
0.6,73263.2,4,0.189686,0.54367
0.6,76947.4,1.270864,0.001,0.01
0.6,76947.4,1.300864,0.022241,0.01
0.6,76947.4,1.330864,0.040001,0.01
0.6,76947.4,1.360864,0.055107,0.01
0.6,76947.4,1.390864,0.068133,0.01
0.6,76947.4,1.420864,0.079493,0.01
0.6,76947.4,1.555894,0.116717,0.312987
0.6,76947.4,1.690923,0.14023,0.483613
0.6,76947.4,1.825953,0.156049,0.576319
0.6,76947.4,1.960983,0.166999,0.628782
0.6,76947.4,2.096013,0.174623,0.658041
0.6,76947.4,2.231043,0.179869,0.672836
0.6,76947.4,2.406582,0.184141,0.678311
0.6,76947.4,2.634782,0.186762,0.671178
0.6,76947.4,2.931443,0.187247,0.648806
0.6,76947.4,3.317102,0.186013,0.610702
0.6,76947.4,3.818458,0.18631,0.561688
0.6,76947.4,4,0.187182,0.546585
0.6,80631.6,1.303232,0.001,0.01
0.6,80631.6,1.333232,0.020517,0.01
0.6,80631.6,1.363232,0.037094,0.01
0.6,80631.6,1.393232,0.051371,0.01
0.6,80631.6,1.423232,0.063808,0.01
0.6,80631.6,1.453232,0.074745,0.01
0.6,80631.6,1.531512,0.097925,0.11865
0.6,80631.6,1.609792,0.115529,0.273435
0.6,80631.6,1.688073,0.129277,0.380689
0.6,80631.6,1.766353,0.140216,0.457335
0.6,80631.6,1.844633,0.149027,0.513257
0.6,80631.6,1.922914,0.15618,0.554568
0.6,80631.6,2.024678,0.163537,0.592771
0.6,80631.6,2.156972,0.170589,0.624323
0.6,80631.6,2.328954,0.176662,0.645365
0.6,80631.6,2.55253,0.180992,0.652093
0.6,80631.6,2.84318,0.182948,0.641397
0.6,80631.6,3.221024,0.182661,0.612207
0.6,80631.6,3.712221,0.182735,0.568442
0.6,80631.6,4,0.184357,0.545859
0.6,84315.8,1.338497,0.001,0.01
0.6,84315.8,1.368497,0.0189,0.01
0.6,84315.8,1.398497,0.034319,0.01
0.6,84315.8,1.428497,0.047751,0.01
0.6,84315.8,1.458497,0.059564,0.01
0.6,84315.8,1.488497,0.070035,0.01
0.6,84315.8,1.643357,0.109388,0.193907
0.6,84315.8,1.798218,0.133771,0.388015
0.6,84315.8,1.953078,0.149791,0.495893
0.6,84315.8,2.107939,0.160565,0.558383
0.6,84315.8,2.262799,0.167809,0.594321
0.6,84315.8,2.41766,0.17258,0.613565
0.6,84315.8,2.618978,0.176223,0.622695
0.6,84315.8,2.880693,0.178208,0.618327
0.6,84315.8,3.220921,0.178541,0.598469
0.6,84315.8,3.663218,0.179046,0.564905
0.6,84315.8,4,0.181194,0.541316
0.6,88000,1.376944,0.001,0.01
0.6,88000,1.406944,0.017383,0.01
0.6,88000,1.436944,0.031674,0.01
0.6,88000,1.466944,0.044254,0.01
0.6,88000,1.496944,0.055417,0.01
0.6,88000,1.526944,0.065386,0.01
0.6,88000,1.572056,0.078516,0.01
0.6,88000,1.617168,0.089809,0.01
0.6,88000,1.662281,0.099609,0.081075
0.6,88000,1.707393,0.108174,0.158257
0.6,88000,1.752505,0.115703,0.222898
0.6,88000,1.797617,0.122353,0.277472
0.6,88000,1.856263,0.129886,0.336399
0.6,88000,1.932502,0.138121,0.397205
0.6,88000,2.031613,0.146723,0.456473
0.6,88000,2.160458,0.155177,0.510026
0.6,88000,2.327956,0.1628,0.553261
0.6,88000,2.545704,0.168808,0.581607
0.6,88000,2.828775,0.17252,0.59122
0.6,88000,3.196769,0.173927,0.580295
0.6,88000,3.67516,0.175226,0.551823
0.6,88000,4,0.177672,0.532776
0.8,18000,1.013928,0.001001,0.01
0.8,18000,1.020145,0.027825,0.01
0.8,18000,1.026362,0.045231,0.327139
0.8,18000,1.032579,0.058214,0.518096
0.8,18000,1.038796,0.068672,0.614469
0.8,18000,1.045012,0.0775,0.664697
0.8,18000,1.051229,0.085189,0.690322
0.8,18000,1.057446,0.092033,0.702009
0.8,18000,1.063663,0.098223,0.705471
0.8,18000,1.06988,0.103889,0.703947
0.8,18000,1.076097,0.109125,0.699363
0.8,18000,1.084178,0.115398,0.690719
0.8,18000,1.094685,0.122817,0.677164
0.8,18000,1.108343,0.131468,0.658201
0.8,18000,1.126099,0.141406,0.633836
0.8,18000,1.149182,0.152638,0.604632
0.8,18000,1.179189,0.165098,0.571629
0.8,18000,1.218199,0.178614,0.536134
0.8,18000,1.268912,0.192859,0.499158
0.8,18000,1.334838,0.207295,0.461681
0.8,18000,1.420542,0.221116,0.424413
0.8,18000,1.531958,0.233235,0.387666
0.8,18000,1.676798,0.242386,0.351389
0.8,18000,1.86509,0.247432,0.315322
0.8,18000,2.10987,0.247851,0.279296
0.8,18000,2.428084,0.244125,0.243565
0.8,18000,2.841762,0.237739,0.208946
0.8,18000,3.379544,0.230852,0.176396
0.8,18000,4,0.226289,0.148725
0.8,21684.2,1.020257,0.001,0.01
0.8,21684.2,1.029725,0.034071,0.01
0.8,21684.2,1.039193,0.055149,0.345123
0.8,21684.2,1.048661,0.070713,0.530864
0.8,21684.2,1.058129,0.083154,0.622923
0.8,21684.2,1.067597,0.093589,0.669995
0.8,21684.2,1.077064,0.102623,0.693391
0.8,21684.2,1.086532,0.110618,0.703534
0.8,21684.2,1.096,0.117807,0.705945
0.8,21684.2,1.105468,0.124349,0.70373
0.8,21684.2,1.114936,0.130358,0.698718
0.8,21684.2,1.127244,0.137508,0.689799
0.8,21684.2,1.143245,0.145887,0.676211
0.8,21684.2,1.164046,0.155537,0.657544
0.8,21684.2,1.191087,0.166439,0.633877
0.8,21684.2,1.226241,0.178477,0.605711
0.8,21684.2,1.27194,0.191401,0.573691
0.8,21684.2,1.33135,0.204778,0.538799
0.8,21684.2,1.408582,0.217933,0.501974
0.8,21684.2,1.508984,0.229917,0.463915
0.8,21684.2,1.639507,0.239562,0.424975
0.8,21684.2,1.809187,0.245694,0.385223
0.8,21684.2,2.02977,0.247542,0.344666
0.8,21684.2,2.316529,0.245172,0.30362
0.8,21684.2,2.689315,0.239651,0.262985
0.8,21684.2,3.173937,0.232838,0.224054
0.8,21684.2,3.803946,0.227056,0.187398
0.8,21684.2,4,0.226021,0.177886
0.8,25368.4,1.027824,0.001,0.01
0.8,25368.4,1.040894,0.039317,0.01
0.8,25368.4,1.053964,0.063573,0.34115
0.8,25368.4,1.067035,0.081368,0.52743
0.8,25368.4,1.080105,0.095502,0.620202
0.8,25368.4,1.093175,0.107282,0.668073
0.8,25368.4,1.106245,0.117413,0.692296
0.8,25368.4,1.119315,0.126319,0.703265
0.8,25368.4,1.132385,0.134272,0.706483
0.8,25368.4,1.145455,0.141459,0.705048
0.8,25368.4,1.158525,0.148013,0.700786
0.8,25368.4,1.175516,0.155747,0.692794
0.8,25368.4,1.197605,0.164704,0.680334
0.8,25368.4,1.22632,0.174861,0.662901
0.8,25368.4,1.26365,0.186088,0.640296
0.8,25368.4,1.312178,0.198114,0.612841
0.8,25368.4,1.375265,0.210469,0.581169
0.8,25368.4,1.457278,0.222442,0.546029
0.8,25368.4,1.563895,0.233069,0.508079
0.8,25368.4,1.702497,0.241215,0.467758
0.8,25368.4,1.882679,0.245827,0.425317
0.8,25368.4,2.116917,0.246341,0.381068
0.8,25368.4,2.421425,0.243047,0.335741
0.8,25368.4,2.817286,0.237159,0.290694
0.8,25368.4,3.331906,0.230584,0.247467
0.8,25368.4,4,0.225653,0.206248
0.8,29052.6,1.036666,0.001,0.01
0.8,29052.6,1.054435,0.045281,0.01
0.8,29052.6,1.072204,0.07289,0.350502
0.8,29052.6,1.089973,0.092938,0.533443
0.8,29052.6,1.107741,0.10872,0.623823
0.8,29052.6,1.12551,0.121759,0.670186
0.8,29052.6,1.143279,0.132877,0.69354
0.8,29052.6,1.161048,0.142563,0.704077
0.8,29052.6,1.178817,0.151133,0.707164
0.8,29052.6,1.196586,0.158804,0.705802
0.8,29052.6,1.214355,0.165728,0.701717
0.8,29052.6,1.237454,0.173801,0.69394
0.8,29052.6,1.267483,0.182999,0.681656
0.8,29052.6,1.306522,0.193191,0.664312
0.8,29052.6,1.357271,0.204096,0.641708
0.8,29052.6,1.423246,0.215234,0.613993
0.8,29052.6,1.509013,0.225889,0.581554
0.8,29052.6,1.62051,0.235115,0.54485
0.8,29052.6,1.765456,0.241848,0.504291
0.8,29052.6,1.953885,0.245166,0.460264
0.8,29052.6,2.198844,0.244677,0.413366
0.8,29052.6,2.517291,0.24081,0.364734
0.8,29052.6,2.931271,0.234839,0.316129
0.8,29052.6,3.469445,0.228663,0.269233
0.8,29052.6,4,0.225169,0.233653
0.8,32736.8,1.046826,0.001,0.01
0.8,32736.8,1.076826,0.061232,0.106411
0.8,32736.8,1.106826,0.095343,0.476198
0.8,32736.8,1.136826,0.119064,0.616729
0.8,32736.8,1.166826,0.137213,0.675698
0.8,32736.8,1.196826,0.151847,0.699879
0.8,32736.8,1.21999,0.161433,0.706675
0.8,32736.8,1.243155,0.169863,0.707598
0.8,32736.8,1.26632,0.177347,0.704924
0.8,32736.8,1.289484,0.184038,0.700016
0.8,32736.8,1.312649,0.19005,0.693717
0.8,32736.8,1.335813,0.195475,0.686564
0.8,32736.8,1.365927,0.201766,0.676544
0.8,32736.8,1.405076,0.208843,0.662981
0.8,32736.8,1.455968,0.216498,0.645265
0.8,32736.8,1.522129,0.224346,0.62292
0.8,32736.8,1.608137,0.231803,0.595642
0.8,32736.8,1.719948,0.238096,0.563304
0.8,32736.8,1.865303,0.242371,0.525948
0.8,32736.8,2.054264,0.243911,0.483855
0.8,32736.8,2.299913,0.242429,0.43773
0.8,32736.8,2.619256,0.238306,0.38892
0.8,32736.8,3.034403,0.23263,0.339356
0.8,32736.8,3.574094,0.227076,0.290698
0.8,32736.8,4,0.224553,0.259942
0.8,36421.1,1.058354,0.001,0.01
0.8,36421.1,1.088354,0.057149,0.01
0.8,36421.1,1.118354,0.091035,0.365259
0.8,36421.1,1.148354,0.115049,0.542042
0.8,36421.1,1.178354,0.133526,0.628483
0.8,36421.1,1.208354,0.148441,0.672673
0.8,36421.1,1.231725,0.158287,0.691242
0.8,36421.1,1.255096,0.16693,0.701438
0.8,36421.1,1.278468,0.174588,0.706164
0.8,36421.1,1.301839,0.181421,0.70723
0.8,36421.1,1.32521,0.187551,0.705804
0.8,36421.1,1.348582,0.193073,0.70266
0.8,36421.1,1.378964,0.199466,0.696847
0.8,36421.1,1.418462,0.206644,0.687475
0.8,36421.1,1.469809,0.214389,0.67367
0.8,36421.1,1.53656,0.222312,0.654679
0.8,36421.1,1.623336,0.229824,0.629942
0.8,36421.1,1.736145,0.236157,0.599137
0.8,36421.1,1.882796,0.240468,0.562199
0.8,36421.1,2.073443,0.242063,0.519405
0.8,36421.1,2.321284,0.24068,0.471564
0.8,36421.1,2.643478,0.236714,0.420232
0.8,36421.1,3.06233,0.231255,0.367602
0.8,36421.1,3.606837,0.225975,0.315512
0.8,36421.1,4,0.223791,0.284956
0.8,40105.3,1.071308,0.001,0.01
0.8,40105.3,1.101308,0.053185,0.01
0.8,40105.3,1.131308,0.086494,0.248912
0.8,40105.3,1.161308,0.1106,0.453921
0.8,40105.3,1.191308,0.129305,0.564826
0.8,40105.3,1.221308,0.144453,0.628219
0.8,40105.3,1.251255,0.157049,0.66516
0.8,40105.3,1.281201,0.167744,0.686529
0.8,40105.3,1.311148,0.176946,0.698233
0.8,40105.3,1.341094,0.18494,0.703711
0.8,40105.3,1.371041,0.191932,0.705066
0.8,40105.3,1.400987,0.198076,0.703632
0.8,40105.3,1.439918,0.204994,0.698995
0.8,40105.3,1.490528,0.212482,0.690048
0.8,40105.3,1.55632,0.220171,0.675733
0.8,40105.3,1.641851,0.227503,0.655164
0.8,40105.3,1.75304,0.233744,0.627718
0.8,40105.3,1.897586,0.238086,0.593107
0.8,40105.3,2.085497,0.239851,0.55149
0.8,40105.3,2.32978,0.238759,0.503668
0.8,40105.3,2.647348,0.235148,0.451289
0.8,40105.3,3.060187,0.230033,0.396727
0.8,40105.3,3.596878,0.225014,0.342055
0.8,40105.3,4,0.222864,0.308538
0.8,43789.5,1.085755,0.001,0.01
0.8,43789.5,1.115755,0.049394,0.01
0.8,43789.5,1.145755,0.081835,0.132203
0.8,43789.5,1.175755,0.105827,0.357328
0.8,43789.5,1.205755,0.124639,0.488742
0.8,43789.5,1.235755,0.139952,0.569582
0.8,43789.5,1.280577,0.158317,0.638951
0.8,43789.5,1.325398,0.172851,0.674758
0.8,43789.5,1.37022,0.184619,0.692436
0.8,43789.5,1.415041,0.194283,0.699659
0.8,43789.5,1.459862,0.202288,0.700557
0.8,43789.5,1.504684,0.208951,0.697496
0.8,43789.5,1.562951,0.215986,0.689866
0.8,43789.5,1.6387,0.222958,0.676417
0.8,43789.5,1.737172,0.229253,0.656067
0.8,43789.5,1.865186,0.234135,0.628049
0.8,43789.5,2.031605,0.236893,0.592053
0.8,43789.5,2.247949,0.237066,0.548429
0.8,43789.5,2.529197,0.234684,0.498411
0.8,43789.5,2.894819,0.230408,0.444181
0.8,43789.5,3.370127,0.225515,0.388259
0.8,43789.5,3.988028,0.2218,0.331517
0.8,43789.5,4,0.221759,0.330529
0.8,47473.7,1.101772,0.001,0.01
0.8,47473.7,1.131772,0.045803,0.01
0.8,47473.7,1.161772,0.077146,0.018579
0.8,47473.7,1.191772,0.100831,0.256333
0.8,47473.7,1.221772,0.119618,0.403857
0.8,47473.7,1.251772,0.135011,0.499795
0.8,47473.7,1.304814,0.1565,0.599466
0.8,47473.7,1.357856,0.172925,0.651053
0.8,47473.7,1.410898,0.185824,0.677581
0.8,47473.7,1.46394,0.196112,0.689976
0.8,47473.7,1.516982,0.204391,0.69393
0.8,47473.7,1.570025,0.211079,0.692628
0.8,47473.7,1.638979,0.217891,0.686086
0.8,47473.7,1.728621,0.2243,0.67285
0.8,47473.7,1.845154,0.229635,0.651709
0.8,47473.7,1.996648,0.23319,0.621889
0.8,47473.7,2.19359,0.234409,0.583289
0.8,47473.7,2.449615,0.233128,0.536731
0.8,47473.7,2.782446,0.229749,0.484114
0.8,47473.7,3.215128,0.225291,0.428075
0.8,47473.7,3.777614,0.221328,0.370483
0.8,47473.7,4,0.22046,0.350769
0.8,51157.9,1.119442,0.001,0.01
0.8,51157.9,1.149442,0.042424,0.01
0.8,51157.9,1.179442,0.072498,0.01
0.8,51157.9,1.209442,0.095698,0.154112
0.8,51157.9,1.239442,0.114327,0.313358
0.8,51157.9,1.269442,0.129707,0.421709
0.8,51157.9,1.318408,0.149849,0.534016
0.8,51157.9,1.367375,0.165599,0.599905
0.8,51157.9,1.416341,0.178196,0.639392
0.8,51157.9,1.465307,0.188413,0.662855
0.8,51157.9,1.514273,0.196773,0.676107
0.8,51157.9,1.563239,0.203646,0.6826
0.8,51157.9,1.626895,0.210802,0.684376
0.8,51157.9,1.709648,0.217763,0.679605
0.8,51157.9,1.817227,0.22389,0.666629
0.8,51157.9,1.957079,0.228471,0.644208
0.8,51157.9,2.138887,0.230874,0.611792
0.8,51157.9,2.375237,0.230785,0.5698
0.8,51157.9,2.682492,0.228405,0.519845
0.8,51157.9,3.081924,0.22455,0.464579
0.8,51157.9,3.601186,0.220616,0.406557
0.8,51157.9,4,0.218949,0.369102
0.8,54842.1,1.138865,0.001,0.01
0.8,54842.1,1.168865,0.039255,0.01
0.8,54842.1,1.198865,0.06794,0.01
0.8,54842.1,1.228865,0.090503,0.053047
0.8,54842.1,1.258865,0.108847,0.219936
0.8,54842.1,1.288865,0.124116,0.337897
0.8,54842.1,1.359631,0.151745,0.505548
0.8,54842.1,1.430396,0.171522,0.591158
0.8,54842.1,1.501162,0.186158,0.636348
0.8,54842.1,1.571928,0.197176,0.659496
0.8,54842.1,1.642693,0.205531,0.669737
0.8,54842.1,1.713459,0.211871,0.672028
0.8,54842.1,1.805454,0.217846,0.667705
0.8,54842.1,1.925048,0.222845,0.654977
0.8,54842.1,2.080521,0.226234,0.632517
0.8,54842.1,2.282634,0.227531,0.599808
0.8,54842.1,2.545382,0.226615,0.55748
0.8,54842.1,2.886955,0.223884,0.507436
0.8,54842.1,3.330999,0.220319,0.452351
0.8,54842.1,3.908256,0.217446,0.393784
0.8,54842.1,4,0.217212,0.385367
0.8,58526.3,1.160149,0.001,0.01
0.8,58526.3,1.190149,0.03629,0.01
0.8,58526.3,1.220149,0.063505,0.01
0.8,58526.3,1.250149,0.085306,0.01
0.8,58526.3,1.280149,0.103247,0.125781
0.8,58526.3,1.310149,0.11831,0.250609
0.8,58526.3,1.370463,0.142315,0.415667
0.8,58526.3,1.430778,0.160411,0.513488
0.8,58526.3,1.491092,0.174398,0.573638
0.8,58526.3,1.551407,0.185371,0.611092
0.8,58526.3,1.611721,0.194052,0.634105
0.8,58526.3,1.672035,0.200948,0.64754
0.8,58526.3,1.750444,0.207839,0.655515
0.8,58526.3,1.852375,0.214168,0.655712
0.8,58526.3,1.984886,0.21928,0.646096
0.8,58526.3,2.15715,0.222556,0.6253
0.8,58526.3,2.381094,0.223609,0.593024
0.8,58526.3,2.67222,0.222487,0.550347
0.8,58526.3,3.050684,0.219801,0.499683
0.8,58526.3,3.542687,0.216743,0.443791
0.8,58526.3,4,0.215233,0.399407
0.8,62210.5,1.183418,0.001,0.01
0.8,62210.5,1.213418,0.033518,0.01
0.8,62210.5,1.243418,0.05922,0.01
0.8,62210.5,1.273418,0.080155,0.01
0.8,62210.5,1.303418,0.097591,0.032628
0.8,62210.5,1.333418,0.112355,0.161763
0.8,62210.5,1.423087,0.145467,0.398573
0.8,62210.5,1.512756,0.167847,0.518106
0.8,62210.5,1.602426,0.183541,0.581806
0.8,62210.5,1.692095,0.194734,0.615644
0.8,62210.5,1.781765,0.202758,0.632198
0.8,62210.5,1.871434,0.208491,0.638191
0.8,62210.5,1.988004,0.213497,0.636364
0.8,62210.5,2.139545,0.217205,0.624727
0.8,62210.5,2.336549,0.219151,0.602064
0.8,62210.5,2.592654,0.219161,0.568371
0.8,62210.5,2.92559,0.217517,0.525067
0.8,62210.5,3.358407,0.215041,0.474556
0.8,62210.5,3.921069,0.213108,0.418359
0.8,62210.5,4,0.212997,0.411063
0.8,65894.7,1.208811,0.001,0.01
0.8,65894.7,1.238811,0.030928,0.01
0.8,65894.7,1.268811,0.055097,0.01
0.8,65894.7,1.298811,0.07509,0.01
