Vane,RPM corr [1/min],ER [ - ],M corr [kg/s],eta [fraction]
0,84410.3,1.816179,0.028217,0.01
0,84410.3,2.038483,0.03145,0.016398
0,84410.3,2.260786,0.03364,0.190847
0,84410.3,2.48309,0.035175,0.303536
0,84410.3,2.705393,0.036265,0.381427
0,84410.3,2.994388,0.037217,0.446799
0,84410.3,3,0.037231,0.447715
0,86205.1,1.231714,0.001,0.01
0,86205.1,1.261714,0.004399,0.01
0,86205.1,1.291714,0.007249,0.01
0,86205.1,1.321714,0.009688,0.01
0,86205.1,1.351714,0.011809,0.01
0,86205.1,1.381714,0.013676,0.01
0,86205.1,1.524198,0.020249,0.01
0,86205.1,1.666682,0.024577,0.01
0,86205.1,1.809166,0.027664,0.01
0,86205.1,1.951649,0.02997,0.01
0,86205.1,2.094133,0.031746,0.015524
0,86205.1,2.236617,0.03314,0.131093
0,86205.1,2.421846,0.034538,0.240107
0,86205.1,2.662643,0.03585,0.339238
0,86205.1,2.97568,0.036966,0.421057
0,86205.1,3,0.037031,0.425561
0,88000,1.24213,0.001,0.01
0,88000,1.27213,0.004312,0.01
0,88000,1.30213,0.007105,0.01
0,88000,1.33213,0.009507,0.01
0,88000,1.36213,0.011602,0.01
0,88000,1.39213,0.013452,0.01
0,88000,1.611864,0.022535,0.01
0,88000,1.831598,0.027638,0.01
0,88000,2.051331,0.030904,0.01
0,88000,2.271065,0.033131,0.108831
0,88000,2.490799,0.034701,0.236031
0,88000,2.710533,0.035823,0.324682
0,88000,2.996186,0.036813,0.400898
0,88000,3,0.036824,0.401659
0.2,18000,1.012319,0.001,0.01
0.2,18000,1.013858,0.004134,0.01
0.2,18000,1.015397,0.006768,0.01
0.2,18000,1.016935,0.009034,0.01
0.2,18000,1.018474,0.011018,0.01
0.2,18000,1.020013,0.012781,0.01
0.2,18000,1.021551,0.014369,0.01
0.2,18000,1.02309,0.015812,0.098789
0.2,18000,1.024629,0.017136,0.188366
0.2,18000,1.026167,0.01836,0.263539
0.2,18000,1.027706,0.019498,0.327115
0.2,18000,1.029706,0.02087,0.395908
0.2,18000,1.032307,0.022501,0.467161
0.2,18000,1.035687,0.024413,0.537179
0.2,18000,1.040082,0.026626,0.601718
0.2,18000,1.045795,0.029155,0.656595
0.2,18000,1.053222,0.032015,0.698379
0.2,18000,1.062877,0.035221,0.72494
0.2,18000,1.075428,0.038787,0.735719
0.2,18000,1.091745,0.042727,0.731635
0.2,18000,1.112957,0.047052,0.714735
0.2,18000,1.140533,0.051766,0.687717
0.2,18000,1.176381,0.056858,0.653475
0.2,18000,1.222984,0.062299,0.614646
0.2,18000,1.283567,0.068031,0.573147
0.2,18000,1.362326,0.073966,0.531135
0.2,18000,1.464712,0.079977,0.490246
0.2,18000,1.597814,0.085902,0.451701
0.2,18000,1.770846,0.091546,0.416475
0.2,18000,1.995789,0.0967,0.385481
0.2,18000,2.288213,0.101164,0.359777
0.2,18000,2.668366,0.104777,0.340575
0.2,18000,3.162564,0.107428,0.327685
0.2,18000,3.805022,0.109049,0.31544
0.2,18000,4,0.109292,0.311558
0.2,21684.2,1.017812,0.001,0.01
0.2,21684.2,1.020037,0.00474,0.01
0.2,21684.2,1.022263,0.007879,0.01
0.2,21684.2,1.024488,0.010573,0.01
0.2,21684.2,1.026713,0.012929,0.01
0.2,21684.2,1.028939,0.01502,0.01
0.2,21684.2,1.031164,0.016899,0.01
0.2,21684.2,1.033389,0.018604,0.087628
0.2,21684.2,1.035614,0.020166,0.178134
0.2,21684.2,1.03784,0.021608,0.254132
0.2,21684.2,1.040065,0.022946,0.318448
0.2,21684.2,1.042958,0.024557,0.388097
0.2,21684.2,1.046719,0.026467,0.460321
0.2,21684.2,1.051607,0.028701,0.531418
0.2,21684.2,1.057963,0.031277,0.597131
0.2,21684.2,1.066225,0.034209,0.653265
0.2,21684.2,1.076966,0.037507,0.696372
0.2,21684.2,1.09093,0.04118,0.724318
0.2,21684.2,1.109082,0.045233,0.736539
0.2,21684.2,1.13268,0.049671,0.733959
0.2,21684.2,1.163357,0.054486,0.718631
0.2,21684.2,1.203238,0.059662,0.693261
0.2,21684.2,1.255083,0.065159,0.660286
0.2,21684.2,1.322481,0.070911,0.622443
0.2,21684.2,1.410098,0.076817,0.582335
0.2,21684.2,1.524001,0.082739,0.542061
0.2,21684.2,1.672075,0.088504,0.503326
0.2,21684.2,1.864571,0.09391,0.467592
0.2,21684.2,2.114815,0.098753,0.436288
0.2,21684.2,2.440133,0.102845,0.411019
0.2,21684.2,2.863046,0.106045,0.393148
0.2,21684.2,3.412833,0.108261,0.380306
0.2,21684.2,4,0.109314,0.367236
0.2,25368.4,1.02434,0.001,0.01
0.2,25368.4,1.027381,0.005329,0.01
0.2,25368.4,1.030422,0.008956,0.01
0.2,25368.4,1.033463,0.012065,0.01
0.2,25368.4,1.036504,0.014779,0.01
0.2,25368.4,1.039545,0.017184,0.01
0.2,25368.4,1.042587,0.019341,0.01
0.2,25368.4,1.045628,0.021297,0.078386
0.2,25368.4,1.048669,0.023084,0.169553
0.2,25368.4,1.05171,0.024732,0.246151
0.2,25368.4,1.054751,0.02626,0.311017
0.2,25368.4,1.058705,0.028094,0.381318
0.2,25368.4,1.063845,0.030266,0.454303
0.2,25368.4,1.070526,0.032798,0.526273
0.2,25368.4,1.079212,0.035708,0.592973
0.2,25368.4,1.090504,0.039005,0.650207
0.2,25368.4,1.105183,0.042694,0.694528
0.2,25368.4,1.124266,0.046774,0.723799
0.2,25368.4,1.149074,0.05124,0.737459
0.2,25368.4,1.181324,0.05608,0.736432
0.2,25368.4,1.22325,0.061267,0.722648
0.2,25368.4,1.277753,0.066758,0.698348
0.2,25368.4,1.348607,0.07248,0.666623
0.2,25368.4,1.440717,0.07833,0.630386
0.2,25368.4,1.56046,0.084165,0.592209
0.2,25368.4,1.716126,0.08981,0.554319
0.2,25368.4,1.918492,0.095064,0.518708
0.2,25368.4,2.181568,0.099725,0.487349
0.2,25368.4,2.523566,0.103614,0.462369
0.2,25368.4,2.968164,0.106601,0.445133
0.2,25368.4,3.546141,0.108599,0.431399
0.2,25368.4,4,0.109324,0.419976
0.2,29052.6,1.031916,0.001,0.01
0.2,29052.6,1.035904,0.005901,0.01
0.2,29052.6,1.039893,0.01,0.01
0.2,29052.6,1.043881,0.013509,0.01
0.2,29052.6,1.047869,0.016567,0.01
0.2,29052.6,1.051858,0.019273,0.01
0.2,29052.6,1.055846,0.021696,0.01
0.2,29052.6,1.059834,0.023888,0.070169
0.2,29052.6,1.063822,0.02589,0.161832
0.2,29052.6,1.067811,0.027732,0.238893
0.2,29052.6,1.071799,0.029438,0.304194
0.2,29052.6,1.076984,0.031482,0.375026
0.2,29052.6,1.083724,0.033897,0.448649
0.2,29052.6,1.092486,0.036704,0.521378
0.2,29052.6,1.103877,0.039919,0.588968
0.2,29052.6,1.118685,0.043545,0.647232
0.2,29052.6,1.137936,0.047578,0.692728
0.2,29052.6,1.162962,0.052008,0.723327
0.2,29052.6,1.195496,0.056814,0.738466
0.2,29052.6,1.237789,0.061965,0.738779
0.2,29052.6,1.292771,0.067412,0.726058
0.2,29052.6,1.364247,0.073082,0.703171
0.2,29052.6,1.457167,0.07887,0.673155
0.2,29052.6,1.577962,0.084637,0.638951
0.2,29052.6,1.734995,0.090209,0.603273
0.2,29052.6,1.939139,0.095388,0.568645
0.2,29052.6,2.204526,0.099977,0.537581
0.2,29052.6,2.549529,0.103798,0.512717
0.2,29052.6,2.998032,0.106723,0.495625
0.2,29052.6,3.581087,0.108664,0.481236
0.2,29052.6,4,0.109316,0.469699
0.2,32736.8,1.04056,0.001,0.01
0.2,32736.8,1.045629,0.006454,0.01
0.2,32736.8,1.050697,0.011011,0.01
0.2,32736.8,1.055766,0.014904,0.01
0.2,32736.8,1.060835,0.018292,0.01
0.2,32736.8,1.065903,0.021285,0.01
0.2,32736.8,1.070972,0.023961,0.01
0.2,32736.8,1.076041,0.026379,0.062499
0.2,32736.8,1.08111,0.028584,0.154546
0.2,32736.8,1.086178,0.030608,0.23198
0.2,32736.8,1.091247,0.03248,0.297643
0.2,32736.8,1.097836,0.03472,0.368929
0.2,32736.8,1.106403,0.03736,0.443117
0.2,32736.8,1.117539,0.04042,0.51654
0.2,32736.8,1.132015,0.04391,0.58497
0.2,32736.8,1.150835,0.047829,0.644236
0.2,32736.8,1.175301,0.052162,0.690909
0.2,32736.8,1.207107,0.056885,0.722851
0.2,32736.8,1.248454,0.061961,0.739111
0.2,32736.8,1.302205,0.067338,0.740543
0.2,32736.8,1.372082,0.072942,0.729283
0.2,32736.8,1.462922,0.078671,0.708135
0.2,32736.8,1.581014,0.084388,0.680178
0.2,32736.8,1.734533,0.089927,0.648491
0.2,32736.8,1.934108,0.095094,0.616069
0.2,32736.8,2.193555,0.099695,0.58593
0.2,32736.8,2.530837,0.103551,0.561222
0.2,32736.8,2.969304,0.106527,0.544062
0.2,32736.8,3.53931,0.108534,0.52975
0.2,32736.8,4,0.109284,0.516322
0.2,36421.1,1.05029,0.001,0.01
0.2,36421.1,1.056575,0.00699,0.01
0.2,36421.1,1.06286,0.011987,0.01
0.2,36421.1,1.069145,0.01625,0.01
0.2,36421.1,1.07543,0.019954,0.01
0.2,36421.1,1.081715,0.023221,0.01
0.2,36421.1,1.088,0.026137,0.01
0.2,36421.1,1.094285,0.028769,0.05509
0.2,36421.1,1.10057,0.031163,0.147444
0.2,36421.1,1.106855,0.03336,0.225191
0.2,36421.1,1.11314,0.035387,0.291167
0.2,36421.1,1.121311,0.037808,0.362858
0.2,36421.1,1.131933,0.040655,0.437566
0.2,36421.1,1.145741,0.043945,0.511646
0.2,36421.1,1.163691,0.047684,0.580895
0.2,36421.1,1.187027,0.051861,0.64116
0.2,36421.1,1.217364,0.05645,0.68896
0.2,36421.1,1.256801,0.061412,0.721846
0.2,36421.1,1.30807,0.066693,0.739249
0.2,36421.1,1.37472,0.072216,0.742117
0.2,36421.1,1.461364,0.077884,0.732565
0.2,36421.1,1.574002,0.083565,0.71344
0.2,36421.1,1.720431,0.089099,0.687943
0.2,36421.1,1.910788,0.0943,0.6594
0.2,36421.1,2.158253,0.098973,0.631249
0.2,36421.1,2.479958,0.10294,0.607111
0.2,36421.1,2.898174,0.106055,0.589895
0.2,36421.1,3.441854,0.10822,0.57638
0.2,36421.1,4,0.109223,0.559764
0.2,40105.3,1.061129,0.001,0.01
0.2,40105.3,1.068769,0.007508,0.01
0.2,40105.3,1.076409,0.012928,0.01
0.2,40105.3,1.084049,0.017546,0.01
0.2,40105.3,1.091689,0.021552,0.01
0.2,40105.3,1.099329,0.02508,0.01
0.2,40105.3,1.106969,0.028224,0.01
0.2,40105.3,1.114609,0.031056,0.047768
0.2,40105.3,1.122249,0.03363,0.140375
0.2,40105.3,1.129889,0.035986,0.21839
0.2,40105.3,1.137529,0.038158,0.284646
0.2,40105.3,1.147461,0.040747,0.356711
0.2,40105.3,1.160372,0.043783,0.431911
0.2,40105.3,1.177157,0.047282,0.50663
0.2,40105.3,1.198978,0.051241,0.576692
0.2,40105.3,1.227344,0.055642,0.637824
0.2,40105.3,1.264221,0.060445,0.686445
0.2,40105.3,1.31216,0.065596,0.720416
0.2,40105.3,1.374481,0.071019,0.739171
0.2,40105.3,1.455499,0.076617,0.743663
0.2,40105.3,1.560822,0.082264,0.736045
0.2,40105.3,1.697742,0.087809,0.719266
0.2,40105.3,1.875738,0.093072,0.696731
0.2,40105.3,2.107133,0.097861,0.672143
0.2,40105.3,2.407946,0.101991,0.649499
0.2,40105.3,2.799003,0.10531,0.632507
0.2,40105.3,3.307377,0.107706,0.620204
0.2,40105.3,3.968263,0.109094,0.601051
0.2,40105.3,4,0.109128,0.599943
0.2,43789.5,1.073102,0.001,0.01
0.2,43789.5,1.082239,0.008007,0.01
0.2,43789.5,1.091375,0.013835,0.01
0.2,43789.5,1.100512,0.018793,0.01
0.2,43789.5,1.109649,0.023087,0.01
0.2,43789.5,1.118785,0.026861,0.01
0.2,43789.5,1.127922,0.030221,0.01
0.2,43789.5,1.137058,0.033242,0.04042
0.2,43789.5,1.146195,0.035983,0.133239
0.2,43789.5,1.155331,0.038488,0.211493
0.2,43789.5,1.164468,0.040793,0.278005
0.2,43789.5,1.176345,0.043536,0.350423
0.2,43789.5,1.191786,0.046745,0.426099
0.2,43789.5,1.211859,0.050431,0.501424
0.2,43789.5,1.237954,0.054584,0.572104
0.2,43789.5,1.271877,0.059176,0.633957
0.2,43789.5,1.315978,0.064153,0.683548
0.2,43789.5,1.373308,0.069444,0.718741
0.2,43789.5,1.447838,0.074952,0.738988
0.2,43789.5,1.544727,0.080559,0.74528
0.2,43789.5,1.670682,0.086116,0.739849
0.2,43789.5,1.834423,0.091453,0.725807
0.2,43789.5,2.047287,0.09638,0.706865
0.2,43789.5,2.324011,0.100711,0.687214
0.2,43789.5,2.683751,0.10428,0.671179
0.2,43789.5,3.151414,0.106962,0.660189
0.2,43789.5,3.759375,0.108662,0.645046
0.2,43789.5,4,0.108994,0.636778
0.2,47473.7,1.086236,0.001,0.01
0.2,47473.7,1.097014,0.008488,0.01
0.2,47473.7,1.107792,0.014707,0.01
0.2,47473.7,1.118571,0.019989,0.01
0.2,47473.7,1.129349,0.024556,0.01
0.2,47473.7,1.140127,0.028566,0.01
0.2,47473.7,1.150905,0.032128,0.01
0.2,47473.7,1.161684,0.035326,0.032973
0.2,47473.7,1.172462,0.038223,0.125974
0.2,47473.7,1.18324,0.040866,0.204443
0.2,47473.7,1.194018,0.043294,0.271197
0.2,47473.7,1.20803,0.046177,0.343945
0.2,47473.7,1.226245,0.049542,0.420009
0.2,47473.7,1.249925,0.053393,0.495775
0.2,47473.7,1.280709,0.057715,0.567065
0.2,47473.7,1.320728,0.062467,0.629738
0.2,47473.7,1.372753,0.06758,0.680385
0.2,47473.7,1.440384,0.072966,0.7169
0.2,47473.7,1.528306,0.078507,0.738773
0.2,47473.7,1.642604,0.084065,0.747057
0.2,47473.7,1.791191,0.089472,0.744111
0.2,47473.7,1.984355,0.094545,0.733284
0.2,47473.7,2.235468,0.099094,0.718691
0.2,47473.7,2.561914,0.102943,0.704959
0.2,47473.7,2.986295,0.105952,0.695428
0.2,47473.7,3.537989,0.108012,0.684945
0.2,47473.7,4,0.108815,0.670188
0.2,51157.9,1.10056,0.001,0.01
0.2,51157.9,1.113129,0.008951,0.01
0.2,51157.9,1.125697,0.015543,0.01
0.2,51157.9,1.138266,0.021135,0.01
0.2,51157.9,1.150835,0.025962,0.01
0.2,51157.9,1.163404,0.030192,0.01
0.2,51157.9,1.175972,0.033945,0.01
0.2,51157.9,1.188541,0.037308,0.02538
0.2,51157.9,1.20111,0.040349,0.118539
0.2,51157.9,1.213679,0.04312,0.197194
0.2,51157.9,1.226247,0.04566,0.264135
0.2,51157.9,1.242587,0.048671,0.337117
0.2,51157.9,1.263828,0.052174,0.413515
0.2,51157.9,1.291441,0.056172,0.489755
0.2,51157.9,1.327339,0.060638,0.561698
0.2,51157.9,1.374006,0.065518,0.62524
0.2,51157.9,1.434673,0.070732,0.677011
0.2,51157.9,1.51354,0.076171,0.714945
0.2,51157.9,1.616067,0.0817,0.738587
0.2,51157.9,1.749352,0.087158,0.749085
0.2,51157.9,1.922623,0.092367,0.748977
0.2,51157.9,2.147875,0.097136,0.74193
0.2,51157.9,2.440703,0.10128,0.732494
0.2,51157.9,2.821379,0.104641,0.725124
0.2,51157.9,3.316258,0.107096,0.719025
0.2,51157.9,3.9596,0.108539,0.70161
0.2,51157.9,4,0.108586,0.70009
0.2,54842.1,1.116106,0.001,0.01
0.2,54842.1,1.130618,0.009394,0.01
0.2,54842.1,1.14513,0.016345,0.01
0.2,54842.1,1.159642,0.02223,0.01
0.2,54842.1,1.174154,0.027303,0.01
0.2,54842.1,1.188666,0.031742,0.01
0.2,54842.1,1.203179,0.035673,0.01
0.2,54842.1,1.217691,0.039189,0.017608
0.2,54842.1,1.232203,0.042364,0.110874
0.2,54842.1,1.246715,0.04525,0.189658
0.2,54842.1,1.261227,0.047893,0.256751
0.2,54842.1,1.280092,0.051018,0.329962
0.2,54842.1,1.304618,0.054645,0.4067
0.2,54842.1,1.336501,0.058769,0.483429
0.2,54842.1,1.377949,0.063355,0.556049
0.2,54842.1,1.431831,0.068336,0.620503
0.2,54842.1,1.501878,0.073617,0.673464
0.2,54842.1,1.592939,0.079071,0.712919
0.2,54842.1,1.711318,0.084545,0.738488
0.2,54842.1,1.865211,0.089864,0.751455
0.2,54842.1,2.065272,0.094837,0.754598
0.2,54842.1,2.325351,0.099273,0.751957
0.2,54842.1,2.663454,0.102999,0.748293
0.2,54842.1,3.102988,0.105872,0.746084
0.2,54842.1,3.674382,0.107776,0.737187
0.2,54842.1,4,0.108302,0.726404
0.2,58526.3,1.13291,0.001,0.01
0.2,58526.3,1.149522,0.009819,0.01
0.2,58526.3,1.166135,0.017111,0.01
0.2,58526.3,1.182747,0.023275,0.01
0.2,58526.3,1.19936,0.02858,0.01
0.2,58526.3,1.215972,0.033214,0.01
0.2,58526.3,1.232585,0.037311,0.01
0.2,58526.3,1.249197,0.04097,0.01
0.2,58526.3,1.26581,0.044266,0.102964
0.2,58526.3,1.282422,0.047259,0.181854
0.2,58526.3,1.299035,0.049993,0.249086
0.2,58526.3,1.320631,0.05322,0.32252
0.2,58526.3,1.348706,0.056955,0.399597
0.2,58526.3,1.385204,0.061187,0.476823
0.2,58526.3,1.432651,0.06587,0.550145
0.2,58526.3,1.494332,0.070926,0.615552
0.2,58526.3,1.574517,0.076243,0.669772
0.2,58526.3,1.678758,0.081678,0.710858
0.2,58526.3,1.814272,0.087061,0.738535
0.2,58526.3,1.990439,0.092205,0.754264
0.2,58526.3,2.219457,0.096914,0.761117
0.2,58526.3,2.517179,0.101,0.76346
0.2,58526.3,2.904219,0.104302,0.765421
0.2,58526.3,3.407371,0.106685,0.764454
0.2,58526.3,4,0.107956,0.749048
0.2,62210.5,1.151008,0.001,0.01
0.2,62210.5,1.169883,0.010225,0.01
0.2,62210.5,1.188758,0.017841,0.01
0.2,62210.5,1.207633,0.024269,0.01
0.2,62210.5,1.226507,0.029793,0.01
0.2,62210.5,1.245382,0.034609,0.01
0.2,62210.5,1.264257,0.03886,0.01
0.2,62210.5,1.283132,0.04265,0.01
0.2,62210.5,1.302007,0.046058,0.094819
0.2,62210.5,1.320881,0.049146,0.173795
0.2,62210.5,1.339756,0.051963,0.241157
0.2,62210.5,1.364293,0.055279,0.314806
0.2,62210.5,1.396192,0.059108,0.392222
0.2,62210.5,1.43766,0.063428,0.469954
0.2,62210.5,1.491568,0.068187,0.544
0.2,62210.5,1.561649,0.073292,0.610404
0.2,62210.5,1.652754,0.078617,0.665956
0.2,62210.5,1.771191,0.084002,0.708796
0.2,62210.5,1.925158,0.089265,0.738782
0.2,62210.5,2.125316,0.094207,0.757596
0.2,62210.5,2.385521,0.098631,0.768623
0.2,62210.5,2.723788,0.102356,0.776223
0.2,62210.5,3.163535,0.105228,0.782013
0.2,62210.5,3.735205,0.107113,0.776417
0.2,62210.5,4,0.107545,0.767941
0.2,65894.7,1.170441,0.001,0.01
0.2,65894.7,1.200441,0.014022,0.01
0.2,65894.7,1.230441,0.024066,0.01
0.2,65894.7,1.260441,0.03212,0.01
0.2,65894.7,1.290441,0.038769,0.01
0.2,65894.7,1.320441,0.044381,0.01
0.2,65894.7,1.341745,0.047876,0.089933
0.2,65894.7,1.363049,0.051037,0.168459
0.2,65894.7,1.384353,0.053915,0.235516
0.2,65894.7,1.405657,0.05655,0.293201
0.2,65894.7,1.426961,0.058974,0.343151
0.2,65894.7,1.448265,0.061214,0.386658
0.2,65894.7,1.47596,0.063886,0.435258
0.2,65894.7,1.511963,0.067014,0.487616
0.2,65894.7,1.558768,0.070594,0.541663
0.2,65894.7,1.619614,0.074592,0.594745
0.2,65894.7,1.698714,0.078934,0.643974
0.2,65894.7,1.801544,0.083507,0.686743
0.2,65894.7,1.935224,0.08816,0.721301
0.2,65894.7,2.109006,0.09271,0.747235
0.2,65894.7,2.334924,0.096961,0.765768
0.2,65894.7,2.628617,0.100715,0.779595
0.2,65894.7,3.010417,0.103787,0.790904
0.2,65894.7,3.506758,0.106015,0.794631
0.2,65894.7,4,0.107062,0.783
0.2,69578.9,1.191252,0.001,0.01
0.2,69578.9,1.221252,0.013221,0.01
0.2,69578.9,1.251252,0.022861,0.01
0.2,69578.9,1.281252,0.030712,0.01
0.2,69578.9,1.311252,0.037266,0.01
0.2,69578.9,1.341252,0.042844,0.01
0.2,69578.9,1.365157,0.046739,0.011708
0.2,69578.9,1.389062,0.050237,0.10084
0.2,69578.9,1.412968,0.053401,0.176541
0.2,69578.9,1.436873,0.056279,0.241362
0.2,69578.9,1.460778,0.058912,0.297268
0.2,69578.9,1.484683,0.061332,0.345799
0.2,69578.9,1.51576,0.064203,0.399835
0.2,69578.9,1.55616,0.067541,0.457859
0.2,69578.9,1.60868,0.071331,0.517576
0.2,69578.9,1.676956,0.075525,0.57611
0.2,69578.9,1.765714,0.08003,0.630413
0.2,69578.9,1.881101,0.084714,0.677832
0.2,69578.9,2.031103,0.089408,0.716721
0.2,69578.9,2.226105,0.093918,0.746935
0.2,69578.9,2.479609,0.098038,0.770046
0.2,69578.9,2.809163,0.101571,0.788638
0.2,69578.9,3.237584,0.104336,0.802265
0.2,69578.9,3.794531,0.106159,0.800245
0.2,69578.9,4,0.106503,0.794145
0.2,73263.2,1.213486,0.001,0.01
0.2,73263.2,1.243486,0.012474,0.01
0.2,73263.2,1.273486,0.021705,0.01
0.2,73263.2,1.303486,0.029332,0.01
0.2,73263.2,1.333486,0.035767,0.01
0.2,73263.2,1.363486,0.041289,0.01
0.2,73263.2,1.39017,0.045592,0.01
0.2,73263.2,1.416855,0.049429,0.035427
0.2,73263.2,1.443539,0.052876,0.119594
0.2,73263.2,1.470224,0.055994,0.191355
0.2,73263.2,1.496908,0.058831,0.253022
0.2,73263.2,1.523593,0.061426,0.306388
0.2,73263.2,1.558283,0.064487,0.365634
0.2,73263.2,1.60338,0.068023,0.429064
0.2,73263.2,1.662006,0.072008,0.494174
0.2,73263.2,1.738219,0.076377,0.55789
0.2,73263.2,1.837297,0.081021,0.617036
0.2,73263.2,1.966098,0.085789,0.668948
0.2,73263.2,2.13354,0.090495,0.712118
0.2,73263.2,2.351214,0.094934,0.746678
0.2,73263.2,2.63419,0.098897,0.774403
0.2,73263.2,3.002059,0.102186,0.796931
0.2,73263.2,3.480289,0.104616,0.80937
0.2,73263.2,4,0.105861,0.801294
0.2,76947.4,1.237192,0.001,0.01
0.2,76947.4,1.267192,0.011776,0.01
0.2,76947.4,1.297192,0.020599,0.01
0.2,76947.4,1.327192,0.027986,0.01
0.2,76947.4,1.357192,0.034282,0.01
0.2,76947.4,1.387192,0.039728,0.01
0.2,76947.4,1.41684,0.044442,0.01
0.2,76947.4,1.446488,0.048617,0.01
0.2,76947.4,1.476136,0.052344,0.064875
0.2,76947.4,1.505784,0.055697,0.143321
0.2,76947.4,1.535431,0.058732,0.210508
0.2,76947.4,1.565079,0.061494,0.268488
0.2,76947.4,1.603621,0.064736,0.332689
0.2,76947.4,1.653726,0.068458,0.401242
0.2,76947.4,1.718863,0.072621,0.471451
0.2,76947.4,1.80354,0.077145,0.540073
0.2,76947.4,1.91362,0.081903,0.60383
0.2,76947.4,2.056725,0.086728,0.66008
0.2,76947.4,2.242761,0.091419,0.707479
0.2,76947.4,2.484608,0.095763,0.746396
0.2,76947.4,2.799008,0.099544,0.778463
0.2,76947.4,3.207729,0.102563,0.803047
0.2,76947.4,3.739066,0.104622,0.810082
0.2,76947.4,4,0.105132,0.804366
0.2,80631.6,1.262423,0.001,0.01
0.2,80631.6,1.292423,0.011123,0.01
0.2,80631.6,1.322423,0.019544,0.01
0.2,80631.6,1.352423,0.02668,0.01
0.2,80631.6,1.382423,0.032821,0.01
0.2,80631.6,1.412423,0.038172,0.01
0.2,80631.6,1.445224,0.043298,0.01
0.2,80631.6,1.478026,0.047806,0.01
0.2,80631.6,1.510828,0.051809,0.012478
0.2,80631.6,1.54363,0.05539,0.097309
0.2,80631.6,1.576431,0.058615,0.169745
0.2,80631.6,1.609233,0.061536,0.232096
0.2,80631.6,1.651875,0.064948,0.300975
0.2,80631.6,1.70731,0.068842,0.374354
0.2,80631.6,1.779375,0.073166,0.449363
0.2,80631.6,1.87306,0.077825,0.52261
0.2,80631.6,1.994851,0.082674,0.590749
0.2,80631.6,2.153178,0.087531,0.651186
0.2,80631.6,2.359004,0.092182,0.70274
0.2,80631.6,2.626578,0.096404,0.745898
0.2,80631.6,2.974424,0.099979,0.781489
0.2,80631.6,3.426623,0.102699,0.805116
0.2,80631.6,4,0.10431,0.803278
0.2,84315.8,1.289233,0.001,0.01
0.2,84315.8,1.319233,0.010513,0.01
0.2,84315.8,1.349233,0.018539,0.01
0.2,84315.8,1.379233,0.025417,0.01
0.2,84315.8,1.409233,0.031388,0.01
0.2,84315.8,1.439233,0.036631,0.01
0.2,84315.8,1.475386,0.042164,0.01
0.2,84315.8,1.511539,0.047002,0.01
0.2,84315.8,1.547692,0.051272,0.01
0.2,84315.8,1.583845,0.055072,0.053303
0.2,84315.8,1.619998,0.058479,0.130694
0.2,84315.8,1.656151,0.061551,0.19716
0.2,84315.8,1.70315,0.065122,0.27043
0.2,84315.8,1.764249,0.069173,0.348331
0.2,84315.8,1.843677,0.073641,0.427836
0.2,84315.8,1.946934,0.078414,0.505431
0.2,84315.8,2.081167,0.083332,0.577724
0.2,84315.8,2.255671,0.088196,0.642187
0.2,84315.8,2.482526,0.092782,0.697771
0.2,84315.8,2.777437,0.096859,0.744807
0.2,84315.8,3.160822,0.100201,0.782307
0.2,84315.8,3.659223,0.102581,0.801258
0.2,84315.8,4,0.10339,0.79795
0.2,88000,1.317682,0.001,0.01
0.2,88000,1.347682,0.009943,0.01
0.2,88000,1.377682,0.017583,0.01
0.2,88000,1.407682,0.024198,0.01
0.2,88000,1.437682,0.02999,0.01
0.2,88000,1.467682,0.03511,0.01
0.2,88000,1.507391,0.041046,0.01
0.2,88000,1.5471,0.046204,0.01
0.2,88000,1.58681,0.050733,0.01
0.2,88000,1.626519,0.054744,0.011235
0.2,88000,1.666228,0.058323,0.093275
0.2,88000,1.705937,0.061536,0.163589
0.2,88000,1.757559,0.065254,0.240959
0.2,88000,1.824668,0.069448,0.323076
0.2,88000,1.911909,0.074042,0.406774
0.2,88000,2.025322,0.078909,0.48844
0.2,88000,2.17276,0.083874,0.564658
0.2,88000,2.364429,0.088723,0.632963
0.2,88000,2.613598,0.09322,0.692341
0.2,88000,2.937518,0.097125,0.74248
0.2,88000,3.358614,0.100201,0.779377
0.2,88000,3.90604,0.102186,0.789931
0.2,88000,4,0.102367,0.788301
0.4,18000,1.012534,0.001001,0.01
0.4,18000,1.017425,0.015115,0.01
0.4,18000,1.022317,0.024299,0.321886
0.4,18000,1.027208,0.031098,0.519354
0.4,18000,1.0321,0.036528,0.628274
0.4,18000,1.036991,0.041081,0.690961
0.4,18000,1.041883,0.045027,0.727491
0.4,18000,1.046774,0.048527,0.748348
0.4,18000,1.051666,0.051686,0.759416
0.4,18000,1.056557,0.054576,0.764178
0.4,18000,1.061449,0.057246,0.764792
0.4,18000,1.067807,0.060449,0.761597
0.4,18000,1.076074,0.064246,0.753425
0.4,18000,1.086821,0.068695,0.739391
0.4,18000,1.100791,0.073845,0.7191
0.4,18000,1.118953,0.079738,0.692769
0.4,18000,1.142563,0.086397,0.661211
0.4,18000,1.173257,0.09382,0.6257
0.4,18000,1.213158,0.101967,0.587763
0.4,18000,1.26503,0.110742,0.548969
0.4,18000,1.332463,0.119978,0.510735
0.4,18000,1.420127,0.129411,0.474198
