Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	0.20000	3.9637	0.25229	75.497	125.96	3.6242	0.31287	0.52435	290.37	5.2782	1.8988e-05	0.014853	vapor
-20.000	0.20000	3.8055	0.26278	78.641	131.20	3.6453	0.31280	0.52396	296.33	4.9161	1.9660e-05	0.015377	vapor
-10.000	0.20000	3.6596	0.27326	81.784	136.43	3.6656	0.31273	0.52362	302.17	4.5879	2.0323e-05	0.015895	vapor
0.0000	0.20000	3.5245	0.28373	84.924	141.67	3.6851	0.31268	0.52333	307.90	4.2891	2.0978e-05	0.016405	vapor
10.000	0.20000	3.3991	0.29420	88.062	146.90	3.7039	0.31263	0.52308	313.51	4.0161	2.1624e-05	0.016910	vapor
20.000	0.20000	3.2824	0.30466	91.200	152.13	3.7221	0.31259	0.52285	319.03	3.7657	2.2263e-05	0.017408	vapor
30.000	0.20000	3.1734	0.31512	94.336	157.36	3.7396	0.31256	0.52265	324.45	3.5352	2.2893e-05	0.017900	vapor
40.000	0.20000	3.0715	0.32557	97.471	162.58	3.7566	0.31253	0.52248	329.78	3.3223	2.3516e-05	0.018386	vapor
50.000	0.20000	2.9760	0.33602	100.60	167.81	3.7730	0.31250	0.52232	335.02	3.1253	2.4132e-05	0.018866	vapor
60.000	0.20000	2.8863	0.34647	103.74	173.03	3.7889	0.31248	0.52218	340.18	2.9423	2.4741e-05	0.019341	vapor
70.000	0.20000	2.8018	0.35691	106.87	178.25	3.8043	0.31246	0.52205	345.26	2.7720	2.5343e-05	0.019810	vapor
80.000	0.20000	2.7222	0.36735	110.00	183.47	3.8193	0.31244	0.52194	350.26	2.6131	2.5938e-05	0.020274	vapor
90.000	0.20000	2.6470	0.37779	113.13	188.69	3.8339	0.31242	0.52184	355.20	2.4645	2.6526e-05	0.020733	vapor
100.00	0.20000	2.5758	0.38823	116.26	193.91	3.8481	0.31241	0.52174	360.06	2.3253	2.7108e-05	0.021188	vapor
110.00	0.20000	2.5084	0.39867	119.39	199.13	3.8619	0.31240	0.52166	364.86	2.1946	2.7685e-05	0.021637	vapor
120.00	0.20000	2.4444	0.40910	122.52	204.34	3.8753	0.31238	0.52158	369.60	2.0717	2.8255e-05	0.022082	vapor
130.00	0.20000	2.3836	0.41953	125.65	209.56	3.8884	0.31237	0.52151	374.27	1.9559	2.8819e-05	0.022522	vapor
140.00	0.20000	2.3258	0.42996	128.78	214.77	3.9012	0.31236	0.52144	378.89	1.8466	2.9377e-05	0.022957	vapor
150.00	0.20000	2.2707	0.44039	131.91	219.99	3.9137	0.31236	0.52138	383.45	1.7434	2.9930e-05	0.023389	vapor
160.00	0.20000	2.2182	0.45082	135.04	225.20	3.9258	0.31235	0.52133	387.96	1.6457	3.0478e-05	0.023816	vapor
170.00	0.20000	2.1680	0.46125	138.16	230.41	3.9377	0.31234	0.52128	392.41	1.5531	3.1020e-05	0.024239	vapor
180.00	0.20000	2.1201	0.47168	141.29	235.63	3.9494	0.31233	0.52123	396.81	1.4652	3.1557e-05	0.024658	vapor
190.00	0.20000	2.0743	0.48210	144.42	240.84	3.9608	0.31233	0.52118	401.17	1.3817	3.2090e-05	0.025073	vapor
200.00	0.20000	2.0304	0.49252	147.54	246.05	3.9719	0.31232	0.52114	405.48	1.3023	3.2617e-05	0.025485	vapor
210.00	0.20000	1.9883	0.50295	150.67	251.26	3.9828	0.31232	0.52110	409.74	1.2267	3.3140e-05	0.025892	vapor
220.00	0.20000	1.9479	0.51337	153.80	256.47	3.9935	0.31231	0.52107	413.96	1.1546	3.3658e-05	0.026296	vapor
230.00	0.20000	1.9092	0.52379	156.92	261.68	4.0039	0.31231	0.52104	418.13	1.0858	3.4171e-05	0.026697	vapor
240.00	0.20000	1.8719	0.53421	160.05	266.89	4.0142	0.31230	0.52100	422.26	1.0201	3.4681e-05	0.027094	vapor
250.00	0.20000	1.8361	0.54463	163.17	272.10	4.0242	0.31230	0.52097	426.36	0.95733	3.5185e-05	0.027488	vapor
260.00	0.20000	1.8016	0.55505	166.30	277.31	4.0341	0.31230	0.52095	430.41	0.89721	3.5686e-05	0.027879	vapor
270.00	0.20000	1.7684	0.56547	169.43	282.52	4.0438	0.31229	0.52092	434.43	0.83964	3.6183e-05	0.028266	vapor
280.00	0.20000	1.7364	0.57589	172.55	287.73	4.0533	0.31229	0.52090	438.41	0.78446	3.6675e-05	0.028650	vapor
290.00	0.20000	1.7056	0.58631	175.68	292.94	4.0626	0.31229	0.52087	442.35	0.73152	3.7164e-05	0.029031	vapor
300.00	0.20000	1.6758	0.59673	178.80	298.15	4.0718	0.31228	0.52085	446.26	0.68070	3.7649e-05	0.029410	vapor
310.00	0.20000	1.6471	0.60715	181.93	303.36	4.0808	0.31228	0.52083	450.13	0.63188	3.8130e-05	0.029785	vapor
320.00	0.20000	1.6193	0.61756	185.05	308.56	4.0896	0.31228	0.52081	453.97	0.58495	3.8607e-05	0.030157	vapor
330.00	0.20000	1.5924	0.62798	188.18	313.77	4.0983	0.31228	0.52080	457.78	0.53979	3.9081e-05	0.030527	vapor
340.00	0.20000	1.5664	0.63840	191.30	318.98	4.1069	0.31227	0.52078	461.56	0.49632	3.9552e-05	0.030894	vapor
