Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-150.00	0.50000	14.470	0.069108	87.115	121.67	5.4108	0.76422	1.1340	219.90	11.101	8.6226e-06	0.012200	vapor
-140.00	0.50000	13.217	0.075663	95.060	132.89	5.4984	0.75824	1.1120	230.31	9.6018	9.2286e-06	0.013160	vapor
-130.00	0.50000	12.181	0.082092	102.89	143.93	5.5784	0.75433	1.0969	240.05	8.4177	9.8246e-06	0.014083	vapor
-120.00	0.50000	11.308	0.088431	110.63	154.84	5.6521	0.75166	1.0862	249.26	7.4578	1.0410e-05	0.014974	vapor
-110.00	0.50000	10.559	0.094704	118.31	165.66	5.7205	0.74976	1.0782	258.03	6.6633	1.0986e-05	0.015836	vapor
-100.00	0.50000	9.9083	0.10093	125.95	176.41	5.7845	0.74837	1.0721	266.43	5.9946	1.1551e-05	0.016674	vapor
-90.000	0.50000	9.3364	0.10711	133.56	187.11	5.8445	0.74734	1.0674	274.51	5.4238	1.2106e-05	0.017491	vapor
-80.000	0.50000	8.8295	0.11326	141.14	197.77	5.9012	0.74654	1.0636	282.31	4.9307	1.2651e-05	0.018290	vapor
-70.000	0.50000	8.3767	0.11938	148.70	208.39	5.9548	0.74593	1.0605	289.86	4.5006	1.3188e-05	0.019072	vapor
-60.000	0.50000	7.9694	0.12548	156.24	218.98	6.0057	0.74545	1.0580	297.18	4.1220	1.3715e-05	0.019839	vapor
-50.000	0.50000	7.6009	0.13156	163.77	229.55	6.0542	0.74506	1.0559	304.31	3.7862	1.4233e-05	0.020592	vapor
-40.000	0.50000	7.2658	0.13763	171.28	240.10	6.1004	0.74476	1.0542	311.24	3.4864	1.4743e-05	0.021331	vapor
-30.000	0.50000	6.9596	0.14369	178.79	250.63	6.1446	0.74453	1.0527	318.01	3.2170	1.5245e-05	0.022058	vapor
-20.000	0.50000	6.6787	0.14973	186.29	261.15	6.1870	0.74435	1.0515	324.62	2.9738	1.5740e-05	0.022773	vapor
-10.000	0.50000	6.4200	0.15576	193.78	271.66	6.2278	0.74422	1.0504	331.09	2.7530	1.6226e-05	0.023477	vapor
0.0000	0.50000	6.1810	0.16179	201.27	282.16	6.2669	0.74414	1.0495	337.41	2.5518	1.6706e-05	0.024171	vapor
10.000	0.50000	5.9593	0.16780	208.75	292.65	6.3046	0.74410	1.0488	343.61	2.3676	1.7179e-05	0.024856	vapor
