Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
550.00	3.0000	13.912	0.071882	575.33	790.97	6.5177	0.80007	1.0634	537.58	-0.11138	4.3293e-05	0.067815	vapor
560.00	3.0000	13.745	0.072754	583.35	801.62	6.5305	0.80207	1.0653	540.63	-0.12386	4.3644e-05	0.068527	vapor
570.00	3.0000	13.582	0.073625	591.40	812.28	6.5433	0.80404	1.0671	543.67	-0.13595	4.3993e-05	0.069234	vapor
580.00	3.0000	13.423	0.074497	599.47	822.96	6.5559	0.80597	1.0690	546.68	-0.14765	4.4341e-05	0.069938	vapor
590.00	3.0000	13.268	0.075368	607.55	833.66	6.5683	0.80786	1.0708	549.68	-0.15899	4.4687e-05	0.070639	vapor
600.00	3.0000	13.117	0.076239	615.66	844.37	6.5807	0.80971	1.0725	552.66	-0.16999	4.5031e-05	0.071335	vapor
610.00	3.0000	12.968	0.077110	623.78	855.11	6.5929	0.81153	1.0743	555.63	-0.18065	4.5373e-05	0.072028	vapor
620.00	3.0000	12.824	0.077981	631.92	865.86	6.6050	0.81332	1.0760	558.58	-0.19099	4.5714e-05	0.072717	vapor
630.00	3.0000	12.682	0.078852	640.07	876.63	6.6170	0.81507	1.0777	561.51	-0.20103	4.6053e-05	0.073403	vapor
640.00	3.0000	12.544	0.079722	648.24	887.41	6.6289	0.81678	1.0793	564.43	-0.21077	4.6390e-05	0.074085	vapor
650.00	3.0000	12.408	0.080593	656.43	898.21	6.6406	0.81847	1.0809	567.34	-0.22023	4.6726e-05	0.074763	vapor
660.00	3.0000	12.275	0.081463	664.64	909.03	6.6523	0.82012	1.0825	570.22	-0.22942	4.7060e-05	0.075437	vapor
670.00	3.0000	12.146	0.082333	672.86	919.86	6.6638	0.82174	1.0841	573.10	-0.23836	4.7393e-05	0.076108	vapor
680.00	3.0000	12.019	0.083204	681.10	930.71	6.6753	0.82333	1.0856	575.96	-0.24704	4.7724e-05	0.076775	vapor
690.00	3.0000	11.894	0.084074	689.35	941.57	6.6866	0.82489	1.0871	578.80	-0.25548	4.8054e-05	0.077438	vapor
700.00	3.0000	11.773	0.084944	697.62	952.45	6.6978	0.82641	1.0886	581.63	-0.26369	4.8382e-05	0.078098	vapor
