Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	2.0000	40.703	0.024568	71.788	120.92	3.1297	0.31892	0.56291	290.26	5.0114	1.9485e-05	0.015634	vapor
-20.000	2.0000	38.925	0.025690	75.150	126.53	3.1523	0.31814	0.55842	296.65	4.6696	2.0133e-05	0.016128	vapor
-10.000	2.0000	37.307	0.026804	78.486	132.09	3.1739	0.31748	0.55462	302.86	4.3597	2.0774e-05	0.016618	vapor
0.0000	2.0000	35.827	0.027912	81.801	137.62	3.1945	0.31693	0.55137	308.90	4.0774	2.1409e-05	0.017103	vapor
10.000	2.0000	34.467	0.029013	85.098	143.12	3.2143	0.31646	0.54857	314.80	3.8192	2.2038e-05	0.017585	vapor
20.000	2.0000	33.213	0.030109	88.379	148.60	3.2333	0.31606	0.54614	320.56	3.5822	2.2660e-05	0.018062	vapor
30.000	2.0000	32.050	0.031201	91.646	154.05	3.2515	0.31572	0.54401	326.19	3.3638	2.3275e-05	0.018534	vapor
40.000	2.0000	30.971	0.032288	94.901	159.48	3.2692	0.31542	0.54214	331.71	3.1620	2.3885e-05	0.019002	vapor
50.000	2.0000	29.965	0.033373	98.146	164.89	3.2862	0.31516	0.54048	337.12	2.9750	2.4487e-05	0.019467	vapor
60.000	2.0000	29.025	0.034454	101.38	170.29	3.3026	0.31494	0.53900	342.42	2.8013	2.5084e-05	0.019926	vapor
70.000	2.0000	28.144	0.035532	104.61	175.67	3.3186	0.31474	0.53768	347.63	2.6394	2.5675e-05	0.020382	vapor
80.000	2.0000	27.317	0.036607	107.83	181.04	3.3340	0.31456	0.53650	352.76	2.4882	2.6259e-05	0.020832	vapor
90.000	2.0000	26.539	0.037681	111.04	186.40	3.3489	0.31440	0.53543	357.79	2.3467	2.6838e-05	0.021279	vapor
