Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	0.10000	1.9789	0.50533	75.699	126.23	3.7693	0.31254	0.52233	290.40	5.2924	1.8963e-05	0.014817	vapor
-29.283	0.10000	1.9731	0.50683	75.924	126.61	3.7708	0.31253	0.52232	290.83	5.2651	1.9012e-05	0.014855	vapor
-28.567	0.10000	1.9672	0.50832	76.148	126.98	3.7723	0.31253	0.52230	291.25	5.2380	1.9060e-05	0.014893	vapor
-27.850	0.10000	1.9615	0.50982	76.373	127.36	3.7739	0.31253	0.52229	291.68	5.2112	1.9109e-05	0.014931	vapor
-27.133	0.10000	1.9557	0.51132	76.597	127.73	3.7754	0.31252	0.52227	292.11	5.1845	1.9157e-05	0.014968	vapor
-26.417	0.10000	1.9500	0.51282	76.822	128.10	3.7769	0.31252	0.52226	292.54	5.1580	1.9205e-05	0.015006	vapor
-25.700	0.10000	1.9443	0.51431	77.047	128.48	3.7784	0.31252	0.52225	292.96	5.1317	1.9254e-05	0.015044	vapor
-24.983	0.10000	1.9387	0.51581	77.271	128.85	3.7799	0.31252	0.52223	293.39	5.1056	1.9302e-05	0.015081	vapor
-24.267	0.10000	1.9331	0.51731	77.496	129.23	3.7814	0.31251	0.52222	293.81	5.0797	1.9350e-05	0.015119	vapor
-23.550	0.10000	1.9275	0.51881	77.720	129.60	3.7829	0.31251	0.52221	294.24	5.0540	1.9398e-05	0.015157	vapor
-22.833	0.10000	1.9220	0.52030	77.945	129.97	3.7844	0.31251	0.52219	294.66	5.0284	1.9447e-05	0.015194	vapor
-22.117	0.10000	1.9164	0.52180	78.169	130.35	3.7859	0.31251	0.52218	295.09	5.0031	1.9495e-05	0.015232	vapor
-21.400	0.10000	1.9110	0.52330	78.394	130.72	3.7874	0.31250	0.52217	295.51	4.9779	1.9543e-05	0.015269	vapor
-20.683	0.10000	1.9055	0.52479	78.618	131.10	3.7889	0.31250	0.52215	295.93	4.9529	1.9591e-05	0.015307	vapor
-19.967	0.10000	1.9001	0.52629	78.843	131.47	3.7904	0.31250	0.52214	296.35	4.9281	1.9639e-05	0.015344	vapor
-19.250	0.10000	1.8947	0.52779	79.067	131.85	3.7919	0.31250	0.52213	296.77	4.9034	1.9686e-05	0.015381	vapor
-18.533	0.10000	1.8893	0.52929	79.292	132.22	3.7933	0.31249	0.52211	297.19	4.8789	1.9734e-05	0.015419	vapor
-17.817	0.10000	1.8840	0.53078	79.516	132.59	3.7948	0.31249	0.52210	297.61	4.8546	1.9782e-05	0.015456	vapor
-17.100	0.10000	1.8787	0.53228	79.741	132.97	3.7963	0.31249	0.52209	298.03	4.8305	1.9830e-05	0.015493	vapor
-16.383	0.10000	1.8734	0.53378	79.965	133.34	3.7977	0.31249	0.52208	298.45	4.8065	1.9877e-05	0.015530	vapor
-15.667	0.10000	1.8682	0.53527	80.190	133.72	3.7992	0.31248	0.52207	298.87	4.7827	1.9925e-05	0.015568	vapor
-14.950	0.10000	1.8630	0.53677	80.414	134.09	3.8006	0.31248	0.52205	299.29	4.7591	1.9973e-05	0.015605	vapor
-14.233	0.10000	1.8578	0.53827	80.638	134.47	3.8021	0.31248	0.52204	299.70	4.7356	2.0020e-05	0.015642	vapor
-13.517	0.10000	1.8527	0.53976	80.863	134.84	3.8035	0.31248	0.52203	300.12	4.7123	2.0068e-05	0.015679	vapor
-12.800	0.10000	1.8475	0.54126	81.087	135.21	3.8050	0.31247	0.52202	300.53	4.6891	2.0115e-05	0.015716	vapor
-12.083	0.10000	1.8424	0.54276	81.312	135.59	3.8064	0.31247	0.52201	300.95	4.6661	2.0163e-05	0.015753	vapor
-11.367	0.10000	1.8374	0.54425	81.536	135.96	3.8078	0.31247	0.52200	301.36	4.6433	2.0210e-05	0.015790	vapor
-10.650	0.10000	1.8323	0.54575	81.761	136.34	3.8092	0.31247	0.52198	301.78	4.6206	2.0258e-05	0.015827	vapor
-9.9333	0.10000	1.8273	0.54725	81.985	136.71	3.8107	0.31247	0.52197	302.19	4.5980	2.0305e-05	0.015864	vapor
-9.2167	0.10000	1.8223	0.54874	82.210	137.08	3.8121	0.31246	0.52196	302.60	4.5756	2.0352e-05	0.015901	vapor
-8.5000	0.10000	1.8174	0.55024	82.434	137.46	3.8135	0.31246	0.52195	303.01	4.5534	2.0399e-05	0.015938	vapor
-7.7833	0.10000	1.8125	0.55174	82.658	137.83	3.8149	0.31246	0.52194	303.42	4.5313	2.0446e-05	0.015974	vapor
-7.0667	0.10000	1.8076	0.55323	82.883	138.21	3.8163	0.31246	0.52193	303.84	4.5094	2.0494e-05	0.016011	vapor
-6.3500	0.10000	1.8027	0.55473	83.107	138.58	3.8177	0.31246	0.52192	304.25	4.4876	2.0541e-05	0.016048	vapor
-5.6333	0.10000	1.7978	0.55623	83.332	138.95	3.8191	0.31245	0.52191	304.66	4.4659	2.0588e-05	0.016085	vapor
-4.9167	0.10000	1.7930	0.55772	83.556	139.33	3.8205	0.31245	0.52190	305.06	4.4444	2.0635e-05	0.016121	vapor
-4.2000	0.10000	1.7882	0.55922	83.780	139.70	3.8219	0.31245	0.52189	305.47	4.4230	2.0682e-05	0.016158	vapor
-3.4833	0.10000	1.7834	0.56071	84.005	140.08	3.8233	0.31245	0.52188	305.88	4.4018	2.0729e-05	0.016195	vapor
-2.7667	0.10000	1.7787	0.56221	84.229	140.45	3.8247	0.31245	0.52187	306.29	4.3807	2.0775e-05	0.016231	vapor
-2.0500	0.10000	1.7740	0.56371	84.454	140.82	3.8261	0.31244	0.52186	306.70	4.3597	2.0822e-05	0.016268	vapor
