Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	0.40000	5.5627	0.17977	179.06	250.97	6.2120	0.74410	1.0500	317.97	3.2273	1.5226e-05	0.022017	vapor
-20.000	0.40000	5.3392	0.18729	186.55	261.47	6.2543	0.74396	1.0490	324.55	2.9835	1.5721e-05	0.022734	vapor
-10.000	0.40000	5.1332	0.19481	194.03	271.95	6.2949	0.74387	1.0482	330.99	2.7622	1.6208e-05	0.023440	vapor
0.0000	0.40000	4.9426	0.20232	201.50	282.43	6.3340	0.74383	1.0475	337.30	2.5604	1.6688e-05	0.024135	vapor
10.000	0.40000	4.7659	0.20982	208.97	292.90	6.3717	0.74382	1.0469	343.48	2.3757	1.7162e-05	0.024820	vapor
20.000	0.40000	4.6016	0.21732	216.44	303.37	6.4080	0.74386	1.0464	349.54	2.2061	1.7628e-05	0.025496	vapor
30.000	0.40000	4.4483	0.22481	223.91	313.83	6.4431	0.74394	1.0461	355.49	2.0497	1.8088e-05	0.026164	vapor
40.000	0.40000	4.3049	0.23229	231.37	324.29	6.4770	0.74407	1.0458	361.33	1.9051	1.8542e-05	0.026823	vapor
50.000	0.40000	4.1707	0.23977	238.84	334.75	6.5099	0.74426	1.0456	367.08	1.7710	1.8990e-05	0.027475	vapor
60.000	0.40000	4.0446	0.24725	246.31	345.20	6.5418	0.74450	1.0456	372.72	1.6463	1.9432e-05	0.028119	vapor
70.000	0.40000	3.9259	0.25472	253.77	355.66	6.5727	0.74480	1.0456	378.27	1.5302	1.9868e-05	0.028757	vapor
80.000	0.40000	3.8141	0.26218	261.24	366.12	6.6027	0.74517	1.0457	383.73	1.4216	2.0299e-05	0.029389	vapor
90.000	0.40000	3.7085	0.26965	268.71	376.57	6.6319	0.74560	1.0459	389.11	1.3201	2.0725e-05	0.030015	vapor
100.00	0.40000	3.6087	0.27711	276.19	387.03	6.6603	0.74611	1.0462	394.40	1.2248	2.1146e-05	0.030636	vapor
110.00	0.40000	3.5141	0.28457	283.67	397.50	6.6880	0.74669	1.0465	399.62	1.1353	2.1562e-05	0.031252	vapor
120.00	0.40000	3.4243	0.29203	291.15	407.97	6.7150	0.74735	1.0470	404.75	1.0510	2.1973e-05	0.031863	vapor
130.00	0.40000	3.3391	0.29948	298.65	418.44	6.7413	0.74809	1.0476	409.81	0.97157	2.2379e-05	0.032470	vapor
140.00	0.40000	3.2580	0.30693	306.14	428.92	6.7670	0.74890	1.0483	414.80	0.89659	2.2781e-05	0.033074	vapor
150.00	0.40000	3.1808	0.31439	313.65	439.40	6.7920	0.74981	1.0490	419.72	0.82571	2.3179e-05	0.033674	vapor
160.00	0.40000	3.1072	0.32184	321.16	449.90	6.8165	0.75079	1.0499	424.57	0.75863	2.3573e-05	0.034271	vapor
170.00	0.40000	3.0369	0.32928	328.69	460.40	6.8405	0.75186	1.0508	429.36	0.69507	2.3962e-05	0.034865	vapor
180.00	0.40000	2.9697	0.33673	336.22	470.91	6.8640	0.75301	1.0519	434.08	0.63477	2.4348e-05	0.035457	vapor
190.00	0.40000	2.9055	0.34417	343.77	481.44	6.8870	0.75424	1.0530	438.73	0.57752	2.4730e-05	0.036047	vapor
200.00	0.40000	2.8440	0.35162	351.33	491.97	6.9095	0.75555	1.0542	443.33	0.52310	2.5108e-05	0.036634	vapor
210.00	0.40000	2.7850	0.35906	358.90	502.52	6.9315	0.75694	1.0555	447.87	0.47133	2.5483e-05	0.037220	vapor
220.00	0.40000	2.7285	0.36650	366.48	513.09	6.9532	0.75842	1.0569	452.35	0.42205	2.5854e-05	0.037803	vapor
230.00	0.40000	2.6742	0.37394	374.08	523.66	6.9744	0.75996	1.0584	456.78	0.37509	2.6221e-05	0.038386	vapor
240.00	0.40000	2.6220	0.38138	381.70	534.25	6.9952	0.76158	1.0599	461.15	0.33031	2.6586e-05	0.038967	vapor
250.00	0.40000	2.5719	0.38882	389.33	544.86	7.0157	0.76327	1.0615	465.47	0.28759	2.6947e-05	0.039546	vapor
260.00	0.40000	2.5236	0.39626	396.98	555.48	7.0358	0.76502	1.0632	469.73	0.24680	2.7305e-05	0.040125	vapor
270.00	0.40000	2.4771	0.40369	404.65	566.12	7.0556	0.76684	1.0650	473.95	0.20784	2.7660e-05	0.040702	vapor
280.00	0.40000	2.4323	0.41113	412.33	576.78	7.0750	0.76873	1.0668	478.12	0.17059	2.8013e-05	0.041278	vapor
290.00	0.40000	2.3891	0.41857	420.03	587.46	7.0942	0.77067	1.0687	482.25	0.13497	2.8362e-05	0.041854	vapor
300.00	0.40000	2.3474	0.42600	427.76	598.16	7.1130	0.77266	1.0706	486.33	0.10088	2.8708e-05	0.042429	vapor
310.00	0.40000	2.3071	0.43344	435.50	608.87	7.1315	0.77470	1.0726	490.36	0.068242	2.9052e-05	0.043002	vapor
320.00	0.40000	2.2682	0.44087	443.26	619.61	7.1498	0.77680	1.0747	494.35	0.036982	2.9393e-05	0.043575	vapor
330.00	0.40000	2.2306	0.44830	451.05	630.37	7.1678	0.77893	1.0768	498.30	0.0070267	2.9732e-05	0.044147	vapor
340.00	0.40000	2.1943	0.45573	458.85	641.14	7.1855	0.78111	1.0789	502.21	-0.021692	3.0068e-05	0.044719	vapor
350.00	0.40000	2.1590	0.46317	466.68	651.94	7.2030	0.78332	1.0811	506.08	-0.049238	3.0401e-05	0.045289	vapor
360.00	0.40000	2.1250	0.47060	474.53	662.77	7.2202	0.78557	1.0833	509.92	-0.075668	3.0732e-05	0.045859	vapor
370.00	0.40000	2.0919	0.47803	482.40	673.61	7.2372	0.78785	1.0855	513.71	-0.10104	3.1061e-05	0.046428	vapor
380.00	0.40000	2.0599	0.48546	490.29	684.48	7.2540	0.79016	1.0878	517.48	-0.12540	3.1388e-05	0.046996	vapor
390.00	0.40000	2.0288	0.49289	498.21	695.37	7.2705	0.79249	1.0901	521.20	-0.14881	3.1712e-05	0.047564	vapor
400.00	0.40000	1.9987	0.50032	506.15	706.28	7.2868	0.79484	1.0924	524.89	-0.17130	3.2034e-05	0.048130	vapor
410.00	0.40000	1.9695	0.50775	514.11	717.21	7.3030	0.79721	1.0948	528.55	-0.19293	3.2354e-05	0.048696	vapor
420.00	0.40000	1.9411	0.51518	522.10	728.17	7.3189	0.79960	1.0971	532.18	-0.21373	3.2672e-05	0.049261	vapor
430.00	0.40000	1.9135	0.52261	530.11	739.16	7.3346	0.80200	1.0995	535.78	-0.23374	3.2988e-05	0.049825	vapor
440.00	0.40000	1.8867	0.53004	538.15	750.16	7.3502	0.80441	1.1019	539.35	-0.25300	3.3301e-05	0.050388	vapor
450.00	0.40000	1.8606	0.53746	546.21	761.19	7.3655	0.80683	1.1043	542.89	-0.27154	3.3613e-05	0.050950	vapor
460.00	0.40000	1.8352	0.54489	554.29	772.25	7.3807	0.80926	1.1067	546.40	-0.28940	3.3923e-05	0.051511	vapor
470.00	0.40000	1.8105	0.55232	562.40	783.33	7.3957	0.81169	1.1091	549.88	-0.30660	3.4231e-05	0.052071	vapor
480.00	0.40000	1.7865	0.55975	570.53	794.43	7.4106	0.81412	1.1115	553.34	-0.32318	3.4538e-05	0.052630	vapor
490.00	0.40000	1.7631	0.56718	578.69	805.56	7.4252	0.81655	1.1139	556.77	-0.33917	3.4842e-05	0.053188	vapor
500.00	0.40000	1.7403	0.57460	586.87	816.71	7.4397	0.81898	1.1163	560.17	-0.35458	3.5145e-05	0.053745	vapor
510.00	0.40000	1.7181	0.58203	595.07	827.88	7.4541	0.82140	1.1187	563.55	-0.36946	3.5446e-05	0.054301	vapor
520.00	0.40000	1.6965	0.58946	603.30	839.08	7.4683	0.82382	1.1211	566.91	-0.38381	3.5745e-05	0.054855	vapor
530.00	0.40000	1.6754	0.59688	611.55	850.31	7.4824	0.82623	1.1235	570.24	-0.39766	3.6043e-05	0.055409	vapor
