Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
10.000	1.0000	1000.1	0.00099987	41.995	42.995	0.15100	4.1869	4.1918	1448.7	-0.23245	0.0013049	0.58048	liquid
20.000	1.0000	998.62	0.0010014	83.851	84.853	0.29628	4.1535	4.1813	1483.8	-0.22488	0.0010012	0.59887	liquid
30.000	1.0000	996.05	0.0010040	125.64	126.64	0.43645	4.1144	4.1774	1510.7	-0.21818	0.00079726	0.61591	liquid
40.000	1.0000	992.61	0.0010074	167.41	168.41	0.57202	4.0708	4.1772	1530.5	-0.21204	0.00065305	0.63104	liquid
50.000	1.0000	988.43	0.0010117	209.18	210.19	0.70335	4.0239	4.1793	1544.2	-0.20628	0.00054700	0.64401	liquid
60.000	1.0000	983.59	0.0010167	250.99	252.00	0.83077	3.9744	4.1830	1552.6	-0.20072	0.00046660	0.65481	liquid
70.000	1.0000	978.16	0.0010223	292.84	293.86	0.95455	3.9232	4.1881	1556.5	-0.19525	0.00040412	0.66357	liquid
80.000	1.0000	972.19	0.0010286	334.74	335.77	1.0750	3.8712	4.1948	1556.2	-0.18976	0.00035458	0.67047	liquid
90.000	1.0000	965.72	0.0010355	376.72	377.76	1.1922	3.8188	4.2032	1552.3	-0.18415	0.00031465	0.67574	liquid
100.00	1.0000	958.77	0.0010430	418.80	419.84	1.3065	3.7668	4.2136	1545.1	-0.17834	0.00028198	0.67958	liquid
110.00	1.0000	951.36	0.0010511	460.99	462.04	1.4181	3.7155	4.2263	1534.8	-0.17225	0.00025493	0.68218	liquid
120.00	1.0000	943.51	0.0010599	503.32	504.38	1.5272	3.6652	4.2415	1521.8	-0.16580	0.00023226	0.68366	liquid
130.00	1.0000	935.21	0.0010693	545.81	546.88	1.6339	3.6162	4.2595	1506.1	-0.15891	0.00021308	0.68415	liquid
140.00	1.0000	926.48	0.0010794	588.50	589.58	1.7386	3.5687	4.2807	1487.9	-0.15148	0.00019671	0.68371	liquid
150.00	1.0000	917.31	0.0010901	631.41	632.50	1.8412	3.5227	4.3054	1467.3	-0.14342	0.00018259	0.68240	liquid
160.00	1.0000	907.68	0.0011017	674.59	675.70	1.9421	3.4784	4.3340	1444.3	-0.13461	0.00017034	0.68023	liquid
170.00	1.0000	897.58	0.0011141	718.08	719.20	2.0414	3.4358	4.3670	1419.1	-0.12493	0.00015960	0.67720	liquid
