Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	1.0000	13.980	0.071529	177.41	248.94	5.9333	0.74667	1.0665	318.28	3.1649	1.5347e-05	0.022279	vapor
-20.000	1.0000	13.404	0.074605	184.99	259.59	5.9762	0.74626	1.0639	325.02	2.9246	1.5837e-05	0.022985	vapor
-10.000	1.0000	12.875	0.077670	192.55	270.22	6.0174	0.74594	1.0617	331.61	2.7068	1.6319e-05	0.023682	vapor
0.0000	1.0000	12.388	0.080726	200.10	280.83	6.0570	0.74570	1.0598	338.04	2.5082	1.6795e-05	0.024369	vapor
10.000	1.0000	11.937	0.083775	207.64	291.42	6.0950	0.74552	1.0581	344.32	2.3266	1.7264e-05	0.025047	vapor
20.000	1.0000	11.518	0.086818	215.17	301.99	6.1317	0.74542	1.0567	350.48	2.1598	1.7727e-05	0.025716	vapor
30.000	1.0000	11.129	0.089855	222.70	312.55	6.1672	0.74537	1.0556	356.52	2.0061	1.8184e-05	0.026376	vapor
40.000	1.0000	10.766	0.092886	230.22	323.10	6.2014	0.74540	1.0546	362.43	1.8640	1.8634e-05	0.027029	vapor
50.000	1.0000	10.426	0.095913	237.73	333.64	6.2345	0.74549	1.0538	368.24	1.7322	1.9079e-05	0.027674	vapor
60.000	1.0000	10.108	0.098935	245.24	344.18	6.2666	0.74565	1.0531	373.94	1.6097	1.9518e-05	0.028312	vapor
70.000	1.0000	9.8084	0.10195	252.75	354.71	6.2978	0.74587	1.0526	379.54	1.4956	1.9952e-05	0.028945	vapor
80.000	1.0000	9.5266	0.10497	260.26	365.23	6.3280	0.74617	1.0522	385.05	1.3889	2.0380e-05	0.029571	vapor
