Nozzle	RPM	PRT	Q	EtaT
0.6	14526.3	1.725303266	1.260576	0.811516595
0.6	14526.3	1.880164758	1.338536	0.782832853
0.6	14526.3	2.091436592	1.420216	0.750485503
0.6	14526.3	2.38290472	1.502264	0.71546459
0.6	14526.3	2.790226138	1.579824	0.67849556
0.6	14526.3	3.367764512	1.646352	0.63970961
0.6	14526.3	4.19972066	1.693632	0.598397833
0.6	14526.3	5.418420063	1.712656	0.55306634
0.6	14526.3	7.234523746	1.6966	0.50205146
0.6	14526.3	9.987180063	1.649544	0.445088593
0.6	14526.3	14.22765207	1.611624	0.386370545
0.6	14526.3	16	1.611704	0.369382123
0.6	16368.4	1.08655398	0.008	0.061025
0.6	16368.4	1.14999672	0.424352	0.327039508
0.6	16368.4	1.21523946	0.643288	0.69580922
0.6	16368.4	1.2822822	0.791216	0.8234699
0.6	16368.4	1.35112494	0.9032	0.870650285
0.6	16368.4	1.42176768	0.993408	0.885370865
0.6	16368.4	1.471167649	1.046392	0.886495415
0.6	16368.4	1.521413704	1.093888	0.883641043
0.6	16368.4	1.572500952	1.136872	0.87838763
0.6	16368.4	1.624431819	1.176064	0.87170207
0.6	16368.4	1.677206305	1.212016	0.864189635
0.6	16368.4	1.73082441	1.24516	0.856235098
0.6	16368.4	1.801790767	1.284608	0.845631253
0.6	16368.4	1.896178572	1.330624	0.831877565
0.6	16368.4	2.02248218	1.383008	0.814591468
0.6	16368.4	2.192765678	1.440904	0.793576715
0.6	16368.4	2.424423387	1.502512	0.76883882
0.6	16368.4	2.742965316	1.56484	0.740503468
0.6	16368.4	3.186453484	1.623384	0.708621373
0.6	16368.4	3.81264676	1.671984	0.672902578
0.6	16368.4	4.710627478	1.70296	0.63249926
0.6	16368.4	6.019829089	1.708208	0.586059755
0.6	16368.4	7.961488635	1.682728	0.53238785
0.6	16368.4	10.89073921	1.634672	0.472172608
0.6	16368.4	15.3833626	1.610832	0.41144801
0.6	16368.4	16	1.610904	0.405416233
0.6	18210.55	1.108392051	0.008	0.061025
0.6	18210.55	1.172460171	0.3992	0.176570308
0.6	18210.55	1.238328291	0.619872	0.588801673
0.6	18210.55	1.305996411	0.771608	0.75757127
0.6	18210.55	1.375464531	0.886864	0.834222583
0.6	18210.55	1.446732651	0.9796	0.869725288
0.6	18210.55	1.511544844	1.048968	0.883786573
0.6	18210.55	1.577777161	1.10924	0.888754438
0.6	18210.55	1.645429604	1.162392	0.888377383
0.6	18210.55	1.714502172	1.20976	0.884797565
0.6	18210.55	1.784994865	1.252352	0.879289475
0.6	18210.55	1.856907684	1.290896	0.872634785
0.6	18210.55	1.952517156	1.33588	0.863050753
0.6	18210.55	2.080399485	1.387112	0.84993872
0.6	18210.55	2.252706814	1.44372	0.83284115
0.6	18210.55	2.486957386	1.503952	0.811489033
0.6	18210.55	2.808801699	1.564824	0.785762195
0.6	18210.55	3.256465667	1.621904	0.755519518
0.6	18210.55	3.887892707	1.66912	0.720339845
0.6	18210.55	4.792342696	1.698936	0.679291565
0.6	18210.55	6.109404702	1.70344	0.63097781
0.6	18210.55	8.060335499	1.677912	0.57423434
0.6	18210.55	11.00004119	1.630912	0.509986153
0.6	18210.55	15.50355975	1.609208	0.445014725
0.6	18210.55	16	1.609312	0.439796593
0.6	20052.65	1.133185798	0.008	0.061025
0.6	20052.65	1.197956518	0.374064	0.061025
0.6	20052.65	1.264527238	0.593936	0.472740395
0.6	20052.65	1.332897958	0.748312	0.675078913
0.6	20052.65	1.403068678	0.866384	0.7788848
0.6	20052.65	1.475039398	0.961544	0.834963463
0.6	20052.65	1.536774271	1.028968	0.861830285
0.6	20052.65	1.599777221	1.087896	0.87767321
0.6	20052.65	1.66404324	1.14008	0.886421548
0.6	20052.65	1.729574808	1.18676	0.890485363
0.6	20052.65	1.796371923	1.228848	0.891393823
0.6	20052.65	1.864437317	1.267032	0.8901491
0.6	20052.65	1.954812237	1.31172	0.886388473
0.6	20052.65	2.075495473	1.3628	0.879259708
0.6	20052.65	2.237788614	1.41952	0.867992158
0.6	20052.65	2.457902773	1.48028	0.851988268
0.6	20052.65	2.759485769	1.542352	0.83084783
0.6	20052.65	3.177623543	1.601608	0.80425553
0.6	20052.65	3.765287989	1.652336	0.77173619
0.6	20052.65	4.603745262	1.687312	0.73238576
0.6	20052.65	5.819639986	1.698592	0.684816193
0.6	20052.65	7.613068754	1.68036	0.62769236
0.6	20052.65	10.30411284	1.637016	0.5613836
0.6	20052.65	14.41015504	1.606192	0.491499433
0.6	20052.65	16	1.606792	0.472326958
0.6	21894.75	1.16115926	0.008	0.061025
0.6	21894.75	1.22671352	3.50E-01	0.061025
0.6	21894.75	1.29406778	0.566312	0.353318698
0.6	21894.75	1.36322204	0.722016	0.581119453
0.6	21894.75	1.4341763	0.842264	0.708565145
0.6	21894.75	1.50693056	0.939536	0.783948583
0.6	21894.75	1.586322617	1.025544	0.832193983
0.6	21894.75	1.667752702	1.098352	0.861041998
0.6	21894.75	1.751223462	1.161136	0.878035933
0.6	21894.75	1.836729668	1.216016	0.887501998
0.6	21894.75	1.924273901	1.264496	0.892038785
0.6	21894.75	2.013856163	1.307656	0.893276893
0.6	21894.75	2.133361124	1.357144	0.89163086
0.6	21894.75	2.293867761	1.412304	0.886081978
0.6	21894.75	2.511226549	1.471616	0.875705248
0.6	21894.75	2.808500036	1.532488	0.859743253
0.6	21894.75	3.219813939	1.590952	0.837557645
0.6	21894.75	3.796519753	1.64152	0.808435108
0.6	21894.75	4.617229703	1.677192	0.771335983
0.6	21894.75	5.804119362	1.690208	0.724814893
0.6	21894.75	7.549822318	1.674664	0.667494815
0.6	21894.75	10.1618712	1.63396	0.59968886
0.6	21894.75	14.13660738	1.602128	0.52692386
0.6	21894.75	16	1.603176	0.50280998
0.6	23736.85	1.192564466	0.008	0.061025
0.6	23736.85	1.258987226	3.26E-01	0.061025
0.6	23736.85	1.327209986	0.537712	0.234647803
0.6	23736.85	1.397232746	0.693408	0.48005438
0.6	23736.85	1.469055506	0.815024	0.6269603
0.6	23736.85	1.542678266	0.913984	0.71960999
0.6	23736.85	1.644175321	1.022152	0.795689105
0.6	23736.85	1.748905741	1.110496	0.840191518
0.6	23736.85	1.856866804	1.184464	0.866492758
0.6	23736.85	1.968063877	1.247504	0.881724898
0.6	23736.85	2.082494317	1.301928	0.889938523
0.6	23736.85	2.200158124	1.349368	0.893554723
0.6	23736.85	2.357953727	1.402504	0.893788453
0.6	23736.85	2.571257148	1.459976	0.88942586
0.6	23736.85	2.862356423	1.519352	0.879346805
0.6	23736.85	3.264117916	1.576896	0.862540295
0.6	23736.85	3.825842113	1.62736	0.837986518
0.6	23736.85	4.622719303	1.664024	0.804444058
0.6	23736.85	5.771280718	1.679344	0.760359493
0.6	23736.85	7.454729212	1.667272	0.704281933
0.6	23736.85	9.964868532	1.629984	0.636365728
0.6	23736.85	13.77163975	1.596944	0.561801448
0.6	23736.85	16	1.598336	0.531049415
0.6	25578.95	1.227701672	0.008	0.061025
0.6	25578.95	1.295082692	3.03E-01	0.061025
0.6	25578.95	1.364263712	0.508704	0.11951924
0.6	25578.95	1.435244732	0.663104	0.37543154
0.6	25578.95	1.508025752	0.785232	0.537387688
0.6	25578.95	1.582606772	0.885328	0.644782213
0.6	25578.95	1.711939345	1.019664	0.75549857
0.6	25578.95	1.846351028	1.125024	0.817768873
0.6	25578.95	1.98584464	1.210416	0.853851493
0.6	25578.95	2.130414645	1.28116	0.87472733
0.6	25578.95	2.28006376	1.340688	0.88627712
0.6	25578.95	2.434795107	1.391304	0.89185577
0.6	25578.95	2.643534551	1.44644	0.893387143
0.6	25578.95	2.927733168	1.503888	0.889429168
0.6	25578.95	3.318875081	1.560152	0.878589388
0.6	25578.95	3.864015804	1.610288	0.85948637
0.6	25578.95	4.634633952	1.647888	0.83060528
0.6	25578.95	5.741122692	1.665656	0.7902185
0.6	25578.95	7.356468223	1.657432	0.736746148
0.6	25578.95	9.755402676	1.624168	0.670119868
0.6	25578.95	13.37928869	1.59072	0.595035208
0.6	25578.95	16	1.592112	0.55685012
0.6	27421.05	1.266910076	0.008	0.061025
0.6	27421.05	1.335344336	2.82E-01	0.061025
0.6	27421.05	1.405578596	0.479736	0.061025
0.6	27421.05	1.477612856	0.631664	0.270021515
0.6	27421.05	1.551447116	0.753424	0.442725935
0.6	27421.05	1.627081376	0.85404	0.562092508
0.6	27421.05	1.81686676	1.039472	0.72985883
0.6	27421.05	2.017115744	1.1736	0.812275115
0.6	27421.05	2.227833864	1.275656	0.854985965
0.6	27421.05	2.449015294	1.355688	0.876986353
0.6	27421.05	2.680666151	1.4196	0.887245115
0.6	27421.05	2.922780029	1.471168	0.890402675
0.6	27421.05	3.253178574	1.523896	0.887982688
0.6	27421.05	3.709140884	1.573944	0.878245408
0.6	27421.05	4.346578674	1.616	0.8593673
0.6	27421.05	5.250775183	1.643504	0.829391428
0.6	27421.05	6.553866243	1.649656	0.786349828
0.6	27421.05	8.463595919	1.63068	0.729002188
0.6	27421.05	11.31079138	1.594928	0.658885393
0.6	27421.05	15.628233	1.583864	0.584786368
0.6	27421.05	16	1.58436	0.580012543
0.6	29263.15	1.310592226	0.008	0.061025
0.6	29263.15	1.380180886	2.62E-01	0.061025
0.6	29263.15	1.451569546	0.451128	0.061025
0.6	29263.15	1.524758206	0.599568	0.165910235
0.6	29263.15	1.599746866	0.720112	0.3453818
0.6	29263.15	1.676535526	0.820608	0.473892508
0.6	29263.15	1.84156299	0.984952	0.644170325
0.6	29263.15	2.014338687	1.109224	0.741685348
0.6	29263.15	2.194860028	1.206856	0.800488288
0.6	29263.15	2.383127013	1.28548	0.836892838
0.6	29263.15	2.579136429	1.349848	0.859484165
0.6	29263.15	2.782894576	1.40312	0.873109963
0.6	29263.15	3.059357806	1.45932	0.88204352
0.6	29263.15	3.438332067	1.51528	0.884211035
0.6	29263.15	3.964069054	1.566424	0.877494605
0.6	29263.15	4.703415838	1.60676	0.859722305
0.6	29263.15	5.759030441	1.629352	0.828680315
0.6	29263.15	7.290966632	1.628048	0.782435953
0.6	29263.15	9.552259593	1.60256	0.720565858
0.6	29263.15	12.94787804	1.572552	0.647174638
0.6	29263.15	16	1.574928	0.600342643
0.6	31105.25	1.359203891	0.008	0.061025
0.6	31105.25	1.430054831	2.43E-01	0.061025
0.6	31105.25	1.502705771	0.423144	0.061025
0.6	31105.25	1.577156711	0.567216	0.064620252
0.6	31105.25	1.653407651	0.685752	0.247313323
0.6	31105.25	1.731458591	0.785472	0.382232863
0.6	31105.25	1.98849764	1.018528	0.632484928
0.6	31105.25	2.263318651	1.176968	0.75285698
0.6	31105.25	2.555918428	1.291432	0.815824063
0.6	31105.25	2.866303176	1.376912	0.849536308
0.6	31105.25	3.194469887	1.441824	0.866747435
0.6	31105.25	3.540414797	1.491408	0.873903763
0.6	31105.25	4.016729456	1.53856	0.873807845
0.6	31105.25	4.680866388	1.5782	0.863957008
0.6	31105.25	5.620171076	1.604128	0.841760375
0.6	31105.25	6.96957888	1.610128	0.80482442
0.6	31105.25	8.940668109	1.593536	0.751830553
0.6	31105.25	11.86955463	1.564856	0.684804065
0.6	31105.25	16	1.56368	0.61764197
0.6	32947.35	1.413285859	0.008	0.061025
0.6	32947.35	1.485514879	2.25E-01	0.061025
0.6	32947.35	1.559543899	0.395936	0.061025
0.6	32947.35	1.635372919	0.534928	0.061025
0.6	32947.35	1.713001939	0.650744	0.150073925
0.6	32947.35	1.792430959	0.749072	0.288859933
0.6	32947.35	1.99430884	0.937784	0.513377443
0.6	32947.35	2.20695685	1.077064	0.644612428
0.6	32947.35	2.430374989	1.184056	0.726041975
0.6	32947.35	2.664563258	1.26836	0.778403008
0.6	32947.35	2.909525067	1.335872	0.812615788
0.6	32947.35	3.165253741	1.390456	0.834871955
0.6	32947.35	3.513802736	1.446408	0.851880223
0.6	32947.35	3.994126158	1.499792	0.860873315
0.6	32947.35	4.664537341	1.545264	0.85896158
0.6	32947.35	5.61379099	1.57636	0.843255365
0.6	32947.35	6.979160076	1.586736	0.811168205
0.6	32947.35	8.976117864	1.57376	0.761345128
0.6	32947.35	11.94728856	1.54848	0.696059488
0.6	32947.35	16	1.550448	0.631715383
0.6	34789.45	1.4734561	0.008	0.061025
0.6	34789.45	1.5471877	2.08E-01	0.061025
0.6	34789.45	1.6227193	3.70E-01	0.061025
0.6	34789.45	1.7000509	0.502976	0.061025
0.6	34789.45	1.7791825	0.615432	0.061025
0.6	34789.45	1.8601141	0.711792	0.1952213
0.6	34789.45	2.187124505	0.982408	0.519438988
0.6	34789.45	2.540600093	1.158488	0.675833023
0.6	34789.45	2.920540864	1.280696	0.75905744
0.6	34789.45	3.326946816	1.368264	0.804973258
0.6	34789.45	3.759821829	1.431792	0.829664848
0.6	34789.45	4.219158375	1.477784	0.84126425
0.6	34789.45	4.855861774	1.518248	0.843964273
0.6	34789.45	5.750442368	1.547576	0.834579793
0.6	34789.45	7.026401342	1.559912	0.810106498
0.6	34789.45	8.876121236	1.552152	0.768575323
0.6	34789.45	11.60350646	1.531824	0.71106782
0.6	34789.45	15.69455187	1.534104	0.646101905
0.6	34789.45	16	1.535104	0.642365533
0.6	36631.6	1.540440911	0.008	0.061025
0.6	36631.6	1.615809611	1.93E-01	0.061025
0.6	36631.6	1.692978311	3.44E-01	0.061025
0.6	36631.6	1.771947011	0.471568	0.061025
0.6	36631.6	1.852715711	0.58012	0.061025
0.6	36631.6	1.935284411	0.673976	0.10250546
0.6	36631.6	2.167525952	0.874432	0.363333808
0.6	36631.6	2.412921076	1.021688	0.522062938
0.6	36631.6	2.671472567	1.133968	0.62441132
0.6	36631.6	2.943180425	1.221624	0.692896415
0.6	36631.6	3.228044649	1.291064	0.73968872
0.6	36631.6	3.52606524	1.346544	0.771860773
0.6	36631.6	3.933161568	1.402528	0.798780515
0.6	36631.6	4.495625444	1.454672	0.817012558
0.6	36631.6	5.28301031	1.497304	0.822948418
0.6	36631.6	6.401542636	1.524104	0.813109708
0.6	36631.6	8.016078488	1.530032	0.78476774
0.6	36631.6	10.38613045	1.51692	0.73747049
0.6	36631.6	13.92544309	1.5088	0.676483498
0.6	36631.6	16	1.517488	0.649396175
0.6	38473.7	1.615095306	0.008	0.061025
0.6	38473.7	1.692247146	1.78E-01	0.061025
0.6	38473.7	1.771198986	3.20E-01	0.061025
0.6	38473.7	1.851950826	0.440856	0.061025
0.6	38473.7	1.934502666	0.545064	0.061025
0.6	38473.7	2.018854506	0.635944	0.061025
0.6	38473.7	2.420806139	0.933736	0.395068168
0.6	38473.7	2.859220592	1.12184	0.583183333
0.6	38473.7	3.334104358	1.248392	0.685391698
0.6	38473.7	3.845454326	1.335992	0.743232155
0.6	38473.7	4.393270496	1.396984	0.775490203
0.6	38473.7	4.977552868	1.438952	0.79180169
0.6	38473.7	5.791636923	1.473128	0.797837878
0.6	38473.7	6.942076188	1.494096	0.789973745
0.6	38473.7	8.593358062	1.497976	0.765308615
0.6	38473.7	11.00316568	1.488104	0.723298955
0.6	38473.7	14.5806215	1.49048	0.66926102
0.6	38473.7	16	1.497456	0.652609963
0.6	40315.8	1.698413646	0.008	0.061025
0.6	40315.8	1.777507566	1.64E-01	0.061025
0.6	40315.8	1.858401486	2.97E-01	0.061025
0.6	40315.8	1.941095406	0.410968	0.061025
0.6	40315.8	2.025589326	0.510464	0.061025
0.6	40315.8	2.111883246	0.59796	0.061025
0.6	40315.8	2.345529006	0.7834	0.180811625
0.6	40315.8	2.591430283	0.924232	0.351462088
0.6	40315.8	2.849590453	1.034216	0.469709623
0.6	40315.8	3.120002921	1.121728	0.554211838
0.6	40315.8	3.402670905	1.192216	0.615865843
0.6	40315.8	3.697598251	1.24944	0.66141122
0.6	40315.8	4.099321004	1.308296	0.703530028
0.6	40315.8	4.652528209	1.364712	0.738316108
0.6	40315.8	5.424026734	1.413296	0.761514913
0.6	40315.8	6.515409401	1.447936	0.768932533
0.6	40315.8	8.083672512	1.463584	0.757140193
0.6	40315.8	10.37499561	1.461288	0.724958218
0.6	40315.8	13.78058475	1.46188	0.676707305
0.6	40315.8	16	1.474856	0.651809548
0.6	42157.9	1.791574219	0.008	0.061025
0.6	42157.9	1.872784039	1.51E-01	0.061025
0.6	42157.9	1.955793859	2.75E-01	0.061025
0.6	42157.9	2.040603679	0.382008	0.061025
0.6	42157.9	2.127213499	0.476512	0.061025
0.6	42157.9	2.215623319	0.56028	0.061025
0.6	42157.9	2.700622229	0.875104	0.263782468
0.6	42157.9	3.233587976	1.070168	0.477786538
0.6	42157.9	3.814513674	1.198328	0.596722033
0.6	42157.9	4.443406828	1.28452	0.665617258
0.6	42157.9	5.120259314	1.342472	0.705238903
0.6	42157.9	5.845079876	1.38064	0.726455413
0.6	42157.9	6.859045764	1.409784	0.736521238
0.6	42157.9	8.29839216	1.425664	0.731705518
0.6	42157.9	10.37433209	1.428328	0.709812073
0.6	42157.9	13.41916612	1.432368	0.672807763
0.6	42157.9	16	1.449552	0.64680089
0.6	44000	1.895974779	0.008	0.061025
0.6	44000	1.979491419	1.39E-01	0.061025
0.6	44000	2.064808059	2.53E-01	0.061025
0.6	44000	2.151924699	3.54E-01	0.061025
0.6	44000	2.240841339	0.443336	0.061025
0.6	44000	2.331557979	0.523088	0.061025
0.6	44000	2.471360067	0.628128	0.061025
0.6	44000	2.61523234	0.718472	0.061025
0.6	44000	2.763178123	0.796872	0.139385188
0.6	44000	2.915190856	0.865392	0.224478343
0.6	44000	3.071273775	0.925624	0.295745045
0.6	44000	3.231426879	0.978824	0.35591288
0.6	44000	3.445712325	1.039088	0.420879898
0.6	44000	3.73456398	1.104968	0.487918513
0.6	44000	4.127451382	1.173784	0.553261483
0.6	44000	4.66757877	1.241416	0.612303665
0.6	44000	5.419379138	1.3024	0.659970253
0.6	44000	6.480608856	1.350464	0.691221718
0.6	44000	8.001968001	1.38016	0.70182005
0.6	44000	10.21933204	1.391416	0.689775238
0.6	44000	13.50680103	1.401808	0.658384858
0.6	44000	16	1.421376	0.63738554
0.8	9000	1.028049989	8.01E-03	0.061025
0.8	9000	1.040695821	2.23E-01	0.061025
0.8	9000	1.053418955	3.62E-01	0.410670748
0.8	9000	1.066219391	0.465712	0.62120084
0.8	9000	1.07909713	0.549376	0.727452073
0.8	9000	1.09205008	0.62	0.782828443
0.8	9000	1.10508241	0.681512	0.811080005
0.8	9000	1.118192043	0.736264	0.823964923
0.8	9000	1.131378978	0.785784	0.827781778
0.8	9000	1.144643214	0.831112	0.826101568
0.8	9000	1.157984753	0.873	0.821047708
0.8	9000	1.175441936	0.923184	0.811517698
0.8	9000	1.198335249	0.982536	0.79657331
0.8	9000	1.228424206	1.051744	0.775666603
0.8	9000	1.268098958	1.131248	0.74880419
0.8	9000	1.320619269	1.221104	0.71660678
0.8	9000	1.390486698	1.320784	0.680220973
0.8	9000	1.484008804	1.428912	0.641087735
0.8	9000	1.610137664	1.542872	0.600321695
0.8	9000	1.781792486	1.65836	0.559003303
0.8	9000	2.017939574	1.768928	0.517915333
0.8	9000	2.346895314	1.86588	0.477401765
0.8	9000	2.811651533	1.939088	0.437406373
0.8	9000	3.478560708	1.979456	0.397642505
0.8	9000	4.451551417	1.982808	0.35792384
0.8	9000	5.895591911	1.953	0.318530413
0.8	9000	8.075611265	1.901912	0.280362965
0.8	9000	11.42131765	1.846816	0.24447659
0.8	9000	16	1.810312	0.213969313
0.8	10842.1	1.040924346	0.008	0.061025
0.8	10842.1	1.060333576	2.73E-01	0.061025
0.8	10842.1	1.079922091	0.441192	0.430498108
0.8	10842.1	1.099689893	0.565704	0.63527756
0.8	10842.1	1.119636981	0.665232	0.736772608
0.8	10842.1	1.139763354	0.748712	0.788669488
0.8	10842.1	1.16006686	0.820984	0.814463578
0.8	10842.1	1.180551787	0.884944	0.825646235
0.8	10842.1	1.201216	0.942456	0.828304363
0.8	10842.1	1.222059499	0.994792	0.825862325
0.8	10842.1	1.243082284	1.042864	0.820336595
0.8	10842.1	1.270679036	1.100064	0.810503398
0.8	10842.1	1.30700913	1.167096	0.795522628
0.8	10842.1	1.35500309	1.244296	0.77494226
0.8	10842.1	1.418688242	1.331512	0.748849393
0.8	10842.1	1.50366699	1.427816	0.717796378
0.8	10842.1	1.617831364	1.531208	0.682494328
0.8	10842.1	1.772492823	1.638224	0.644025898
0.8	10842.1	1.984103251	1.743464	0.603426335
0.8	10842.1	2.277032712	1.839336	0.561466288
0.8	10842.1	2.687983203	1.916496	0.518534938
0.8	10842.1	3.273157601	1.965552	0.474708358
0.8	10842.1	4.119966253	1.980336	0.429994265
0.8	10842.1	5.366306608	1.961376	0.38474105
0.8	10842.1	7.232415169	1.917208	0.339940963
0.8	10842.1	10.07387608	1.862704	0.297019535
0.8	10842.1	14.47000517	1.816448	0.256606295
0.8	10842.1	16	1.808168	0.246119315
0.8	12684.2	1.056422175	0.008	0.061025
0.8	12684.2	1.083460319	3.15E-01	0.061025
0.8	12684.2	1.110840113	0.508584	0.426117875
0.8	12684.2	1.138563691	0.650944	0.631491575
0.8	12684.2	1.166626811	0.764016	0.733772705
0.8	12684.2	1.195031581	0.858256	0.786550483
0.8	12684.2	1.223778	0.939304	0.81325634
0.8	12684.2	1.252866069	1.010552	0.825349663
0.8	12684.2	1.282295788	1.074176	0.828897508
0.8	12684.2	1.312067157	1.131672	0.82731542
0.8	12684.2	1.342180176	1.184104	0.822616565
0.8	12684.2	1.381837866	1.245976	0.813805385
0.8	12684.2	1.434257736	1.317632	0.800068235
0.8	12684.2	1.503860742	1.398888	0.780848353
0.8	12684.2	1.596811323	1.488704	0.75592634
0.8	12684.2	1.721811104	1.584912	0.725657203
0.8	12684.2	1.89135382	1.683752	0.690738823
0.8	12684.2	2.123659169	1.779536	0.651996973
0.8	12684.2	2.445767571	1.864552	0.610157098
0.8	12684.2	2.898496035	1.92972	0.565703195
0.8	12684.2	3.544480217	1.966616	0.518911993
0.8	12684.2	4.481337585	1.970728	0.47012747
0.8	12684.2	5.863299031	1.944376	0.420154453
0.8	12684.2	7.937100406	1.897272	0.370490135
0.8	12684.2	11.10159759	1.844672	0.322832368
0.8	12684.2	16	1.805224	0.27738842
0.8	14526.3	1.074676396	0.008	0.061025
0.8	14526.3	1.111833169	3.62E-01	0.061025
0.8	14526.3	1.149621418	0.58312	0.436428455
0.8	14526.3	1.188041141	0.743504	0.638120908
0.8	14526.3	1.227090123	0.86976	0.737764858
0.8	14526.3	1.26677276	0.974072	0.788880065
0.8	14526.3	1.307086872	1.063016	0.81462785
0.8	14526.3	1.348032458	1.140504	0.826244893
0.8	14526.3	1.389609519	1.209064	0.82964831
0.8	14526.3	1.431818055	1.270432	0.828146705
0.8	14526.3	1.474658066	1.325824	0.823642993
0.8	14526.3	1.531292402	1.390408	0.81506885
0.8	14526.3	1.606513155	1.463992	0.80152574
0.8	14526.3	1.706999736	1.545528	0.78240398
0.8	14526.3	1.842184567	1.632768	0.75748307
0.8	14526.3	2.025629177	1.721872	0.726927283
0.8	14526.3	2.277120234	1.807112	0.691163285
0.8	14526.3	2.62605266	1.88092	0.650697125
0.8	14526.3	3.116834888	1.934784	0.605980828
0.8	14526.3	3.817666593	1.961328	0.55744106
0.8	14526.3	4.834914936	1.957416	0.505736015
0.8	14526.3	6.336753979	1.92648	0.452119235
0.8	14526.3	8.592349675	1.878712	0.398532223
0.8	14526.3	12.03704861	1.829304	0.346829383
0.8	14526.3	16	1.801352	0.307602433
0.8	16368.4	1.095844674	0.008	0.061025
0.8	16368.4	1.159554234	0.489856	0.167318128
0.8	16368.4	1.225063794	0.762744	0.575008295
0.8	16368.4	1.292373354	0.952512	0.729943723
0.8	16368.4	1.361482914	1.097704	0.794957045
0.8	16368.4	1.432392474	1.214776	0.821616598
0.8	16368.4	1.4883756	1.291464	0.829109188
0.8	16368.4	1.545434354	1.358904	0.830126795
0.8	16368.4	1.603566342	1.418776	0.82717871
0.8	16368.4	1.662768986	1.472304	0.82176764
0.8	16368.4	1.723047397	1.5204	0.814822993
0.8	16368.4	1.784396371	1.5638	0.80693681
0.8	16368.4	1.865756569	1.614128	0.79588976
0.8	16368.4	1.974238566	1.670744	0.780936553
0.8	16368.4	2.119842817	1.731984	0.761404663
0.8	16368.4	2.316876693	1.794768	0.7367693
0.8	16368.4	2.586104611	1.854424	0.706695305
0.8	16368.4	2.958221123	1.904768	0.67104266
0.8	16368.4	3.479355282	1.938968	0.62985767
0.8	16368.4	4.220000582	1.951288	0.583450138
0.8	16368.4	5.289599808	1.939432	0.532597325
0.8	16368.4	6.860501994	1.906448	0.4787843
0.8	16368.4	9.207601566	1.86104	0.42413999
0.8	16368.4	12.77414792	1.816608	0.370494545
0.8	16368.4	16	1.796424	0.336586055
0.8	18210.55	1.120113189	0.008	0.061025
0.8	18210.55	1.184514429	0.457192	0.061025
0.8	18210.55	1.250715669	0.72828	0.452698048
0.8	18210.55	1.318716909	0.920392	0.647601305
0.8	18210.55	1.388518149	1.068208	0.742902508
0.8	18210.55	1.460119389	1.187528	0.791621983
0.8	18210.55	1.517146476	1.266296	0.812094305
0.8	18210.55	1.575265969	1.33544	0.823335395
0.8	18210.55	1.634480427	1.396704	0.82854581
0.8	18210.55	1.694784782	1.451368	0.829721075
0.8	18210.55	1.756181544	1.500408	0.82814891
0.8	18210.55	1.818673411	1.544584	0.82468265
0.8	18210.55	1.901541713	1.595728	0.818273818
0.8	18210.55	2.012034445	1.653152	0.807941188
0.8	18210.55	2.160338496	1.715112	0.792721175
0.8	18210.55	2.361016634	1.778496	0.771783598
0.8	18210.55	2.635219769	1.838592	0.744511055
0.8	18210.55	3.014199461	1.889256	0.710548543
0.8	18210.55	3.544920778	1.923744	0.669824398
0.8	18210.55	4.299165874	1.936504	0.622644013
0.8	18210.55	5.388359409	1.92544	0.56989931
0.8	18210.55	6.987975936	1.893712	0.51330578
0.8	18210.55	9.377865029	1.85004	0.455281205
0.8	18210.55	13.00927314	1.8078	0.39785198
0.8	18210.55	16	1.790328	0.36416399
0.8	20052.65	1.147700831	0.008	0.061025
0.8	20052.65	1.212879311	0.42548	0.061025
0.8	20052.65	1.279857791	0.691952	0.32442548
0.8	20052.65	1.348636271	0.8848	0.550447903
0.8	20052.65	1.419214751	1.03444	0.672720665
0.8	20052.65	1.491593231	1.155624	0.742611448
0.8	20052.65	1.565639075	1.256392	0.7833389
0.8	20052.65	1.641476002	1.341952	0.806898223
0.8	20052.65	1.719109078	1.415568	0.819801883
0.8	20052.65	1.798533117	1.47952	0.825841378
0.8	20052.65	1.879753424	1.535456	0.827335265
0.8	20052.65	1.962764574	1.584608	0.82575428
0.8	20052.65	2.073363847	1.639952	0.820641988
0.8	20052.65	2.221673719	1.699856	0.81077792
0.8	20052.65	2.422131942	1.761368	0.794995633
0.8	20052.65	2.695674706	1.820024	0.77231831
0.8	20052.65	3.073149242	1.869952	0.742059095
0.8	20052.65	3.600832627	1.904688	0.703900468
0.8	20052.65	4.349297737	1.918808	0.658017725
0.8	20052.65	5.427874848	1.910072	0.60529397
0.8	20052.65	7.008451433	1.881184	0.547546123
0.8	20052.65	9.364744475	1.840264	0.487391518
0.8	20052.65	12.93753135	1.800112	0.427115638
0.8	20052.65	16	1.782912	0.390163145
0.8	21894.75	1.17886392	0.008	0.061025
0.8	21894.75	1.24490922	0.395152	0.061025
0.8	21894.75	1.31275452	0.65468	0.195753808
0.8	21894.75	1.38239982	0.846616	0.44395412
0.8	21894.75	1.45384512	0.997112	0.588838055
0.8	21894.75	1.52709042	1.119616	0.677964155
0.8	21894.75	1.639877453	1.266536	0.754443478
0.8	21894.75	1.756679858	1.382808	0.793920695
0.8	21894.75	1.877502848	1.476952	0.81341069
0.8	21894.75	2.002341032	1.554264	0.821374048
0.8	21894.75	2.131197059	1.618304	0.822364093
