,NC,WC,PRC,ETAC
0,50415.7143,0.059899999999999995,1.3042999999999998,0.6335999999999999
1,52103.873191836734,0.05975302251540273,1.3327401432695702,0.6328773607007302
2,53792.03208367347,0.059606045030805466,1.361180286539141,0.6321547214014602
3,55480.1909755102,0.05945906754620821,1.3896204298087114,0.6314320821021904
4,57168.34986734694,0.059312090061610936,1.4180605730782818,0.6307094428029205
5,58856.50875918368,0.05916511257701368,1.4465007163478525,0.6299868035036505
6,60544.66765102041,0.059018135092416414,1.474940859617423,0.6292641642043808
7,62232.82654285715,0.05887115760781915,1.5033810028869932,0.6285415249051108
8,63920.98543469388,0.05872418012322189,1.5318211461565638,0.627818885605841
9,65609.14432653062,0.06126021549202246,1.5670382503888438,0.631355987722608
10,67297.30321836735,0.06432456499293834,1.6035898112357683,0.6357318788099159
11,68985.46211020408,0.06738891449385422,1.640141372082693,0.6401077698972238
12,70673.62100204082,0.0704532639947701,1.6766929329296176,0.6444836609845317
13,72361.77989387755,0.07351761349568599,1.7132444937765423,0.6488595520718395
14,74049.93878571429,0.07658196299660186,1.749796054623467,0.6532354431591475
15,75738.09767755102,0.07964631249751775,1.7863476154703917,0.6576113342464552
16,77426.25656938776,0.08271066199843363,1.8228991763173163,0.6619872253337631
17,79114.41546122449,0.08556372135486733,1.8667642905097397,0.6642034709840984
18,80802.57435306122,0.08831604036872545,1.9141164100770498,0.665390026292295
19,82490.73324489797,0.09106835938258358,1.9614685296443601,0.6665765816004916
20,84178.8921367347,0.0938206783964417,2.0088206492116703,0.6677631369086883
21,85867.05102857144,0.09657299741029982,2.05617276877898,0.6689496922168848
22,87555.20992040818,0.09932531642415793,2.1035248883462905,0.6701362475250814
23,89243.36881224491,0.10207763543801604,2.1508770079136004,0.671322802833278
24,90931.52770408164,0.10482995445187415,2.1982291274809107,0.6725093581414747
25,92619.68659591838,0.10761807717450839,2.252432922514272,0.6723449199460411
26,94307.84548775511,0.11044168687785312,2.31342778147397,0.6708414394546497
27,95996.00437959185,0.11326529658119786,2.374422640433668,0.6693379589632583
28,97684.16327142858,0.1160889062845426,2.435417499393366,0.667834478471867
29,99372.32216326531,0.11891251598788732,2.496412358353064,0.6663309979804757
30,101060.48105510205,0.12173612569123204,2.557407217312762,0.6648275174890843
31,102748.63994693878,0.12455973539457679,2.61840207627246,0.6633240369976929
32,104436.79883877552,0.12738334509792154,2.6793969352321576,0.6618205565063016
33,106124.95773061225,0.13101287170866605,2.745284221343645,0.6615402755890328
34,107813.11662244899,0.13634553125291396,2.821510605357745,0.6638449652311444
35,109501.27551428572,0.1416781907971619,2.897736989371846,0.6661496548732563
36,111189.43440612245,0.14701085034140987,2.9739633733859465,0.6684543445153681
37,112877.59329795919,0.15234350988565779,3.0501897574000463,0.6707590341574798
38,114565.75218979592,0.15767616942990573,3.126416141414147,0.6730637237995916
39,116253.91108163266,0.16300882897415364,3.2026425254282467,0.6753684134417033
40,117942.06997346939,0.16834148851840158,3.2788689094423473,0.677673103083815
41,119630.22886530613,0.17341843339511165,3.358115048194895,0.6791401907549333
42,121318.38775714286,0.1771911292207227,3.4527631671705334,0.6763351669105666
43,123006.5466489796,0.1809638250463337,3.547411286146171,0.6735301430661998
44,124694.70554081633,0.18473652087194478,3.6420594051218096,0.6707251192218333
45,126382.86443265306,0.18850921669755583,3.736707524097448,0.6679200953774667
46,128071.0233244898,0.19228191252316684,3.831355643073086,0.6651150715330999
47,129759.18221632653,0.19605460834877791,3.926003762048724,0.6623100476887332
48,131447.34110816327,0.19982730417438896,4.020651881024362,0.6595050238443666
49,133135.5,0.2036,4.1153,0.6567
50,50415.7143,0.061587755102040814,1.3023528481197608,0.6388042086074561
51,52103.873191836734,0.061559259467271955,1.3309253879539338,0.6384413294994862
52,53792.03208367347,0.0615307638325031,1.3594979277881065,0.6380784503915161
53,55480.1909755102,0.061502268197734244,1.3880704676222795,0.6377155712835461
54,57168.34986734694,0.06147377256296539,1.4166430074564524,0.6373526921755761
55,58856.50875918368,0.06144527692819653,1.4452155472906254,0.6369898130676059
56,60544.66765102041,0.061416781293427675,1.4737880871247984,0.636626933959636
57,62232.82654285715,0.061388285658658816,1.502360626958971,0.6362640548516659
58,63920.98543469388,0.061359790023889964,1.5309331667931438,0.635901175743696
59,65609.14432653062,0.06396986579760758,1.5659857913453092,0.6393468073712651
60,67297.30321836735,0.06709950470421645,1.602314414381598,0.6435423757877506
61,68985.46211020408,0.07022914361082533,1.6386430374178869,0.6477379442042361
62,70673.62100204082,0.07335878251743419,1.6749716604541756,0.6519335126207215
63,72361.77989387755,0.07648842142404305,1.7113002834904645,0.6561290810372071
64,74049.93878571429,0.07961806033065191,1.7476289065267532,0.6603246494536926
65,75738.09767755102,0.08274769923726079,1.783957529563042,0.6645202178701781
66,77426.25656938776,0.08587733814386965,1.8202861525993308,0.6687157862866635
67,79114.41546122449,0.0887935686670997,1.8640946812718517,0.670819806470968
68,80802.57435306122,0.09160804889950211,1.9114695298883215,0.6719266041585032
69,82490.73324489797,0.09442252913190452,1.958844378504792,0.6730334018460384
70,84178.8921367347,0.09723700936430692,2.006219227121262,0.6741401995335738
71,85867.05102857144,0.1000514895967093,2.0535940757377316,0.675246997221109
72,87555.20992040818,0.1028659698291117,2.100968924354202,0.6763537949086442
73,89243.36881224491,0.1056804500615141,2.1483437729706716,0.6774605925961795
74,90931.52770408164,0.10849493029391649,2.1957186215871416,0.6785673902837147
75,92619.68659591838,0.11133967853688793,2.2499274982305124,0.6784114263179601
76,94307.84548775511,0.11421442703245688,2.3109099474744843,0.6770038713867979
77,95996.00437959185,0.1170891755280258,2.3718923967184566,0.6755963164556352
78,97684.16327142858,0.11996392402359474,2.432874845962429,0.6741887615244728
79,99372.32216326531,0.12283867251916367,2.4938572952064013,0.6727812065933103
80,101060.48105510205,0.1257134210147326,2.5548397444503737,0.6713736516621478
81,102748.63994693878,0.12858816951030153,2.615822193694346,0.6699660967309854
82,104436.79883877552,0.13146291800587045,2.676804642938318,0.6685585417998229
83,106124.95773061225,0.13511534451461613,2.742370630850255,0.6682627238354896
84,107813.11662244899,0.14041122709648993,2.817622946950272,0.670316324060817
85,109501.27551428572,0.14570710967836376,2.8928752630502887,0.6723699242861443
86,111189.43440612245,0.15100299226023756,2.968127579150306,0.6744235245114717
87,112877.59329795919,0.15629887484211136,3.0433798952503226,0.676477124736799
88,114565.75218979592,0.16159475742398519,3.1186322113503393,0.6785307249621263
89,116253.91108163266,0.166890640005859,3.1938845274503564,0.6805843251874536
90,117942.06997346939,0.17218652258773282,3.2691368435503736,0.6826379254127809
91,119630.22886530613,0.17722788375685145,3.3475069960385264,0.6838790847399342
92,121318.38775714286,0.1809710819607144,3.4417793851479224,0.6809764642803434
93,123006.5466489796,0.18471428016457736,3.5360517742573174,0.6780738438207524
94,124694.70554081633,0.1884574783684403,3.630324163366714,0.6751712233611615
95,126382.86443265306,0.19220067657230328,3.7245965524761093,0.6722686029015708
96,128071.0233244898,0.19594387477616623,3.8188689415855044,0.6693659824419798
97,129759.18221632653,0.1996870729800292,3.9131413306949,0.6664633619823889
98,131447.34110816327,0.20343027118389215,4.007413719804296,0.6635607415227981
99,133135.5,0.2071734693877551,4.101686108913691,0.6606581210632071
100,50415.7143,0.06327551020408162,1.300426892731281,0.6437981614954768
101,52103.873191836734,0.06336549641914117,1.3290690979225683,0.6438134548815664
102,53792.03208367347,0.06345548263420073,1.357711303113855,0.6438287482676557
103,55480.1909755102,0.06354546884926028,1.3863535083051421,0.6438440416537452
104,57168.34986734694,0.06363545506431983,1.4149957134964293,0.6438593350398347
105,58856.50875918368,0.06372544127937937,1.4436379186877164,0.6438746284259241
106,60544.66765102041,0.06381542749443893,1.4722801238790035,0.6438899218120137
107,62232.82654285715,0.06390541370949848,1.5009223290702904,0.6439052151981031
108,63920.98543469388,0.06399539992455802,1.5295645342615776,0.6439205085841927
109,65609.14432653062,0.06667951610319273,1.5644484897904891,0.6473078754748882
110,67297.30321836735,0.06987444441549456,1.6005615131967037,0.6513592399624493
111,68985.46211020408,0.07306937272779643,1.6366745366029185,0.6554106044500103
112,70673.62100204082,0.07626430104009826,1.672787560009133,0.6594619689375713
113,72361.77989387755,0.07945922935240012,1.708900583415348,0.6635133334251323
114,74049.93878571429,0.08265415766470197,1.7450136068215625,0.6675646979126932
115,75738.09767755102,0.0858490859770038,1.781126630227777,0.6716160624002543
116,77426.25656938776,0.08904401428930565,1.8172396536339919,0.6756674268878152
117,79114.41546122449,0.09202341597933208,1.8609686997769677,0.6776732852103663
118,80802.57435306122,0.09490005743027874,1.9083289646946984,0.6787038732839972
119,82490.73324489797,0.09777669888122545,1.9556892296124293,0.6797344613576279
120,84178.8921367347,0.10065334033217213,2.0030494945301602,0.6807650494312588
121,85867.05102857144,0.10352998178311879,2.0504097594478905,0.6817956375048895
122,87555.20992040818,0.10640662323406547,2.0977700243656217,0.6828262255785204
123,89243.36881224491,0.10928326468501214,2.1451302892833524,0.6838568136521511
124,90931.52770408164,0.11215990613595882,2.192490554201083,0.684887401725782
