% kg/s,%PRC
0.0755,1.013903909
0.075375,1.010643221
0.075375,1.010643221
0.075375,1.010643221
0.0743125,1.011260219
0.0743125,1.011260219
0.07475,1.009871973
0.07475,1.009871973
0.07475,1.009871973
0.07475,1.009871973
0.07475,1.010334722
0.07475,1.010334722
0.07475,1.010334722
0.0746875,1.010643221
0.0746875,1.010643221
0.0746875,1.010643221
0.0745625,1.013265464
0.0745625,1.013265464
0.0745625,1.013265464
0.0749375,1.011414469
0.0749375,1.011414469
0.0749375,1.011414469
0.0745,1.012494216
0.0745,1.012494216
0.0745,1.012494216
0.0751875,1.012494216
0.0751875,1.01095172
0.0751875,1.01095172
0.0751875,1.01095172
0.0755,1.011260219
0.0755,1.011260219
0.0755,1.011260219
0.0755625,1.01079747
0.0755625,1.008774631
0.0755625,1.008774631
0.0755625,1.00862069
0.0755625,1.00862069
0.0755625,1.00862069
0.0759375,1.008004926
0.0759375,1.008004926
0.0759375,1.008004926
0.0750625,1.010314039
0.0750625,1.010314039
0.0750625,1.010314039
0.0755,1.008774631
0.0755,1.008774631
0.0755,1.008774631
0.075875,1.008312808
0.075875,1.008312808
0.075875,1.008312808
0.0755,1.009082512
0.0755,1.009082512
0.0755,1.009082512
0.0755,1.009082512
0.07575,1.010775862
0.07575,1.010775862
0.07575,1.010775862
0.0760625,1.009236453
0.0760625,1.009236453
0.0760625,1.009236453
0.075,1.010160099
0.075,1.010160099
0.075,1.010160099
0.0755625,1.008774631
0.0755625,1.008774631
0.0755625,1.00908531
0.0755,1.008469356
0.0755,1.008469356
0.0755,1.008469356
0.075125,1.008623345
0.075125,1.008623345
0.075125,1.008623345
0.07525,1.010625192
0.07525,1.010625192
0.07525,1.010625192
0.07525,1.010625192
0.075625,1.009393286
0.075625,1.009393286
0.0745625,1.010009239
0.0745625,1.010009239
0.0745625,1.010009239
0.0745625,1.010009239
0.0755625,1.010163228
0.0755625,1.010163228
0.0755625,1.010163228
0.0758125,1.010317216
0.0758125,1.010317216
0.0758125,1.010317216
0.0754375,1.008623345
0.0754375,1.008623345
0.0754375,1.008623345
0.0754375,1.010317216
0.0754375,1.010317216
0.0754375,1.010317216
0.0758125,1.008777333
0.0758125,1.008777333
0.0758125,1.008777333
0.07475,1.011561585
0.07475,1.011561585
0.07475,1.011561585
0.075375,1.010944967
0.075375,1.010944967
0.075375,1.010944967
0.075375,1.010944967
0.07575,1.010174195
0.07575,1.010174195
0.07575,1.010174195
0.0751875,1.008940959
0.0751875,1.008940959
0.0751875,1.008940959
0.07525,1.010636658
0.07525,1.010636658
0.07525,1.010636658
0.0758125,1.009865886
0.0758125,1.009865886
0.0758125,1.009865886
0.0749375,1.011099121
0.0749375,1.011099121
0.0749375,1.011099121
0.0749375,1.009095113
0.0749375,1.009095113
0.0749375,1.009095113
0.075375,1.009865886
0.075375,1.009865886
0.075375,1.009865886
0.075,1.009249268
0.075,1.009249268
0.075,1.009249268
0.075,1.009249268
0.0750625,1.011715739
0.0750625,1.011715739
0.0750625,1.011715739
0.0755625,1.009865886
0.0755625,1.009865886
0.074875,1.011869894
0.074875,1.011869894
0.074875,1.011869894
0.074875,1.011869894
0.0751875,1.011253276
0.0751875,1.011253276
0.0751875,1.011253276
0.075875,1.010482503
0.075875,1.010482503
0.075875,1.010482503
0.075625,1.009865886
0.075625,1.009865886
0.075625,1.009865886
0.0755625,1.011253276
0.0755625,1.011253276
0.0755625,1.011253276
0.075875,1.009403422
0.075875,1.009403422
0.075875,1.009403422
0.075875,1.009403422
0.0746875,1.011099121
0.0746875,1.011099121
0.0746875,1.011099121
0.0749375,1.010790812
0.0749375,1.010790812
0.0749375,1.010790812
0.0745,1.011561585
0.0745,1.011249807
0.0745,1.011249807
0.074375,1.010171059
0.074375,1.010171059
0.074375,1.010171059
0.074625,1.011712128
0.074625,1.011712128
0.074625,1.011712128
0.0749375,1.009554631
0.0749375,1.009554631
0.0749375,1.009554631
0.074375,1.010941593
0.074375,1.010941593
0.074375,1.010941593
0.074375,1.010941593
0.074875,1.010479273
0.074875,1.010479273
0.07525,1.009862845
0.07525,1.009862845
0.07525,1.009862845
0.07525,1.009862845
0.075,1.009400524
0.075,1.009400524
0.075,1.009400524
0.075,1.010787487
0.075,1.010787487
0.075,1.010787487
0.0755,1.00909231
0.0755,1.00909231
0.0755,1.00909231
0.0746875,1.012020342
0.0746875,1.012020342
0.0746875,1.012644564
0.0753125,1.010948342
0.0753125,1.010948342
0.0753125,1.010948342
0.075625,1.010331534
0.075625,1.010331534
0.075625,1.010331534
0.075625,1.010331534
0.075,1.01233616
0.075,1.01233616
0.075,1.01233616
0.0754375,1.012798766
0.0754375,1.012798766
0.0754375,1.012798766
0.075875,1.010485736
0.075875,1.010485736
0.075875,1.010485736
0.074875,1.011873554
0.074875,1.011873554
0.074875,1.011873554
0.075125,1.01079414
0.075125,1.01079414
0.075125,1.01079414
0.075375,1.011719352
0.075375,1.011719352
0.075375,1.011719352
0.0754375,1.011719352
0.0754375,1.011719352
0.0754375,1.011719352
0.0755625,1.012952968
0.0755625,1.012952968
0.0755625,1.012952968
0.075625,1.011563367
0.075625,1.011563367
0.075625,1.011563367
0.075625,1.011563367
0.0748125,1.01310515
0.0748125,1.01310515
0.0748125,1.01310515
0.0749375,1.010792476
0.0749375,1.010792476
0.0749375,1.010792476
0.07525,1.009713228
0.07525,1.009713228
0.07525,1.009713228
0.075125,1.010638298
0.075125,1.010638298
0.075125,1.010638298
0.0751875,1.011563367
0.0751875,1.011563367
0.0751875,1.011563367
0.0756875,1.011100833
0.0756875,1.011100833
0.0756875,1.011100833
0.074875,1.011255011
0.074875,1.011255011
0.074875,1.011255011
0.074875,1.010638298
0.074875,1.010638298
0.074875,1.010638298
0.0748125,1.011871724
0.0748125,1.011871724
0.0748125,1.011871724
0.0748125,1.011871724
0.075,1.010328349
0.075,1.010328349
0.075,1.010328349
0.0753125,1.011253276
0.0753125,1.011253276
0.0753125,1.011253276
0.0756875,1.010174195
0.0756875,1.010174195
0.0756875,1.010174195
0.075,1.01140743
0.075,1.01140743
0.075,1.01140743
0.07525,1.010328349
0.07525,1.010328349
0.07525,1.010328349
0.075,1.008940959
0.075,1.008940959
0.075,1.008940959
0.075,1.008940959
0.0748125,1.009403422
0.0748125,1.009403422
0.074875,1.011253276
0.074875,1.011253276
0.074875,1.011253276
0.074875,1.011253276
0.07525,1.010636658
0.07525,1.010636658
0.07525,1.010636658
0.0745625,1.012024048
0.0745625,1.012024048
0.0745625,1.012024048
0.075,1.010944967
0.075,1.011256746
0.075,1.011256746
0.0755,1.010485736
0.0755,1.010485736
0.0755,1.010485736
0.0755625,1.008326908
0.0755625,1.008326908
0.0755625,1.008326908
0.0763125,1.009714726
0.0763125,1.009714726
0.0763125,1.009714726
0.0763125,1.009714726
0.0774375,1.00693909
0.0774375,1.00693909
0.0774375,1.00693909
0.0769375,1.00462606
0.0769375,1.00462606
0.0769375,1.00462606
0.078625,1.000462606
0.078625,1.000462606
0.078625,1.000462606
0.0799375,0.999691596
0.0799375,0.999691596
0.0799375,0.999691596
0.0804375,0.995836546
0.0804375,0.995836546
0.0804375,0.995836546
0.0821875,0.992444102
0.0821875,0.992444102
0.0821875,0.992444102
0.084125,0.990285274
0.084125,0.990285274
0.084125,0.990590776
0.0848125,0.986580287
0.0848125,0.986580287
0.0848125,0.986580287
0.086625,0.986580287
0.086625,0.982878297
0.086625,0.982878297
0.086625,0.982878297
0.088375,0.980256054
0.088375,0.980256054
0.088375,0.980256054
0.0898125,0.978405059
0.0898125,0.978405059
0.0898125,0.978405059
0.0916875,0.975165818
0.0916875,0.975165818
0.0916875,0.975165818
0.0931875,0.973006324
0.0931875,0.973006324
0.0931875,0.973006324
0.0936875,0.972080827
0.0936875,0.972080827
0.0936875,0.972080827
0.095125,0.972235076
0.095125,0.972235076
0.095125,0.972235076
0.09675,0.968378837
0.09675,0.968378837
0.09675,0.968378837
0.0984375,0.966219343
0.0984375,0.966219343
0.0984375,0.966219343
0.0994375,0.966522678
0.0994375,0.966522678
0.0994375,0.966522678
0.0994375,0.966522678
0.1011875,0.965905585
0.1011875,0.965905585
0.1011875,0.965905585
0.101375,0.965288491
0.101375,0.965288491
0.101375,0.965288491
0.1020625,0.965905585
0.1020625,0.965905585
0.1020625,0.965905585
0.1029375,0.964517124
0.1029375,0.964517124
0.1029375,0.964517124
0.1028125,0.964671398
0.1028125,0.964671398
0.1028125,0.964671398
0.1030625,0.964671398
0.1030625,0.964671398
0.1030625,0.964671398
0.1030625,0.964671398
0.1039375,0.964825671
0.1039375,0.964825671
0.1040625,0.964362851
0.1040625,0.964362851
0.1040625,0.964362851
0.1040625,0.964362851
0.10375,0.964517124
0.10375,0.964517124
0.10375,0.964517124
0.10375,0.964500695
0.10375,0.964500695
0.10375,0.964500695
0.103875,0.965272419
0.103875,0.965272419
0.103875,0.965272419
0.1044375,0.963574626
0.1044375,0.963574626
0.1044375,0.963574626
0.10525,0.96403766
0.10525,0.96403766
0.10525,0.96403766
0.1050625,0.963574626
0.1050625,0.963574626
0.1050625,0.963574626
0.1050625,0.963574626
0.1061875,0.964500695
0.1061875,0.964500695
0.1061875,0.964500695
0.106125,0.963265936
0.106125,0.963265936
0.106125,0.963265936
0.10625,0.963265936
0.10625,0.963265936
0.10625,0.963265936
0.1065625,0.96403766
0.1065625,0.96403766
0.1065625,0.96403766
0.10725,0.963420281
0.10725,0.963420281
0.10725,0.963420281
0.106875,0.963420281
0.106875,0.962974391
0.106875,0.962974391
0.106875,0.962511571
0.106875,0.962511571
0.106875,0.962511571
0.105625,0.96204875
0.105625,0.96204875
0.105625,0.96204875
0.106875,0.961894477
0.106875,0.961894477
0.106875,0.961894477
0.106875,0.961894477
0.10825,0.961431657
0.10825,0.961431657
0.10825,0.961431657
0.10925,0.962820117
0.10925,0.962820117
0.10925,0.962820117
0.109125,0.96158593
0.109125,0.96158593
0.109125,0.96158593
0.1095625,0.961894477
0.1095625,0.961894477
0.1095625,0.961894477
0.109375,0.960351743
0.109375,0.960351743
0.109375,0.960351743
0.1090625,0.96158593
0.1090625,0.96158593
0.1090625,0.96158593
0.1095625,0.96158593
0.1095625,0.960968837
0.1095625,0.961859172
0.1100625,0.962631254
0.1100625,0.962631254
0.1100625,0.962631254
0.1100625,0.962631254
0.1100625,0.96278567
0.1100625,0.96278567
0.1100625,0.96278567
0.1104375,0.964175417
0.1104375,0.964175417
0.1104375,0.964175417
0.1100625,0.963557752
0.1100625,0.963557752
0.1100625,0.963557752
0.1099375,0.963866584
0.1099375,0.963866584
0.1099375,0.963866584
0.11075,0.962940086
0.11075,0.962940086
0.11075,0.962940086
0.1113125,0.965565164
0.1113125,0.965565164
0.1113125,0.965565164
0.111,0.965410747
0.111,0.965410747
0.111,0.965410747
0.111,0.965410747
0.1113125,0.965565164
0.1113125,0.965565164
0.1113125,0.96448425
0.1113125,0.96448425
0.1113125,0.96448425
0.110875,0.964214098
0.110875,0.964214098
0.110875,0.964214098
0.110875,0.964214098
0.1111875,0.9635971
0.1111875,0.9635971
0.1111875,0.9635971
0.1116875,0.965293845
0.1116875,0.965293845
0.1116875,0.965293845
0.112,0.964985346
0.112,0.964985346
0.112,0.964985346
0.112,0.966990591
0.112,0.966990591
0.112,0.966990591
0.1109375,0.965448095
0.1109375,0.965448095
0.1109375,0.965448095
0.110875,0.965448095
0.110875,0.966373592
0.110875,0.966373592
0.110875,0.966373592
0.1105,0.965293845
0.1105,0.965293845
0.1105,0.965293845
0.1105,0.966065093
0.1105,0.966065093
0.1105,0.966065093
0.1105625,0.96745334
0.1105625,0.96745334
0.1105625,0.96745334
0.1115625,0.967319254
0.1115625,0.967319254
0.1115625,0.967319254
0.111625,0.966086018
0.111625,0.966086018
0.111625,0.966086018
0.111625,0.967627563
0.111625,0.967627563
0.111625,0.967627563
0.112125,0.968244181
0.112125,0.968244181
0.112125,0.968244181
0.112375,0.96855249
0.112375,0.96855249
0.112375,0.96855249
0.112375,0.96855249
0.1116875,0.967473408
0.1116875,0.967473408
0.1116875,0.967473408
0.112,0.969169107
0.112,0.969169107
0.112,0.969169107
0.111125,0.968706644
0.111125,0.968706644
0.111125,0.968706644
0.1114375,0.969785725
0.1114375,0.969785725
0.1114375,0.969785725
0.1120625,0.969169107
0.1120625,0.969169107
0.1120625,0.969169107
0.113,0.970710652
0.113,0.970561036
0.113,0.970561036
0.1125625,0.970561036
0.1125625,0.970561036
0.1125625,0.970561036
0.112625,0.970715166
0.112625,0.970715166
0.112625,0.970715166
0.112625,0.970715166
0.1125625,0.971177559
0.1125625,0.971177559
0.1125625,0.971177559
0.1125625,0.972410604
0.1125625,0.972410604
0.1125625,0.972410604
0.112875,0.971639951
