0.000000000000000000e+00,8.000000000000000000e+02,8.224489795918367463e+02,8.448979591836734926e+02,8.673469387755102389e+02,8.897959183673469852e+02,9.122448979591836178e+02,9.346938775510204778e+02,9.571428571428571104e+02,9.795918367346938567e+02,1.002040816326530603e+03,1.024489795918367236e+03,1.046938775510204096e+03,1.069387755102040956e+03,1.091836734693877588e+03,1.114285714285714221e+03,1.136734693877551081e+03,1.159183673469387713e+03,1.181632653061224573e+03,1.204081632653061206e+03,1.226530612244897839e+03,1.248979591836734699e+03,1.271428571428571558e+03,1.293877551020408191e+03,1.316326530612244824e+03,1.338775510204081684e+03,1.361224489795918544e+03,1.383673469387755176e+03,1.406122448979591809e+03,1.428571428571428442e+03,1.451020408163265301e+03,1.473469387755102161e+03,1.495918367346938794e+03,1.518367346938775427e+03,1.540816326530612287e+03,1.563265306122449147e+03,1.585714285714285779e+03,1.608163265306122412e+03,1.630612244897959272e+03,1.653061224489795904e+03,1.675510204081632764e+03,1.697959183673469397e+03,1.720408163265306030e+03,1.742857142857142890e+03,1.765306122448979750e+03,1.787755102040816382e+03,1.810204081632653015e+03,1.832653061224489875e+03,1.855102040816326507e+03,1.877551020408163367e+03,1.900000000000000000e+03
1.580000000000000071e+01,6.200000000000000000e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.599387755102040920e+01,6.144139030612244596e+02,6.196428428571427958e+02,6.248717826530612456e+02,6.298271999999999480e+02,6.327995795918368458e+02,6.359157120328650308e+02,6.392530027034190425e+02,6.425902933739729406e+02,6.459275840445268386e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.618775510204081769e+01,6.088278061224489193e+02,6.140567459183673691e+02,6.192856857142855915e+02,6.245146255102040413e+02,6.297435653061224912e+02,6.349725051020408273e+02,6.396544000000000096e+02,6.426267795918366801e+02,6.455991591836734642e+02,6.485715387755102483e+02,6.518314240657301752e+02,6.551687147362840733e+02,6.585060054068380850e+02,6.618432960773920968e+02,6.651805867479458811e+02,6.685178774184998929e+02,6.718551680890536772e+02,6.751924587596076890e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.638163265306122440e+01,6.032417091836734926e+02,6.084706489795918287e+02,6.136995887755101649e+02,6.189285285714286147e+02,6.241574683673470645e+02,6.293864081632652869e+02,6.346153479591837367e+02,6.398442877551020729e+02,6.450732275510204090e+02,6.494816000000000713e+02,6.524539795918367417e+02,6.554263591836734122e+02,6.583987387755101963e+02,6.613711183673469804e+02,6.644098454280413080e+02,6.677471360985953197e+02,6.710844267691492178e+02,6.744217174397031158e+02,6.777590081102571276e+02,6.810962987808109119e+02,6.844335894513649237e+02,6.877708801219189354e+02,6.911081707924728335e+02,6.944454614630267315e+02,6.977827521335807432e+02,7.011200428041347550e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.657551020408163467e+01,5.976556122448978385e+02,6.028845520408162884e+02,6.081134918367346245e+02,6.133424316326529606e+02,6.185713714285714104e+02,6.238003112244898603e+02,6.290292510204080827e+02,6.342581908163265325e+02,6.394871306122447550e+02,6.447160704081632048e+02,6.499450102040815409e+02,6.551739499999998770e+02,6.593088000000000193e+02,6.622811795918366897e+02,6.652535591836734739e+02,6.682259387755102580e+02,6.711983183673469284e+02,6.741706979591835989e+02,6.771430775510204967e+02,6.803255574609063387e+02,6.836628481314603505e+02,6.870001388020143622e+02,6.903374294725681466e+02,6.936747201431221583e+02,6.970120108136761701e+02,7.003493014842300681e+02,7.036865921547839662e+02,7.070238828253378642e+02,7.103611734958917623e+02,7.136984641664457740e+02,7.170357548369997858e+02,7.203730455075536838e+02,7.237103361781074682e+02,7.270476268486614799e+02,7.303849175192154917e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.676938775510204138e+01,5.920695153061224119e+02,5.972984551020408617e+02,6.025273948979590841e+02,6.077563346938775339e+02,6.129852744897958701e+02,6.182142142857142062e+02,6.234431540816326560e+02,6.286720938775508785e+02,6.339010336734693283e+02,6.391299734693876644e+02,6.443589132653060005e+02,6.495878530612244504e+02,6.548167928571429002e+02,6.600457326530612363e+02,6.652746724489795724e+02,6.691359999999999673e+02,6.721083795918367514e+02,6.750807591836734218e+02,6.780531387755102060e+02,6.810255183673468764e+02,6.839978979591836605e+02,6.869702775510204447e+02,6.899426571428571151e+02,6.929150367346937855e+02,6.962412694937714832e+02,6.995785601643254950e+02,7.029158508348793930e+02,7.062531415054332911e+02,7.095904321759871891e+02,7.129277228465412009e+02,7.162650135170950989e+02,7.196023041876491106e+02,7.229395948582030087e+02,7.262768855287570204e+02,7.296141761993109185e+02,7.329514668698648165e+02,7.362887575404187146e+02,7.396260482109727263e+02,7.429633388815265107e+02,7.463006295520805224e+02,7.496379202226344205e+02,7.529752108931884322e+02,7.563125015637424440e+02,7.596497922342962283e+02,nan,nan,nan,nan,nan,nan
1.696326530612244810e+01,5.864834183673469852e+02,5.917123581632653213e+02,5.969412979591836574e+02,6.021702377551021073e+02,6.073991775510204434e+02,6.126281173469387795e+02,6.178570571428572293e+02,6.230859969387754518e+02,6.283149367346939016e+02,6.335438765306122377e+02,6.387728163265305739e+02,6.440017561224490237e+02,6.492306959183674735e+02,6.544596357142856959e+02,6.596885755102041458e+02,6.649175153061224819e+02,6.701464551020408180e+02,6.753753948979592678e+02,6.789632000000000289e+02,6.819355795918366994e+02,6.849079591836734835e+02,6.878803387755102676e+02,6.908527183673469381e+02,6.938250979591837222e+02,6.967974775510205063e+02,6.997698571428571768e+02,7.027422367346938472e+02,7.057146163265304040e+02,7.088196908560826159e+02,7.121569815266365140e+02,7.154942721971905257e+02,7.188315628677444238e+02,7.221688535382984355e+02,7.255061442088523336e+02,7.288434348794062316e+02,7.321807255499602434e+02,7.355180162205142551e+02,7.388553068910681532e+02,7.421925975616220512e+02,7.455298882321760630e+02,7.488671789027298473e+02,7.522044695732838591e+02,7.555417602438377571e+02,7.588790509143917689e+02,7.622163415849456669e+02,7.655536322554995650e+02,7.688909229260536904e+02,7.721371469387755724e+02,7.746730510204082520e+02,7.772089551020408180e+02
1.715714285714285836e+01,5.808973214285713311e+02,5.861262612244896673e+02,5.913552010204080034e+02,5.965841408163265669e+02,6.018130806122449030e+02,6.070420204081632392e+02,6.122709602040815753e+02,6.174998999999999114e+02,6.227288397959182475e+02,6.279577795918366974e+02,6.331867193877550335e+02,6.384156591836734833e+02,6.436445989795918194e+02,6.488735387755101556e+02,6.541024785714284917e+02,6.593314183673469415e+02,6.645603581632651640e+02,6.697892979591837275e+02,6.750182377551019499e+02,6.802471775510203997e+02,6.854761173469387359e+02,6.887903999999999769e+02,6.917627795918366473e+02,6.947351591836734315e+02,6.977075387755102156e+02,7.006799183673468860e+02,7.036522979591835565e+02,7.066246775510203406e+02,7.095970571428570111e+02,7.125694367346939089e+02,7.155418163265305793e+02,7.185141959183673634e+02,7.214865755102041476e+02,7.247354028889476467e+02,7.280726935595016585e+02,7.314099842300556702e+02,7.347472749006095682e+02,7.380845655711634663e+02,7.414218562417173644e+02,7.447591469122712624e+02,7.480964375828252741e+02,7.509601816326530752e+02,7.534960857142856412e+02,7.560319897959182072e+02,7.585678938775508868e+02,7.611037979591835665e+02,7.636397020408162462e+02,7.661756061224489258e+02,7.687115102040816055e+02,7.712474142857142851e+02
1.735102040816326507e+01,5.753112244897959044e+02,5.805401642857141269e+02,5.857691040816325767e+02,5.909980438775510265e+02,5.962269836734694763e+02,6.014559234693876988e+02,6.066848632653061486e+02,6.119138030612244847e+02,6.171427428571428209e+02,6.223716826530611570e+02,6.276006224489796068e+02,6.328295622448978293e+02,6.380585020408163928e+02,6.432874418367347289e+02,6.485163816326530650e+02,6.537453214285714012e+02,6.589742612244897373e+02,6.642032010204081871e+02,6.694321408163265232e+02,6.746610806122448594e+02,6.798900204081633092e+02,6.851189602040817590e+02,6.903478999999999814e+02,6.955768397959184313e+02,6.986176000000000386e+02,7.015899795918367090e+02,7.045623591836733794e+02,7.075347387755101636e+02,7.105071183673468340e+02,7.134794979591837318e+02,7.164518775510204023e+02,7.194242571428570727e+02,7.223966367346938569e+02,7.253690163265305273e+02,7.283413959183671977e+02,7.303793281887755029e+02,7.323375257653060544e+02,7.348550244897958237e+02,7.373909285714285033e+02,7.399268326530611830e+02,7.424627367346938627e+02,7.449986408163265423e+02,7.475345448979592220e+02,7.500704489795917880e+02,7.526063530612245813e+02,7.551422571428572610e+02,7.576781612244897133e+02,7.602140653061223929e+02,7.627499693877550726e+02,7.652858734693877523e+02
1.754489795918367534e+01,5.706126275510202959e+02,5.757957340136053972e+02,5.809788404761903848e+02,5.861619469387753725e+02,5.913450534013604738e+02,5.965281598639454614e+02,6.017112663265305628e+02,6.068943727891156641e+02,6.120774792517006517e+02,6.172605857142856394e+02,6.224436921768706270e+02,6.276267986394557283e+02,6.328099051020408297e+02,6.379930115646258173e+02,6.431761180272108049e+02,6.483592244897959063e+02,6.535423309523808939e+02,6.587254374149659952e+02,6.639085438775509829e+02,6.690916503401359705e+02,6.743039234693876551e+02,6.795328632653061049e+02,6.847618030612244411e+02,6.899907428571428909e+02,6.952196826530612270e+02,7.004486224489796768e+02,7.054724204081633161e+02,7.084447999999999865e+02,7.114171795918366570e+02,7.137128904336734649e+02,7.156219334183672345e+02,7.175309764030612314e+02,7.194400193877550009e+02,7.213490623724488842e+02,7.232581053571427674e+02,7.251671483418365369e+02,7.271253459183672021e+02,7.291695640306121504e+02,7.314293877551020842e+02,7.339652918367346501e+02,7.365011959183673298e+02,7.390370999999998958e+02,7.415730040816326891e+02,7.441089081632652551e+02,7.466448122448979348e+02,7.491807163265305007e+02,7.517166204081631804e+02,7.542525244897958601e+02,7.567884285714285397e+02,7.593243326530611057e+02
1.773877551020408205e+01,5.662140306122448692e+02,5.713971370748298568e+02,5.765802435374148445e+02,5.817633499999999458e+02,5.869464564625849334e+02,5.921295629251699211e+02,5.973126693877551361e+02,6.024957758503401237e+02,6.076788823129251114e+02,6.128619887755100990e+02,6.180450952380952003e+02,6.232282017006801880e+02,6.284113081632654030e+02,6.335944146258502769e+02,6.387775210884353783e+02,6.439606275510203659e+02,6.491437340136053535e+02,6.543268404761904549e+02,6.595099469387755562e+02,6.646930534013605438e+02,6.698761598639455315e+02,6.750592663265306328e+02,6.802423727891156204e+02,6.854254792517007218e+02,6.906085857142857094e+02,6.956313370148059221e+02,7.006405371748699054e+02,7.047693649459783956e+02,7.065916676020407294e+02,7.085007105867346127e+02,7.104097535714286096e+02,7.123187965561223791e+02,7.142278395408162623e+02,7.161368825255101456e+02,7.180459255102041425e+02,7.199549684948979120e+02,7.219131660714284635e+02,7.239573841836734118e+02,7.260016022959183601e+02,7.280458204081633085e+02,7.305396551020406832e+02,7.330755591836734766e+02,7.356114632653060426e+02,7.381473673469387222e+02,7.406832714285712882e+02,7.432191755102040815e+02,7.457550795918366475e+02,7.482909836734693272e+02,7.508268877551020068e+02,7.533627918367346865e+02
1.793265306122449232e+01,5.618154336734693288e+02,5.669985401360543165e+02,5.721816465986394178e+02,5.773647530612242917e+02,5.825478595238095068e+02,5.877309659863944944e+02,5.929140724489795957e+02,5.980971789115645834e+02,6.032802853741495710e+02,6.084633918367346723e+02,6.136464982993196600e+02,6.188296047619046476e+02,6.240127112244897489e+02,6.291958176870746229e+02,6.343789241496597242e+02,6.395620306122448255e+02,6.447451370748299269e+02,6.499282435374150282e+02,6.551113499999999021e+02,6.602944564625850035e+02,6.654775629251701048e+02,6.705522602641055983e+02,6.755614604241696952e+02,6.805706605842335648e+02,6.855798607442977755e+02,6.905890609043616450e+02,6.955982610644257420e+02,6.997270888355342322e+02,7.015082569027609907e+02,7.032894249699878628e+02,7.051975737244897573e+02,7.071066167091835268e+02,7.090156596938775238e+02,7.109247026785712933e+02,7.128337456632651765e+02,7.147427886479590597e+02,7.167009862244896112e+02,7.187452043367345595e+02,7.207894224489793942e+02,7.228336405612244562e+02,7.248778586734692908e+02,7.271140183673469437e+02,7.296499224489796234e+02,7.321858265306121893e+02,7.347217306122447553e+02,7.372576346938774350e+02,7.397935387755101146e+02,7.423294428571427943e+02,7.448653469387754740e+02,7.474012510204081536e+02
