Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	1.5000	24.292	0.041165	153.78	215.53	5.5047	0.65886	0.95309	295.50	3.8305	1.7746e-05	0.022535	vapor
-20.000	1.5000	23.254	0.043003	160.54	225.04	5.5430	0.65882	0.94958	301.99	3.5588	1.8310e-05	0.023328	vapor
-10.000	1.5000	22.306	0.044830	167.28	234.52	5.5798	0.65907	0.94687	308.29	3.3131	1.8868e-05	0.024119	vapor
0.0000	1.5000	21.437	0.046649	174.01	243.98	5.6151	0.65958	0.94482	314.41	3.0899	1.9421e-05	0.024909	vapor
10.000	1.5000	20.636	0.048460	180.73	253.42	5.6490	0.66033	0.94336	320.36	2.8861	1.9968e-05	0.025698	vapor
20.000	1.5000	19.895	0.050264	187.45	262.85	5.6817	0.66131	0.94239	326.16	2.6991	2.0510e-05	0.026486	vapor
30.000	1.5000	19.207	0.052063	194.18	272.27	5.7133	0.66251	0.94188	331.82	2.5271	2.1046e-05	0.027273	vapor
40.000	1.5000	18.568	0.053856	200.90	281.69	5.7439	0.66390	0.94176	337.35	2.3682	2.1576e-05	0.028061	vapor
50.000	1.5000	17.971	0.055645	207.64	291.11	5.7735	0.66549	0.94200	342.75	2.2210	2.2100e-05	0.028849	vapor
60.000	1.5000	17.412	0.057430	214.39	300.53	5.8022	0.66726	0.94257	348.03	2.0843	2.2619e-05	0.029638	vapor
70.000	1.5000	16.889	0.059211	221.14	309.96	5.8301	0.66920	0.94342	353.21	1.9571	2.3133e-05	0.030427	vapor
80.000	1.5000	16.396	0.060989	227.92	319.40	5.8572	0.67130	0.94454	358.27	1.8384	2.3641e-05	0.031218	vapor
90.000	1.5000	15.933	0.062764	234.71	328.85	5.8836	0.67354	0.94590	363.24	1.7275	2.4144e-05	0.032009	vapor
100.00	1.5000	15.495	0.064536	241.52	338.32	5.9093	0.67591	0.94747	368.11	1.6236	2.4641e-05	0.032802	vapor
110.00	1.5000	15.082	0.066305	248.34	347.80	5.9344	0.67841	0.94924	372.89	1.5263	2.5134e-05	0.033596	vapor
120.00	1.5000	14.690	0.068072	255.20	357.30	5.9589	0.68102	0.95118	377.59	1.4348	2.5622e-05	0.034391	vapor
130.00	1.5000	14.319	0.069837	262.07	366.83	5.9828	0.68372	0.95328	382.21	1.3488	2.6105e-05	0.035187	vapor
140.00	1.5000	13.966	0.071601	268.97	376.37	6.0062	0.68651	0.95551	386.75	1.2678	2.6583e-05	0.035984	vapor
150.00	1.5000	13.631	0.073362	275.89	385.94	6.0291	0.68938	0.95787	391.22	1.1915	2.7057e-05	0.036782	vapor
160.00	1.5000	13.312	0.075122	282.84	395.53	6.0515	0.69232	0.96033	395.62	1.1195	2.7526e-05	0.037582	vapor
170.00	1.5000	13.007	0.076881	289.82	405.14	6.0734	0.69531	0.96288	399.95	1.0515	2.7991e-05	0.038381	vapor
180.00	1.5000	12.717	0.078638	296.83	414.79	6.0949	0.69835	0.96552	404.22	0.98713	2.8452e-05	0.039182	vapor
190.00	1.5000	12.439	0.080393	303.86	424.45	6.1160	0.70143	0.96822	408.43	0.92625	2.8908e-05	0.039983	vapor
200.00	1.5000	12.173	0.082148	310.93	434.15	6.1367	0.70454	0.97098	412.59	0.86858	2.9361e-05	0.040784	vapor
210.00	1.5000	11.919	0.083901	318.02	443.87	6.1571	0.70767	0.97378	416.69	0.81390	2.9809e-05	0.041585	vapor
220.00	1.5000	11.675	0.085654	325.15	453.63	6.1771	0.71081	0.97662	420.73	0.76201	3.0254e-05	0.042386	vapor
230.00	1.5000	11.441	0.087405	332.30	463.41	6.1967	0.71396	0.97949	424.73	0.71274	3.0694e-05	0.043186	vapor
240.00	1.5000	11.216	0.089156	339.48	473.22	6.2160	0.71712	0.98238	428.68	0.66592	3.1131e-05	0.043986	vapor
250.00	1.5000	11.000	0.090906	346.70	483.05	6.2350	0.72027	0.98529	432.59	0.62138	3.1565e-05	0.044785	vapor
260.00	1.5000	10.793	0.092655	353.94	492.92	6.2537	0.72341	0.98820	436.45	0.57899	3.1994e-05	0.045584	vapor
