Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
10.000	3.0000	1001.1	0.00099892	41.945	44.941	0.15081	4.1789	4.1843	1452.0	-0.23232	0.0013028	0.58145	liquid
20.000	3.0000	999.53	0.0010005	83.730	86.732	0.29586	4.1464	4.1751	1487.1	-0.22480	0.0010004	0.59979	liquid
30.000	3.0000	996.94	0.0010031	125.45	128.46	0.43584	4.1081	4.1720	1514.1	-0.21815	0.00079708	0.61681	liquid
40.000	3.0000	993.48	0.0010066	167.16	170.18	0.57124	4.0652	4.1723	1534.0	-0.21206	0.00065321	0.63195	liquid
50.000	3.0000	989.30	0.0010108	208.88	211.92	0.70243	4.0188	4.1747	1547.8	-0.20634	0.00054735	0.64494	liquid
60.000	3.0000	984.46	0.0010158	250.63	253.68	0.82971	3.9698	4.1786	1556.3	-0.20083	0.00046705	0.65577	liquid
70.000	3.0000	979.04	0.0010214	292.43	295.49	0.95336	3.9191	4.1838	1560.3	-0.19541	0.00040462	0.66455	liquid
80.000	3.0000	973.09	0.0010277	334.28	337.36	1.0736	3.8674	4.1905	1560.2	-0.18997	0.00035511	0.67149	liquid
90.000	3.0000	966.63	0.0010345	376.20	379.31	1.1908	3.8154	4.1988	1556.4	-0.18442	0.00031518	0.67680	liquid
100.00	3.0000	959.71	0.0010420	418.22	421.34	1.3050	3.7637	4.2090	1549.4	-0.17868	0.00028252	0.68068	liquid
110.00	3.0000	952.32	0.0010501	460.35	463.50	1.4164	3.7127	4.2215	1539.3	-0.17266	0.00025546	0.68331	liquid
120.00	3.0000	944.50	0.0010588	502.61	505.78	1.5254	3.6627	4.2364	1526.4	-0.16629	0.00023279	0.68485	liquid
130.00	3.0000	936.25	0.0010681	545.03	548.23	1.6320	3.6139	4.2541	1511.0	-0.15949	0.00021360	0.68539	liquid
140.00	3.0000	927.56	0.0010781	587.64	590.87	1.7365	3.5666	4.2748	1493.0	-0.15216	0.00019722	0.68500	liquid
150.00	3.0000	918.44	0.0010888	630.47	633.74	1.8390	3.5208	4.2990	1472.7	-0.14423	0.00018310	0.68375	liquid
160.00	3.0000	908.87	0.0011003	673.57	676.87	1.9397	3.4767	4.3269	1450.1	-0.13557	0.00017084	0.68164	liquid
170.00	3.0000	898.84	0.0011125	716.95	720.29	2.0388	3.4342	4.3591	1425.2	-0.12606	0.00016010	0.67869	liquid
180.00	3.0000	888.33	0.0011257	760.69	764.06	2.1365	3.3935	4.3961	1398.1	-0.11556	0.00015063	0.67488	liquid
190.00	3.0000	877.31	0.0011398	804.81	808.23	2.2329	3.3544	4.4386	1368.8	-0.10388	0.00014222	0.67019	liquid
200.00	3.0000	865.76	0.0011551	849.39	852.86	2.3282	3.3170	4.4875	1337.3	-0.090800	0.00013468	0.66458	liquid
210.00	3.0000	853.61	0.0011715	894.49	898.01	2.4227	3.2813	4.5438	1303.5	-0.076044	0.00012788	0.65798	liquid
220.00	3.0000	840.82	0.0011893	940.20	943.76	2.5164	3.2475	4.6093	1267.4	-0.059257	0.00012169	0.65033	liquid
230.00	3.0000	827.32	0.0012087	986.60	990.23	2.6097	3.2154	4.6857	1228.7	-0.039977	0.00011601	0.64152	liquid
