Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	0.10000	1.3872	0.72090	313.00	385.09	3.7909	0.74290	1.0423	317.84	3.7724	1.5090e-05	0.022566	vapor
-20.000	0.10000	1.3321	0.75070	320.44	395.51	3.8329	0.74295	1.0421	324.34	3.5041	1.5573e-05	0.023302	vapor
-10.000	0.10000	1.2812	0.78050	327.88	405.93	3.8732	0.74304	1.0420	330.70	3.2596	1.6048e-05	0.024026	vapor
0.0000	0.10000	1.2341	0.81028	335.32	416.35	3.9121	0.74317	1.0419	336.94	3.0357	1.6515e-05	0.024740	vapor
10.000	0.10000	1.1904	0.84006	342.77	426.77	3.9496	0.74334	1.0420	343.06	2.8300	1.6974e-05	0.025442	vapor
20.000	0.10000	1.1497	0.86983	350.21	437.19	3.9857	0.74357	1.0420	349.07	2.6403	1.7426e-05	0.026135	vapor
30.000	0.10000	1.1116	0.89959	357.65	447.61	4.0207	0.74386	1.0422	354.97	2.4648	1.7871e-05	0.026819	vapor
40.000	0.10000	1.0760	0.92935	365.10	458.04	4.0545	0.74421	1.0425	360.76	2.3020	1.8309e-05	0.027495	vapor
50.000	0.10000	1.0426	0.95910	372.55	468.46	4.0873	0.74463	1.0428	366.46	2.1505	1.8741e-05	0.028163	vapor
60.000	0.10000	1.0113	0.98885	380.01	478.89	4.1191	0.74513	1.0432	372.06	2.0092	1.9166e-05	0.028824	vapor
70.000	0.10000	0.98175	1.0186	387.47	489.33	4.1499	0.74571	1.0437	377.57	1.8772	1.9586e-05	0.029479	vapor
80.000	0.10000	0.95390	1.0483	394.93	499.77	4.1799	0.74637	1.0443	382.99	1.7535	2.0000e-05	0.030128	vapor
90.000	0.10000	0.92759	1.0781	402.41	510.21	4.2091	0.74712	1.0450	388.32	1.6374	2.0409e-05	0.030771	vapor
100.00	0.10000	0.90270	1.1078	409.89	520.67	4.2375	0.74797	1.0457	393.58	1.5283	2.0812e-05	0.031410	vapor
110.00	0.10000	0.87910	1.1375	417.38	531.13	4.2652	0.74891	1.0466	398.75	1.4255	2.1210e-05	0.032045	vapor
120.00	0.10000	0.85672	1.1672	424.87	541.60	4.2921	0.74995	1.0476	403.84	1.3286	2.1604e-05	0.032676	vapor
130.00	0.10000	0.83544	1.1970	432.38	552.08	4.3185	0.75108	1.0487	408.86	1.2371	2.1992e-05	0.033304	vapor
140.00	0.10000	0.81520	1.2267	439.90	562.57	4.3442	0.75231	1.0499	413.80	1.1505	2.2376e-05	0.033928	vapor
150.00	0.10000	0.79592	1.2564	447.44	573.08	4.3693	0.75364	1.0512	418.68	1.0686	2.2756e-05	0.034550	vapor
160.00	0.10000	0.77753	1.2861	454.98	583.60	4.3939	0.75506	1.0526	423.48	0.99096	2.3131e-05	0.035170	vapor
170.00	0.10000	0.75997	1.3158	462.55	594.13	4.4179	0.75658	1.0540	428.22	0.91731	2.3502e-05	0.035787	vapor
180.00	0.10000	0.74318	1.3456	470.12	604.68	4.4414	0.75819	1.0556	432.90	0.84736	2.3869e-05	0.036403	vapor
190.00	0.10000	0.72713	1.3753	477.72	615.24	4.4645	0.75988	1.0573	437.51	0.78089	2.4233e-05	0.037018	vapor
200.00	0.10000	0.71175	1.4050	485.33	625.82	4.4871	0.76166	1.0590	442.06	0.71767	2.4592e-05	0.037631	vapor
210.00	0.10000	0.69701	1.4347	492.95	636.42	4.5093	0.76353	1.0609	446.56	0.65748	2.4948e-05	0.038243	vapor
220.00	0.10000	0.68287	1.4644	500.60	647.04	4.5310	0.76547	1.0628	450.99	0.60015	2.5301e-05	0.038854	vapor
