Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-10.000	2.0000	48.765	0.020507	407.57	448.58	1.9915	0.73600	1.1810	228.75	15.539	1.3578e-05	0.015574	vapor
0.0000	2.0000	45.608	0.021926	416.14	460.00	2.0341	0.72064	1.1086	236.58	13.974	1.4038e-05	0.016129	vapor
10.000	2.0000	42.997	0.023257	424.33	470.84	2.0731	0.71339	1.0637	243.59	12.656	1.4501e-05	0.016762	vapor
20.000	2.0000	40.773	0.024526	432.27	481.32	2.1095	0.71099	1.0347	250.02	11.526	1.4967e-05	0.017445	vapor
30.000	2.0000	38.837	0.025748	440.07	491.57	2.1438	0.71161	1.0153	256.00	10.546	1.5433e-05	0.018163	vapor
40.000	2.0000	37.127	0.026934	447.78	501.65	2.1766	0.71413	1.0024	261.63	9.6893	1.5899e-05	0.018908	vapor
50.000	2.0000	35.599	0.028091	455.45	511.63	2.2079	0.71797	0.99394	266.97	8.9348	1.6363e-05	0.019672	vapor
60.000	2.0000	34.219	0.029224	463.09	521.54	2.2381	0.72276	0.98873	272.07	8.2659	1.6826e-05	0.020451	vapor
70.000	2.0000	32.963	0.030337	470.74	531.41	2.2673	0.72823	0.98592	276.97	7.6698	1.7287e-05	0.021242	vapor
80.000	2.0000	31.813	0.031434	478.40	541.26	2.2956	0.73415	0.98491	281.69	7.1362	1.7745e-05	0.022042	vapor
90.000	2.0000	30.754	0.032516	486.08	551.11	2.3231	0.74041	0.98527	286.25	6.6564	1.8201e-05	0.022849	vapor
100.00	2.0000	29.774	0.033586	493.80	560.97	2.3499	0.74690	0.98671	290.68	6.2234	1.8654e-05	0.023661	vapor
110.00	2.0000	28.863	0.034646	501.56	570.85	2.3760	0.75354	0.98898	294.98	5.8311	1.9104e-05	0.024477	vapor
120.00	2.0000	28.014	0.035696	509.36	580.76	2.4015	0.76028	0.99192	299.18	5.4745	1.9552e-05	0.025295	vapor
130.00	2.0000	27.219	0.036738	517.22	590.69	2.4265	0.76708	0.99537	303.27	5.1493	1.9996e-05	0.026115	vapor
140.00	2.0000	26.474	0.037773	525.12	600.66	2.4509	0.77390	0.99923	307.27	4.8517	2.0437e-05	0.026935	vapor
150.00	2.0000	25.772	0.038802	533.07	610.68	2.4749	0.78070	1.0034	311.19	4.5788	2.0875e-05	0.027756	vapor
160.00	2.0000	25.110	0.039825	541.08	620.73	2.4984	0.78749	1.0079	315.03	4.3277	2.1310e-05	0.028577	vapor
170.00	2.0000	24.484	0.040842	549.15	630.84	2.5214	0.79423	1.0125	318.79	4.0961	2.1742e-05	0.029396	vapor
180.00	2.0000	23.892	0.041855	557.27	640.98	2.5441	0.80091	1.0173	322.49	3.8821	2.2170e-05	0.030213	vapor
190.00	2.0000	23.330	0.042864	565.45	651.18	2.5663	0.80753	1.0222	326.12	3.6837	2.2595e-05	0.031032	vapor
200.00	2.0000	22.795	0.043869	573.69	661.43	2.5882	0.81407	1.0272	329.70	3.4994	2.3017e-05	0.031848	vapor
210.00	2.0000	22.286	0.044870	581.99	671.73	2.6098	0.82054	1.0323	333.22	3.3280	2.3435e-05	0.032663	vapor
220.00	2.0000	21.801	0.045869	590.34	682.07	2.6310	0.82693	1.0374	336.69	3.1681	2.3851e-05	0.033475	vapor
230.00	2.0000	21.338	0.046864	598.75	692.47	2.6518	0.83323	1.0425	340.10	3.0187	2.4263e-05	0.034285	vapor
240.00	2.0000	20.896	0.047857	607.21	702.92	2.6724	0.83945	1.0476	343.47	2.8790	2.4672e-05	0.035092	vapor
250.00	2.0000	20.472	0.048847	615.73	713.43	2.6927	0.84557	1.0527	346.80	2.7479	2.5077e-05	0.035897	vapor
260.00	2.0000	20.066	0.049835	624.31	723.98	2.7127	0.85161	1.0579	350.08	2.6249	2.5480e-05	0.036700	vapor
270.00	2.0000	19.677	0.050821	632.94	734.58	2.7324	0.85755	1.0630	353.32	2.5092	2.5879e-05	0.037500	vapor
280.00	2.0000	19.303	0.051804	641.63	745.24	2.7518	0.86341	1.0680	356.52	2.4002	2.6275e-05	0.038297	vapor
290.00	2.0000	18.944	0.052786	650.37	755.94	2.7710	0.86917	1.0730	359.69	2.2974	2.6668e-05	0.039091	vapor
300.00	2.0000	18.599	0.053767	659.17	766.70	2.7899	0.87485	1.0780	362.82	2.2003	2.7058e-05	0.039883	vapor
310.00	2.0000	18.266	0.054745	668.01	777.50	2.8086	0.88043	1.0830	365.91	2.1085	2.7445e-05	0.040671	vapor
320.00	2.0000	17.946	0.055723	676.91	788.36	2.8271	0.88592	1.0879	368.97	2.0216	2.7829e-05	0.041457	vapor
330.00	2.0000	17.637	0.056698	685.86	799.26	2.8453	0.89133	1.0927	372.00	1.9393	2.8209e-05	0.042240	vapor
340.00	2.0000	17.339	0.057673	694.87	810.21	2.8633	0.89665	1.0975	375.00	1.8611	2.8587e-05	0.043020	vapor
350.00	2.0000	17.051	0.058646	703.92	821.21	2.8811	0.90188	1.1023	377.97	1.7868	2.8962e-05	0.043797	vapor
360.00	2.0000	16.773	0.059618	713.02	832.26	2.8987	0.90702	1.1070	380.92	1.7162	2.9335e-05	0.044571	vapor
370.00	2.0000	16.505	0.060589	722.17	843.35	2.9161	0.91208	1.1116	383.83	1.6489	2.9704e-05	0.045342	vapor
380.00	2.0000	16.244	0.061560	731.37	854.49	2.9332	0.91706	1.1161	386.72	1.5848	3.0070e-05	0.046110	vapor
390.00	2.0000	15.993	0.062529	740.62	865.67	2.9502	0.92195	1.1207	389.58	1.5237	3.0434e-05	0.046875	vapor
400.00	2.0000	15.749	0.063497	749.91	876.90	2.9670	0.92676	1.1251	392.42	1.4654	3.0795e-05	0.047637	vapor
410.00	2.0000	15.512	0.064464	759.25	888.18	2.9837	0.93149	1.1295	395.23	1.4096	3.1153e-05	0.048395	vapor
420.00	2.0000	15.283	0.065431	768.63	899.49	3.0001	0.93614	1.1338	398.02	1.3563	3.1509e-05	0.049151	vapor
430.00	2.0000	15.061	0.066397	778.06	910.85	3.0164	0.94071	1.1381	400.79	1.3053	3.1862e-05	0.049904	vapor
440.00	2.0000	14.845	0.067362	787.53	922.25	3.0325	0.94520	1.1423	403.53	1.2565	3.2212e-05	0.050653	vapor
