Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	1.0000	14.017	0.071343	310.22	381.56	3.0960	0.74655	1.0694	317.90	3.6552	1.5318e-05	0.022762	vapor
-20.000	1.0000	13.435	0.074432	317.81	392.24	3.1390	0.74624	1.0666	324.69	3.3906	1.5792e-05	0.023490	vapor
-10.000	1.0000	12.902	0.077510	325.39	402.90	3.1803	0.74602	1.0643	331.31	3.1501	1.6258e-05	0.024206	vapor
0.0000	1.0000	12.410	0.080578	332.95	413.53	3.2200	0.74589	1.0623	337.77	2.9307	1.6717e-05	0.024912	vapor
10.000	1.0000	11.956	0.083638	340.50	424.14	3.2581	0.74585	1.0606	344.08	2.7294	1.7170e-05	0.025608	vapor
20.000	1.0000	11.535	0.086691	348.05	434.74	3.2949	0.74589	1.0592	350.26	2.5442	1.7616e-05	0.026295	vapor
30.000	1.0000	11.144	0.089737	355.59	445.33	3.3304	0.74602	1.0581	356.31	2.3731	1.8056e-05	0.026973	vapor
40.000	1.0000	10.779	0.092777	363.13	455.90	3.3648	0.74623	1.0571	362.24	2.2146	1.8489e-05	0.027644	vapor
50.000	1.0000	10.437	0.095812	370.66	466.47	3.3980	0.74653	1.0564	368.05	2.0673	1.8917e-05	0.028307	vapor
60.000	1.0000	10.117	0.098842	378.19	477.03	3.4302	0.74692	1.0559	373.76	1.9301	1.9339e-05	0.028964	vapor
70.000	1.0000	9.8166	0.10187	385.72	487.59	3.4614	0.74740	1.0555	379.36	1.8019	1.9755e-05	0.029614	vapor
80.000	1.0000	9.5338	0.10489	393.25	498.14	3.4917	0.74798	1.0554	384.86	1.6819	2.0166e-05	0.030259	vapor
90.000	1.0000	9.2671	0.10791	400.79	508.70	3.5212	0.74865	1.0554	390.27	1.5693	2.0572e-05	0.030899	vapor
100.00	1.0000	9.0151	0.11092	408.33	519.25	3.5498	0.74943	1.0555	395.58	1.4636	2.0972e-05	0.031534	vapor
110.00	1.0000	8.7768	0.11394	415.87	529.81	3.5778	0.75030	1.0558	400.81	1.3640	2.1368e-05	0.032166	vapor
120.00	1.0000	8.5509	0.11695	423.42	540.37	3.6050	0.75128	1.0563	405.95	1.2701	2.1759e-05	0.032793	vapor
130.00	1.0000	8.3365	0.11995	430.98	550.93	3.6315	0.75236	1.0569	411.02	1.1814	2.2145e-05	0.033418	vapor
140.00	1.0000	8.1327	0.12296	438.55	561.51	3.6574	0.75354	1.0576	416.00	1.0976	2.2527e-05	0.034040	vapor
150.00	1.0000	7.9388	0.12596	446.12	572.09	3.6827	0.75482	1.0585	420.91	1.0183	2.2905e-05	0.034659	vapor
160.00	1.0000	7.7541	0.12896	453.71	582.68	3.7075	0.75620	1.0595	425.75	0.94307	2.3278e-05	0.035276	vapor
170.00	1.0000	7.5778	0.13196	461.31	593.28	3.7316	0.75768	1.0607	430.51	0.87172	2.3647e-05	0.035891	vapor
180.00	1.0000	7.4095	0.13496	468.93	603.89	3.7553	0.75925	1.0619	435.21	0.80397	2.4013e-05	0.036505	vapor
190.00	1.0000	7.2485	0.13796	476.56	614.52	3.7785	0.76091	1.0633	439.85	0.73957	2.4374e-05	0.037117	vapor
200.00	1.0000	7.0945	0.14095	484.20	625.16	3.8012	0.76266	1.0647	444.42	0.67831	2.4732e-05	0.037728	vapor
210.00	1.0000	6.9470	0.14395	491.86	635.81	3.8235	0.76449	1.0663	448.93	0.61998	2.5087e-05	0.038338	vapor
220.00	1.0000	6.8055	0.14694	499.54	646.48	3.8454	0.76640	1.0680	453.37	0.56442	2.5438e-05	0.038947	vapor
