Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	0.50000	11.466	0.087211	410.64	454.25	2.2491	0.62866	0.86816	238.79	18.848	1.2270e-05	0.012715	vapor
-20.000	0.50000	10.937	0.091433	417.20	462.91	2.2840	0.63360	0.86533	244.08	16.870	1.2766e-05	0.013414	vapor
-10.000	0.50000	10.461	0.095593	423.77	471.56	2.3175	0.63994	0.86562	249.15	15.193	1.3259e-05	0.014139	vapor
0.0000	0.50000	10.030	0.099702	430.38	480.23	2.3499	0.64720	0.86806	254.02	13.757	1.3750e-05	0.014886	vapor
10.000	0.50000	9.6367	0.10377	437.05	488.93	2.3811	0.65508	0.87201	258.73	12.517	1.4239e-05	0.015652	vapor
20.000	0.50000	9.2761	0.10780	443.77	497.68	2.4115	0.66335	0.87705	263.30	11.439	1.4725e-05	0.016435	vapor
30.000	0.50000	8.9437	0.11181	450.57	506.47	2.4410	0.67186	0.88286	267.73	10.495	1.5209e-05	0.017231	vapor
40.000	0.50000	8.6361	0.11579	457.44	515.33	2.4698	0.68050	0.88923	272.06	9.6645	1.5689e-05	0.018039	vapor
50.000	0.50000	8.3503	0.11976	464.38	524.26	2.4978	0.68920	0.89598	276.28	8.9295	1.6166e-05	0.018856	vapor
60.000	0.50000	8.0840	0.12370	471.40	533.25	2.5252	0.69789	0.90301	280.41	8.2757	1.6640e-05	0.019680	vapor
70.000	0.50000	7.8350	0.12763	478.51	542.32	2.5520	0.70655	0.91022	284.46	7.6916	1.7111e-05	0.020510	vapor
80.000	0.50000	7.6017	0.13155	485.69	551.46	2.5783	0.71513	0.91755	288.43	7.1673	1.7578e-05	0.021344	vapor
90.000	0.50000	7.3825	0.13545	492.94	560.67	2.6040	0.72362	0.92493	292.32	6.6950	1.8042e-05	0.022182	vapor
100.00	0.50000	7.1762	0.13935	500.28	569.96	2.6292	0.73200	0.93233	296.15	6.2677	1.8502e-05	0.023021	vapor
110.00	0.50000	6.9814	0.14324	507.70	579.32	2.6540	0.74025	0.93973	299.92	5.8799	1.8959e-05	0.023861	vapor
120.00	0.50000	6.7974	0.14712	515.19	588.75	2.6783	0.74838	0.94708	303.63	5.5267	1.9412e-05	0.024702	vapor
130.00	0.50000	6.6231	0.15099	522.77	598.26	2.7022	0.75637	0.95439	307.28	5.2041	1.9862e-05	0.025543	vapor
140.00	0.50000	6.4577	0.15485	530.41	607.84	2.7257	0.76422	0.96163	310.87	4.9084	2.0308e-05	0.026382	vapor
150.00	0.50000	6.3007	0.15871	538.14	617.49	2.7487	0.77194	0.96879	314.42	4.6367	2.0751e-05	0.027221	vapor
160.00	0.50000	6.1513	0.16257	545.93	627.22	2.7715	0.77951	0.97586	317.92	4.3864	2.1190e-05	0.028058	vapor
170.00	0.50000	6.0090	0.16642	553.80	637.01	2.7938	0.78695	0.98284	321.38	4.1551	2.1626e-05	0.028894	vapor
180.00	0.50000	5.8733	0.17026	561.74	646.87	2.8158	0.79426	0.98973	324.79	3.9411	2.2058e-05	0.029727	vapor
190.00	0.50000	5.7437	0.17410	569.75	656.80	2.8375	0.80143	0.99652	328.16	3.7425	2.2487e-05	0.030558	vapor
200.00	0.50000	5.6198	0.17794	577.83	666.80	2.8589	0.80846	1.0032	331.49	3.5578	2.2912e-05	0.031386	vapor
210.00	0.50000	5.5013	0.18178	585.98	676.87	2.8799	0.81537	1.0098	334.79	3.3857	2.3334e-05	0.032212	vapor
220.00	0.50000	5.3877	0.18561	594.19	687.00	2.9007	0.82215	1.0163	338.04	3.2250	2.3752e-05	0.033035	vapor
230.00	0.50000	5.2788	0.18944	602.47	697.19	2.9211	0.82880	1.0227	341.26	3.0748	2.4167e-05	0.033855	vapor
240.00	0.50000	5.1743	0.19326	610.82	707.45	2.9413	0.83534	1.0289	344.45	2.9341	2.4578e-05	0.034673	vapor
250.00	0.50000	5.0739	0.19709	619.23	717.77	2.9612	0.84175	1.0351	347.60	2.8020	2.4986e-05	0.035487	vapor
260.00	0.50000	4.9774	0.20091	627.70	728.15	2.9809	0.84804	1.0412	350.72	2.6779	2.5391e-05	0.036298	vapor
270.00	0.50000	4.8845	0.20473	636.23	738.60	3.0003	0.85423	1.0472	353.81	2.5610	2.5792e-05	0.037107	vapor
280.00	0.50000	4.7951	0.20855	644.82	749.10	3.0194	0.86029	1.0531	356.88	2.4509	2.6191e-05	0.037912	vapor
290.00	0.50000	4.7090	0.21236	653.48	759.66	3.0384	0.86625	1.0589	359.91	2.3470	2.6586e-05	0.038714	vapor
300.00	0.50000	4.6259	0.21618	662.19	770.27	3.0571	0.87211	1.0646	362.91	2.2487	2.6978e-05	0.039513	vapor
310.00	0.50000	4.5457	0.21999	670.95	780.95	3.0755	0.87785	1.0701	365.89	2.1558	2.7366e-05	0.040309	vapor
320.00	0.50000	4.4683	0.22380	679.78	791.68	3.0938	0.88350	1.0756	368.84	2.0677	2.7752e-05	0.041101	vapor
330.00	0.50000	4.3935	0.22761	688.66	802.46	3.1118	0.88904	1.0811	371.77	1.9842	2.8135e-05	0.041891	vapor
340.00	0.50000	4.3212	0.23142	697.59	813.30	3.1296	0.89448	1.0864	374.67	1.9048	2.8514e-05	0.042677	vapor
350.00	0.50000	4.2512	0.23523	706.57	824.19	3.1472	0.89983	1.0916	377.55	1.8294	2.8891e-05	0.043460	vapor
360.00	0.50000	4.1835	0.23903	715.61	835.13	3.1646	0.90509	1.0967	380.40	1.7577	2.9264e-05	0.044240	vapor
370.00	0.50000	4.1180	0.24284	724.70	846.12	3.1819	0.91024	1.1018	383.23	1.6894	2.9635e-05	0.045017	vapor
380.00	0.50000	4.0545	0.24664	733.84	857.16	3.1989	0.91531	1.1068	386.04	1.6243	3.0003e-05	0.045790	vapor
390.00	0.50000	3.9929	0.25044	743.03	868.26	3.2158	0.92029	1.1117	388.83	1.5621	3.0368e-05	0.046560	vapor
400.00	0.50000	3.9332	0.25425	752.27	879.40	3.2324	0.92518	1.1165	391.59	1.5028	3.0730e-05	0.047327	vapor
410.00	0.50000	3.8752	0.25805	761.56	890.59	3.2489	0.92999	1.1212	394.34	1.4460	3.1090e-05	0.048091	vapor
420.00	0.50000	3.8190	0.26185	770.90	901.82	3.2653	0.93470	1.1258	397.07	1.3918	3.1446e-05	0.048852	vapor
430.00	0.50000	3.7644	0.26565	780.28	913.10	3.2814	0.93934	1.1304	399.77	1.3398	3.1801e-05	0.049609	vapor
440.00	0.50000	3.7113	0.26945	789.70	924.43	3.2974	0.94389	1.1349	402.46	1.2900	3.2152e-05	0.050363	vapor
450.00	0.50000	3.6597	0.27325	799.18	935.80	3.3132	0.94837	1.1393	405.13	1.2423	3.2501e-05	0.051114	vapor
460.00	0.50000	3.6095	0.27704	808.69	947.21	3.3289	0.95276	1.1436	407.78	1.1965	3.2847e-05	0.051861	vapor
