Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
10.000	1.5000	1000.4	0.00099963	41.983	43.482	0.15095	4.1849	4.1899	1449.5	-0.23241	0.0013044	0.58073	liquid
20.000	1.5000	998.85	0.0010012	83.821	85.323	0.29617	4.1517	4.1797	1484.7	-0.22486	0.0010010	0.59910	liquid
30.000	1.5000	996.27	0.0010037	125.59	127.10	0.43630	4.1128	4.1760	1511.5	-0.21817	0.00079721	0.61613	liquid
40.000	1.5000	992.83	0.0010072	167.34	168.86	0.57182	4.0694	4.1760	1531.3	-0.21205	0.00065309	0.63126	liquid
50.000	1.5000	988.64	0.0010115	209.11	210.62	0.70312	4.0226	4.1781	1545.1	-0.20629	0.00054709	0.64424	liquid
60.000	1.5000	983.81	0.0010165	250.90	252.42	0.83051	3.9732	4.1819	1553.6	-0.20075	0.00046671	0.65505	liquid
70.000	1.5000	978.38	0.0010221	292.73	294.27	0.95426	3.9222	4.1870	1557.4	-0.19529	0.00040424	0.66381	liquid
80.000	1.5000	972.42	0.0010284	334.63	336.17	1.0746	3.8702	4.1937	1557.2	-0.18981	0.00035471	0.67073	liquid
90.000	1.5000	965.95	0.0010353	376.59	378.15	1.1918	3.8180	4.2021	1553.3	-0.18422	0.00031478	0.67601	liquid
100.00	1.5000	959.00	0.0010427	418.65	420.22	1.3061	3.7660	4.2125	1546.2	-0.17843	0.00028212	0.67986	liquid
110.00	1.5000	951.60	0.0010509	460.83	462.40	1.4177	3.7148	4.2251	1536.0	-0.17236	0.00025506	0.68246	liquid
120.00	1.5000	943.76	0.0010596	503.14	504.73	1.5267	3.6646	4.2402	1522.9	-0.16593	0.00023239	0.68396	liquid
130.00	1.5000	935.47	0.0010690	545.61	547.22	1.6334	3.6156	4.2581	1507.3	-0.15905	0.00021321	0.68446	liquid
140.00	1.5000	926.75	0.0010790	588.28	589.90	1.7380	3.5682	4.2792	1489.2	-0.15165	0.00019683	0.68404	liquid
150.00	1.5000	917.59	0.0010898	631.18	632.81	1.8407	3.5223	4.3038	1468.6	-0.14362	0.00018272	0.68273	liquid
160.00	1.5000	907.98	0.0011014	674.34	675.99	1.9415	3.4780	4.3322	1445.8	-0.13485	0.00017046	0.68058	liquid
170.00	1.5000	897.90	0.0011137	717.80	719.47	2.0407	3.4354	4.3650	1420.7	-0.12522	0.00015973	0.67758	liquid
180.00	1.5000	887.33	0.0011270	761.61	763.30	2.1386	3.3946	4.4027	1393.3	-0.11455	0.00015026	0.67371	liquid
190.00	1.5000	876.25	0.0011412	805.83	807.54	2.2351	3.3554	4.4461	1363.7	-0.10268	0.00014184	0.66896	liquid
198.29	1.5000	866.65	0.0011539	842.83	844.56	2.3143	3.3243	4.4871	1337.5	-0.091762	0.00013554	0.66431	liquid
198.29	1.5000	7.5924	0.13171	2593.4	2791.0	6.4430	2.0542	2.9636	503.75	24.942	1.5656e-05	0.039785	vapor
