Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	3.0000	42.612	0.023467	171.85	242.25	5.5848	0.75499	1.1238	320.27	2.9418	1.5798e-05	0.023433	vapor
-20.000	3.0000	40.712	0.024563	179.76	253.45	5.6299	0.75368	1.1150	327.48	2.7172	1.6264e-05	0.024074	vapor
-10.000	3.0000	38.990	0.025648	187.62	264.56	5.6729	0.75261	1.1076	334.47	2.5136	1.6726e-05	0.024719	vapor
0.0000	3.0000	37.419	0.026724	195.43	275.60	5.7141	0.75173	1.1013	341.25	2.3281	1.7183e-05	0.025360	vapor
10.000	3.0000	35.981	0.027793	203.21	286.59	5.7536	0.75102	1.0958	347.84	2.1584	1.7635e-05	0.025994	vapor
20.000	3.0000	34.657	0.028855	210.96	297.52	5.7916	0.75045	1.0912	354.26	2.0025	1.8082e-05	0.026623	vapor
30.000	3.0000	33.433	0.029911	218.68	308.41	5.8281	0.75001	1.0871	360.52	1.8588	1.8525e-05	0.027247	vapor
40.000	3.0000	32.298	0.030961	226.38	319.27	5.8633	0.74969	1.0836	366.64	1.7259	1.8962e-05	0.027866	vapor
50.000	3.0000	31.243	0.032008	234.06	330.09	5.8973	0.74948	1.0806	372.62	1.6025	1.9395e-05	0.028479	vapor
60.000	3.0000	30.257	0.033050	241.73	340.88	5.9302	0.74936	1.0780	378.47	1.4878	1.9823e-05	0.029088	vapor
70.000	3.0000	29.336	0.034088	249.38	351.65	5.9621	0.74935	1.0757	384.21	1.3808	2.0247e-05	0.029693	vapor
80.000	3.0000	28.471	0.035123	257.02	362.39	5.9929	0.74944	1.0738	389.83	1.2807	2.0666e-05	0.030294	vapor
90.000	3.0000	27.659	0.036155	264.66	373.12	6.0229	0.74962	1.0721	395.35	1.1870	2.1080e-05	0.030891	vapor
100.00	3.0000	26.893	0.037185	272.28	383.84	6.0520	0.74991	1.0707	400.77	1.0990	2.1490e-05	0.031484	vapor
110.00	3.0000	26.170	0.038211	279.91	394.54	6.0803	0.75028	1.0696	406.09	1.0162	2.1896e-05	0.032074	vapor
120.00	3.0000	25.487	0.039236	287.52	405.23	6.1079	0.75076	1.0687	411.33	0.93828	2.2298e-05	0.032661	vapor
130.00	3.0000	24.840	0.040258	295.14	415.91	6.1347	0.75133	1.0680	416.47	0.86472	2.2695e-05	0.033245	vapor
140.00	3.0000	24.225	0.041279	302.75	426.59	6.1608	0.75199	1.0675	421.53	0.79522	2.3089e-05	0.033827	vapor
150.00	3.0000	23.642	0.042298	310.37	437.27	6.1864	0.75275	1.0672	426.51	0.72946	2.3479e-05	0.034406	vapor
160.00	3.0000	23.087	0.043315	317.99	447.94	6.2113	0.75361	1.0671	431.42	0.66716	2.3865e-05	0.034984	vapor
170.00	3.0000	22.558	0.044331	325.62	458.61	6.2357	0.75456	1.0672	436.25	0.60808	2.4248e-05	0.035559	vapor
180.00	3.0000	22.053	0.045345	333.25	469.28	6.2595	0.75560	1.0674	441.01	0.55198	2.4626e-05	0.036133	vapor
190.00	3.0000	21.571	0.046358	340.88	479.96	6.2828	0.75673	1.0677	445.70	0.49867	2.5002e-05	0.036706	vapor
200.00	3.0000	21.110	0.047370	348.53	490.64	6.3056	0.75795	1.0682	450.32	0.44795	2.5374e-05	0.037277	vapor
210.00	3.0000	20.669	0.048381	356.18	501.32	6.3279	0.75925	1.0689	454.88	0.39967	2.5743e-05	0.037847	vapor
220.00	3.0000	20.247	0.049390	363.84	512.01	6.3498	0.76064	1.0696	459.38	0.35366	2.6108e-05	0.038417	vapor
230.00	3.0000	19.842	0.050399	371.52	522.71	6.3713	0.76211	1.0705	463.82	0.30979	2.6470e-05	0.038985	vapor
240.00	3.0000	19.453	0.051407	379.20	533.42	6.3924	0.76366	1.0715	468.20	0.26792	2.6830e-05	0.039552	vapor
250.00	3.0000	19.079	0.052414	386.90	544.15	6.4131	0.76528	1.0726	472.52	0.22795	2.7186e-05	0.040119	vapor
260.00	3.0000	18.720	0.053420	394.62	554.88	6.4334	0.76698	1.0738	476.79	0.18976	2.7539e-05	0.040685	vapor
270.00	3.0000	18.374	0.054425	402.35	565.62	6.4534	0.76874	1.0752	481.01	0.15324	2.7890e-05	0.041251	vapor
280.00	3.0000	18.041	0.055430	410.09	576.38	6.4730	0.77056	1.0766	485.18	0.11832	2.8238e-05	0.041816	vapor
290.00	3.0000	17.720	0.056434	417.85	587.15	6.4923	0.77245	1.0780	489.29	0.084892	2.8583e-05	0.042381	vapor
300.00	3.0000	17.410	0.057438	425.63	597.94	6.5113	0.77439	1.0796	493.36	0.052886	2.8925e-05	0.042945	vapor
310.00	3.0000	17.111	0.058441	433.43	608.75	6.5300	0.77639	1.0813	497.39	0.022224	2.9265e-05	0.043508	vapor
320.00	3.0000	16.823	0.059443	441.24	619.57	6.5484	0.77844	1.0830	501.37	-0.0071638	2.9603e-05	0.044072	vapor
330.00	3.0000	16.544	0.060445	449.07	630.41	6.5665	0.78053	1.0848	505.31	-0.035342	2.9938e-05	0.044634	vapor
340.00	3.0000	16.274	0.061446	456.93	641.26	6.5844	0.78267	1.0866	509.20	-0.062373	3.0270e-05	0.045197	vapor
350.00	3.0000	16.014	0.062447	464.80	652.14	6.6020	0.78485	1.0885	513.06	-0.088314	3.0600e-05	0.045759	vapor
360.00	3.0000	15.761	0.063447	472.69	663.03	6.6193	0.78706	1.0904	516.88	-0.11322	3.0928e-05	0.046320	vapor
