Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
10.000	4.0000	1001.6	0.00099844	41.919	45.913	0.15072	4.1750	4.1806	1453.6	-0.23225	0.0013017	0.58194	liquid
20.000	4.0000	999.99	0.0010000	83.670	87.670	0.29564	4.1429	4.1720	1488.8	-0.22476	0.00099998	0.60025	liquid
30.000	4.0000	997.38	0.0010026	125.36	129.37	0.43553	4.1049	4.1694	1515.8	-0.21813	0.00079700	0.61726	liquid
40.000	4.0000	993.92	0.0010061	167.04	171.07	0.57085	4.0624	4.1699	1535.7	-0.21207	0.00065330	0.63240	liquid
50.000	4.0000	989.73	0.0010104	208.74	212.78	0.70196	4.0163	4.1724	1549.6	-0.20637	0.00054753	0.64540	liquid
60.000	4.0000	984.89	0.0010153	250.46	254.52	0.82918	3.9675	4.1764	1558.2	-0.20089	0.00046727	0.65624	liquid
70.000	4.0000	979.48	0.0010210	292.23	296.31	0.95277	3.9170	4.1816	1562.2	-0.19549	0.00040487	0.66504	liquid
80.000	4.0000	973.53	0.0010272	334.05	338.16	1.0730	3.8655	4.1883	1562.2	-0.19008	0.00035537	0.67200	liquid
90.000	4.0000	967.09	0.0010340	375.95	380.08	1.1900	3.8137	4.1966	1558.5	-0.18456	0.00031545	0.67732	liquid
100.00	4.0000	960.17	0.0010415	417.93	422.10	1.3042	3.7622	4.2068	1551.5	-0.17884	0.00028279	0.68122	liquid
110.00	4.0000	952.80	0.0010495	460.03	464.22	1.4156	3.7113	4.2191	1541.5	-0.17286	0.00025572	0.68388	liquid
120.00	4.0000	945.00	0.0010582	502.25	506.49	1.5245	3.6614	4.2339	1528.8	-0.16653	0.00023305	0.68544	liquid
130.00	4.0000	936.76	0.0010675	544.64	548.91	1.6310	3.6128	4.2514	1513.4	-0.15977	0.00021386	0.68600	liquid
140.00	4.0000	928.10	0.0010775	587.22	591.53	1.7354	3.5656	4.2719	1495.6	-0.15250	0.00019747	0.68565	liquid
