Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
-30.000	0.50000	6.9685	0.14350	311.77	383.52	3.3081	0.74451	1.0542	317.82	3.7210	1.5194e-05	0.022651	vapor
-20.000	0.50000	6.6863	0.14956	319.28	394.06	3.3505	0.74440	1.0529	324.45	3.4541	1.5673e-05	0.023384	vapor
-10.000	0.50000	6.4265	0.15561	326.78	404.58	3.3913	0.74436	1.0518	330.93	3.2111	1.6145e-05	0.024105	vapor
0.0000	0.50000	6.1864	0.16164	334.27	415.09	3.4305	0.74437	1.0509	337.27	2.9891	1.6608e-05	0.024815	vapor
10.000	0.50000	5.9640	0.16767	341.76	425.60	3.4683	0.74445	1.0502	343.48	2.7853	1.7065e-05	0.025515	vapor
20.000	0.50000	5.7572	0.17369	349.25	436.10	3.5047	0.74460	1.0497	349.57	2.5975	1.7515e-05	0.026205	vapor
30.000	0.50000	5.5645	0.17971	356.74	446.59	3.5399	0.74482	1.0492	355.54	2.4239	1.7958e-05	0.026887	vapor
40.000	0.50000	5.3845	0.18572	364.22	457.08	3.5740	0.74510	1.0490	361.39	2.2629	1.8394e-05	0.027560	vapor
50.000	0.50000	5.2159	0.19172	371.71	467.57	3.6069	0.74547	1.0488	367.14	2.1133	1.8824e-05	0.028226	vapor
60.000	0.50000	5.0576	0.19772	379.20	478.06	3.6389	0.74592	1.0488	372.79	1.9738	1.9249e-05	0.028885	vapor
70.000	0.50000	4.9088	0.20372	386.69	488.55	3.6699	0.74646	1.0490	378.34	1.8434	1.9667e-05	0.029538	vapor
80.000	0.50000	4.7685	0.20971	394.19	499.04	3.7001	0.74708	1.0492	383.80	1.7214	2.0080e-05	0.030185	vapor
90.000	0.50000	4.6362	0.21570	401.69	509.53	3.7294	0.74780	1.0496	389.17	1.6068	2.0487e-05	0.030828	vapor
100.00	0.50000	4.5110	0.22168	409.19	520.03	3.7579	0.74862	1.0501	394.45	1.4992	2.0889e-05	0.031465	vapor
110.00	0.50000	4.3925	0.22766	416.71	530.54	3.7857	0.74953	1.0507	399.65	1.3978	2.1287e-05	0.032098	vapor
120.00	0.50000	4.2801	0.23364	424.23	541.05	3.8127	0.75054	1.0515	404.76	1.3023	2.1679e-05	0.032728	vapor
130.00	0.50000	4.1733	0.23962	431.76	551.57	3.8392	0.75165	1.0524	409.80	1.2120	2.2067e-05	0.033354	vapor
140.00	0.50000	4.0718	0.24559	439.30	562.09	3.8650	0.75286	1.0533	414.77	1.1267	2.2450e-05	0.033977	vapor
150.00	0.50000	3.9752	0.25156	446.85	572.63	3.8902	0.75417	1.0545	419.66	1.0459	2.2828e-05	0.034598	vapor
160.00	0.50000	3.8830	0.25753	454.42	583.18	3.9148	0.75557	1.0557	424.48	0.96940	2.3203e-05	0.035217	vapor
170.00	0.50000	3.7950	0.26350	462.00	593.75	3.9389	0.75707	1.0570	429.23	0.89678	2.3573e-05	0.035833	vapor
180.00	0.50000	3.7110	0.26947	469.59	604.32	3.9625	0.75866	1.0584	433.92	0.82782	2.3940e-05	0.036448	vapor
190.00	0.50000	3.6306	0.27543	477.20	614.92	3.9856	0.76034	1.0600	438.54	0.76228	2.4302e-05	0.037062	vapor
200.00	0.50000	3.5537	0.28140	484.83	625.52	4.0083	0.76211	1.0616	443.10	0.69994	2.4661e-05	0.037674	vapor
210.00	0.50000	3.4800	0.28736	492.47	636.15	4.0305	0.76396	1.0633	447.60	0.64059	2.5017e-05	0.038285	vapor
220.00	0.50000	3.4092	0.29332	500.13	646.79	4.0523	0.76589	1.0651	452.04	0.58405	2.5368e-05	0.038895	vapor
