Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
10.000	0.50000	999.89	0.0010001	42.008	42.508	0.15104	4.1890	4.1936	1447.9	-0.23248	0.0013054	0.58024	liquid
20.000	0.50000	998.39	0.0010016	83.882	84.382	0.29638	4.1553	4.1828	1483.0	-0.22490	0.0010014	0.59864	liquid
30.000	0.50000	995.83	0.0010042	125.68	126.19	0.43660	4.1160	4.1787	1509.8	-0.21819	0.00079731	0.61568	liquid
40.000	0.50000	992.39	0.0010077	167.47	167.97	0.57221	4.0723	4.1784	1529.6	-0.21204	0.00065301	0.63081	liquid
50.000	0.50000	988.21	0.0010119	209.26	209.76	0.70358	4.0252	4.1804	1543.3	-0.20626	0.00054692	0.64378	liquid
60.000	0.50000	983.37	0.0010169	251.08	251.58	0.83104	3.9755	4.1841	1551.7	-0.20069	0.00046648	0.65458	liquid
70.000	0.50000	977.94	0.0010226	292.94	293.45	0.95485	3.9243	4.1892	1555.5	-0.19521	0.00040399	0.66332	liquid
80.000	0.50000	971.97	0.0010288	334.86	335.37	1.0753	3.8721	4.1959	1555.2	-0.18970	0.00035445	0.67022	liquid
90.000	0.50000	965.49	0.0010357	376.85	377.37	1.1926	3.8197	4.2043	1551.3	-0.18408	0.00031451	0.67548	liquid
100.00	0.50000	958.54	0.0010433	418.94	419.47	1.3069	3.7675	4.2148	1544.0	-0.17826	0.00028185	0.67931	liquid
110.00	0.50000	951.12	0.0010514	461.15	461.67	1.4185	3.7162	4.2275	1533.7	-0.17215	0.00025479	0.68189	liquid
120.00	0.50000	943.26	0.0010602	503.49	504.02	1.5276	3.6658	4.2427	1520.6	-0.16568	0.00023213	0.68337	liquid
130.00	0.50000	934.95	0.0010696	546.00	546.54	1.6344	3.6168	4.2609	1504.8	-0.15876	0.00021296	0.68384	liquid
140.00	0.50000	926.21	0.0010797	588.71	589.25	1.7391	3.5692	4.2822	1486.6	-0.15131	0.00019658	0.68339	liquid
150.00	0.50000	917.02	0.0010905	631.65	632.19	1.8418	3.5232	4.3070	1465.9	-0.14321	0.00018247	0.68206	liquid
151.83	0.50000	915.29	0.0010925	639.54	640.09	1.8604	3.5150	4.3120	1461.9	-0.14165	0.00018009	0.68172	liquid
151.83	0.50000	2.6680	0.37481	2560.7	2748.1	6.8207	1.7593	2.4103	493.85	38.346	1.4055e-05	0.031870	vapor
160.00	0.50000	2.6064	0.38366	2575.5	2767.4	6.8656	1.6975	2.3169	500.23	34.728	1.4392e-05	0.032287	vapor
170.00	0.50000	2.5364	0.39426	2593.1	2790.2	6.9176	1.6550	2.2489	507.38	31.334	1.4806e-05	0.032863	vapor
180.00	0.50000	2.4712	0.40466	2610.1	2812.4	6.9673	1.6276	2.2030	514.14	28.546	1.5220e-05	0.033501	vapor
190.00	0.50000	2.4102	0.41491	2626.8	2834.3	7.0150	1.6083	2.1690	520.64	26.152	1.5636e-05	0.034193	vapor
200.00	0.50000	2.3528	0.42503	2643.3	2855.8	7.0610	1.5941	2.1429	526.92	24.060	1.6052e-05	0.034933	vapor
210.00	0.50000	2.2986	0.43506	2659.6	2877.2	7.1056	1.5837	2.1227	533.03	22.215	1.6468e-05	0.035714	vapor
220.00	0.50000	2.2472	0.44500	2675.8	2898.3	7.1489	1.5763	2.1070	538.98	20.580	1.6886e-05	0.036533	vapor
230.00	0.50000	2.1984	0.45487	2691.9	2919.3	7.1911	1.5712	2.0949	544.79	19.124	1.7304e-05	0.037386	vapor
240.00	0.50000	2.1520	0.46467	2707.9	2940.2	7.2322	1.5679	2.0857	550.48	17.821	1.7723e-05	0.038270	vapor
250.00	0.50000	2.1078	0.47443	2723.8	2961.0	7.2724	1.5662	2.0788	556.05	16.651	1.8142e-05	0.039182	vapor
260.00	0.50000	2.0655	0.48414	2739.7	2981.8	7.3117	1.5656	2.0738	561.53	15.596	1.8562e-05	0.040120	vapor
270.00	0.50000	2.0251	0.49380	2755.6	3002.5	7.3502	1.5661	2.0703	566.90	14.641	1.8982e-05	0.041081	vapor
280.00	0.50000	1.9863	0.50344	2771.5	3023.2	7.3880	1.5674	2.0682	572.19	13.773	1.9402e-05	0.042065	vapor
290.00	0.50000	1.9492	0.51304	2787.4	3043.9	7.4250	1.5694	2.0672	577.40	12.982	1.9822e-05	0.043068	vapor
300.00	0.50000	1.9135	0.52261	2803.2	3064.6	7.4614	1.5720	2.0670	582.53	12.258	2.0243e-05	0.044091	vapor
310.00	0.50000	1.8791	0.53216	2819.1	3085.2	7.4972	1.5751	2.0677	587.60	11.595	2.0663e-05	0.045131	vapor
320.00	0.50000	1.8461	0.54169	2835.1	3105.9	7.5323	1.5787	2.0691	592.59	10.984	2.1084e-05	0.046188	vapor
330.00	0.50000	1.8143	0.55119	2851.0	3126.6	7.5669	1.5826	2.0710	597.52	10.421	2.1504e-05	0.047260	vapor
340.00	0.50000	1.7836	0.56068	2867.0	3147.3	7.6010	1.5868	2.0734	602.38	9.9000	2.1924e-05	0.048347	vapor
350.00	0.50000	1.7539	0.57015	2883.0	3168.1	7.6346	1.5913	2.0763	607.19	9.4171	2.2344e-05	0.049448	vapor
360.00	0.50000	1.7253	0.57961	2899.1	3188.9	7.6677	1.5960	2.0796	611.94	8.9686	2.2764e-05	0.050562	vapor
370.00	0.50000	1.6977	0.58905	2915.1	3209.7	7.7003	1.6009	2.0832	616.64	8.5511	2.3183e-05	0.051688	vapor
380.00	0.50000	1.6709	0.59848	2931.3	3230.5	7.7325	1.6060	2.0871	621.29	8.1616	2.3602e-05	0.052826	vapor
390.00	0.50000	1.6450	0.60790	2947.5	3251.4	7.7642	1.6113	2.0912	625.89	7.7977	2.4020e-05	0.053976	vapor
400.00	0.50000	1.6199	0.61730	2963.7	3272.3	7.7955	1.6168	2.0957	630.44	7.4570	2.4438e-05	0.055136	vapor
410.00	0.50000	1.5957	0.62670	2980.0	3293.3	7.8265	1.6224	2.1003	634.94	7.1376	2.4855e-05	0.056307	vapor
420.00	0.50000	1.5721	0.63609	2996.3	3314.4	7.8570	1.6281	2.1051	639.40	6.8376	2.5272e-05	0.057488	vapor
430.00	0.50000	1.5493	0.64547	3012.7	3335.4	7.8872	1.6339	2.1101	643.82	6.5555	2.5688e-05	0.058678	vapor
440.00	0.50000	1.5271	0.65484	3029.1	3356.6	7.9170	1.6398	2.1153	648.19	6.2899	2.6104e-05	0.059878	vapor
450.00	0.50000	1.5056	0.66421	3045.6	3377.7	7.9465	1.6458	2.1206	652.53	6.0394	2.6518e-05	0.061086	vapor
460.00	0.50000	1.4846	0.67357	3062.2	3399.0	7.9757	1.6520	2.1261	656.82	5.8028	2.6932e-05	0.062304	vapor
470.00	0.50000	1.4643	0.68292	3078.8	3420.3	8.0045	1.6581	2.1317	661.07	5.5793	2.7345e-05	0.063529	vapor
480.00	0.50000	1.4445	0.69227	3095.5	3441.6	8.0331	1.6644	2.1373	665.29	5.3677	2.7757e-05	0.064763	vapor
490.00	0.50000	1.4253	0.70161	3112.2	3463.0	8.0613	1.6707	2.1431	669.47	5.1673	2.8169e-05	0.066005	vapor
500.00	0.50000	1.4066	0.71094	3129.0	3484.5	8.0892	1.6771	2.1490	673.62	4.9772	2.8579e-05	0.067255	vapor
510.00	0.50000	1.3884	0.72028	3145.9	3506.0	8.1169	1.6836	2.1550	677.73	4.7968	2.8989e-05	0.068512	vapor
520.00	0.50000	1.3706	0.72960	3162.8	3527.6	8.1443	1.6901	2.1611	681.81	4.6254	2.9397e-05	0.069777	vapor
530.00	0.50000	1.3533	0.73893	3179.7	3549.2	8.1714	1.6967	2.1673	685.86	4.4624	2.9805e-05	0.071049	vapor
540.00	0.50000	1.3365	0.74824	3196.8	3570.9	8.1983	1.7033	2.1735	689.87	4.3072	3.0212e-05	0.072328	vapor
550.00	0.50000	1.3200	0.75756	3213.9	3592.7	8.2249	1.7099	2.1798	693.85	4.1594	3.0617e-05	0.073613	vapor
560.00	0.50000	1.3040	0.76687	3231.1	3614.5	8.2512	1.7166	2.1861	697.81	4.0184	3.1022e-05	0.074905	vapor
570.00	0.50000	1.2884	0.77618	3248.3	3636.4	8.2773	1.7233	2.1925	701.73	3.8840	3.1426e-05	0.076204	vapor
580.00	0.50000	1.2731	0.78548	3265.6	3658.4	8.3032	1.7301	2.1990	705.62	3.7556	3.1828e-05	0.077509	vapor
590.00	0.50000	1.2582	0.79479	3283.0	3680.4	8.3289	1.7369	2.2055	709.49	3.6329	3.2230e-05	0.078820	vapor
600.00	0.50000	1.2436	0.80409	3300.4	3702.5	8.3543	1.7437	2.2121	713.33	3.5157	3.2630e-05	0.080136	vapor
610.00	0.50000	1.2294	0.81338	3317.9	3724.6	8.3796	1.7506	2.2187	717.14	3.4034	3.3029e-05	0.081459	vapor
620.00	0.50000	1.2155	0.82268	3335.5	3746.8	8.4046	1.7575	2.2253	720.93	3.2960	3.3427e-05	0.082787	vapor
630.00	0.50000	1.2020	0.83197	3353.1	3769.1	8.4294	1.7644	2.2320	724.68	3.1931	3.3824e-05	0.084121	vapor
640.00	0.50000	1.1887	0.84126	3370.9	3791.5	8.4540	1.7713	2.2387	728.42	3.0944	3.4220e-05	0.085461	vapor
650.00	0.50000	1.1757	0.85055	3388.6	3813.9	8.4784	1.7782	2.2454	732.13	2.9998	3.4615e-05	0.086805	vapor
660.00	0.50000	1.1630	0.85983	3406.5	3836.4	8.5027	1.7852	2.2521	735.81	2.9090	3.5008e-05	0.088155	vapor
670.00	0.50000	1.1506	0.86912	3424.4	3858.9	8.5267	1.7922	2.2589	739.48	2.8218	3.5401e-05	0.089509	vapor
680.00	0.50000	1.1384	0.87840	3442.4	3881.6	8.5506	1.7991	2.2657	743.11	2.7381	3.5792e-05	0.090869	vapor
690.00	0.50000	1.1265	0.88768	3460.4	3904.3	8.5742	1.8061	2.2725	746.73	2.6576	3.6182e-05	0.092233	vapor
700.00	0.50000	1.1149	0.89696	3478.5	3927.0	8.5977	1.8131	2.2793	750.33	2.5802	3.6571e-05	0.093602	vapor
